rf,std_rf,cp,std_cp,n_quartets,std_quartets,r_d,r_l,coal_unit,model
1.146970606,0.021867406,0.882913579,0.000448577,559.5630774,1.793651912,3,1.1,9,DLCoal
0.199160168,0.011511688,0.915307322,0.000504218,457.0024195,1.640971432,3,1.3,1,DLCoal
3.902019596,0.037525964,0.839569522,0.000461074,454.7061988,1.62792472,3,1.3,18,DLCoal
1.51089782,0.025522068,0.880746477,0.000476401,458.4731454,1.663900948,3,1.3,9,DLCoal
0.053589282,0.005401823,0.918185128,0.000445619,619.8110478,1.868559828,3,1,1,DLCoal
3.104179164,0.033181451,0.84231854,0.00040821,621.730094,1.857098911,3,1,18,DLCoal
1.047790442,0.020834018,0.884748537,0.000430237,617.075015,1.898285515,3,1,9,DLCoal
0.390321936,0.016843602,0.91232888,0.000540998,378.9011598,1.475677147,3,1.5,1,DLCoal
4.518696261,0.040632129,0.837186108,0.000488648,376.6044591,1.480656535,3,1.5,18,DLCoal
1.947610478,0.030506144,0.87819904,0.000502432,378.0928014,1.488772805,3,1.5,9,DLCoal
1.173765247,0.030139314,0.910592618,0.000613533,232.734793,1.117218515,3,2,1,DLCoal
6.235952809,0.05003561,0.833559123,0.000574185,231.8317736,1.095240422,3,2,18,DLCoal
3.274545091,0.041963434,0.872693256,0.000590423,233.3111078,1.130950445,3,2,9,DLCoal
0.014797041,0.002791889,0.903500501,0.000388881,1058.623885,2.167615822,4,0.4,1,DLCoal
2.462307538,0.028328877,0.832524093,0.000356528,1058.907339,2.110458992,4,0.4,18,DLCoal
0.75824835,0.01704027,0.872503367,0.000377861,1060.392292,2.154746275,4,0.4,9,DLCoal
0.019596081,0.002953208,0.902501347,0.000418691,936.385003,2.113344448,4,0.5,1,DLCoal
2.662267546,0.03030642,0.831095419,0.000369999,929.5969206,2.109961754,4,0.5,18,DLCoal
0.869826035,0.01864459,0.8704961,0.000389754,925.0833133,2.090600912,4,0.5,9,DLCoal
0.087982404,0.006767743,0.898900618,0.000461406,721.5868926,2.030237765,4,0.7,1,DLCoal
3.213757249,0.032342704,0.827987751,0.000396467,721.6876025,2.027899308,4,0.7,18,DLCoal
1.211757648,0.022074702,0.867232536,0.000434421,719.8115177,2.026026492,4,0.7,9,DLCoal
0.173565287,0.010152497,0.896697541,0.000492638,557.2884123,1.824840572,4,0.9,1,DLCoal
3.930013997,0.036615189,0.826520527,0.00043922,560.140052,1.833349485,4,0.9,18,DLCoal
1.616876625,0.02587863,0.863142205,0.000467992,564.7269246,1.814073336,4,0.9,9,DLCoal
0.422315537,0.016917019,0.8933262,0.000541301,437.0386523,1.600506721,4,1.1,1,DLCoal
4.673465307,0.041451262,0.824137373,0.000492209,432.1603579,1.60003375,4,1.1,18,DLCoal
2.135172965,0.031582043,0.859926555,0.000518843,439.9428914,1.619056406,4,1.1,9,DLCoal
0.293141372,0.013346706,0.894409686,0.000530218,490.280214,1.70683807,4,1,1,DLCoal
4.24715057,0.038826272,0.824827114,0.000463702,497.1861728,1.74787931,4,1,18,DLCoal
1.784443111,0.028193372,0.862551301,0.000490322,495.5944411,1.744392804,4,1,9,DLCoal
0.844231154,0.025690742,0.891281198,0.000586426,343.1667766,1.447234301,4,1.3,1,DLCoal
5.478104379,0.046129909,0.821511462,0.000517739,342.8922815,1.426439509,4,1.3,18,DLCoal
2.763847231,0.037341201,0.859267036,0.000562643,342.5564387,1.424863359,4,1.3,9,DLCoal
1.454909018,0.032800428,0.889028404,0.000631537,268.8112877,1.253168764,4,1.5,1,DLCoal
6.378724255,0.05135037,0.818845316,0.000571709,268.204829,1.212693403,4,1.5,18,DLCoal
3.562887423,0.04321071,0.854940564,0.000598036,270.8666267,1.244164892,4,1.5,9,DLCoal
3.237352529,0.051347475,0.8857025,0.000752714,152.7226155,0.858896007,4,2,1,DLCoal
8.414717057,0.056492095,0.812759443,0.000669958,154.3740052,0.870072116,4,2,18,DLCoal
5.684063187,0.055372733,0.847792888,0.000705151,153.859908,0.868694478,4,2,9,DLCoal
5.319736053,0.061360221,0.864119702,0.000822292,109.0756949,0.696211472,5,2,1,DLCoal
10.24752083,0.08497194,0.794519652,0.001091383,109.4277469,0.941883159,5,2,18,DLCoal
7.604511808,0.082191334,0.830563185,0.001035067,109.2491717,0.909844603,5,2,9,DLCoal
0.050789842,0.004959743,0.883523994,0.000430232,981.1360228,2.178300695,5,0.4,1,DLCoal
2.970205959,0.030963054,0.817897668,0.000374749,987.3359628,2.143729726,5,0.4,18,DLCoal
1.082583483,0.020290721,0.854602295,0.000402226,984.4346731,2.162751041,5,0.4,9,DLCoal
0.087182563,0.006816909,0.881911563,0.000450023,852.6962807,2.11065774,5,0.5,1,DLCoal
3.275344931,0.033666709,0.815973681,0.000393697,852.3922515,2.103288821,5,0.5,18,DLCoal
1.290541892,0.022507163,0.852376739,0.000425849,851.1192761,2.12093084,5,0.5,9,DLCoal
0.25954809,0.012865891,0.878370237,0.000508427,628.9852729,1.921358002,5,0.7,1,DLCoal
4.115576885,0.038442584,0.811731955,0.000433619,630.9072286,1.939670908,5,0.7,18,DLCoal
1.862027594,0.028160138,0.849189989,0.000460946,633.4213857,1.947386344,5,0.7,9,DLCoal
0.578284343,0.01978044,0.874027026,0.000549022,472.5491702,1.726252801,5,0.9,1,DLCoal
4.969006199,0.042619767,0.810060032,0.000480313,472.8574185,1.723792373,5,0.9,18,DLCoal
2.407918416,0.03291834,0.844669694,0.000506747,477.1936213,1.71411281,5,0.9,9,DLCoal
1.130173965,0.029202735,0.872318119,0.000612679,356.3826935,1.498222189,5,1.1,1,DLCoal
5.925614877,0.047946985,0.807105717,0.000536098,353.3937512,1.479491964,5,1.1,18,DLCoal
3.366126775,0.041377318,0.840092937,0.000568552,354.1142172,1.496598658,5,1.1,9,DLCoal
0.894621076,0.0250554,0.871739873,0.000578837,413.9613277,1.617788653,5,1,1,DLCoal
5.395320936,0.044564345,0.809649349,0.00050493,410.9496701,1.590938764,5,1,18,DLCoal
2.902619476,0.037031186,0.842558513,0.000541954,414.7414117,1.638536328,5,1,9,DLCoal
1.920815837,0.039012323,0.869525681,0.000652934,274.4345831,1.286276278,5,1.3,1,DLCoal
7.106178764,0.053892522,0.804532755,0.000586347,268.8391422,1.265511487,5,1.3,18,DLCoal
4.393121376,0.048024823,0.837522435,0.000614366,269.9765647,1.263123002,5,1.3,9,DLCoal
2.975804839,0.048087633,0.867521749,0.000698857,208.7585883,1.074416517,5,1.5,1,DLCoal
8.123575285,0.056460851,0.802572046,0.000630015,210.3441912,1.094831938,5,1.5,18,DLCoal
5.454509098,0.05369599,0.835615749,0.000672766,205.9147371,1.075441717,5,1.5,9,DLCoal
7.104589447,0.081851576,0.846797116,0.001100171,82.33808929,0.698299173,6,2,1,DLCoal
11.76414088,0.074468043,0.777378367,0.000998534,80.1263207,0.631683433,6,2,18,DLCoal
9.563287343,0.111517687,0.809762464,0.001506463,78.86265747,0.928009553,6,2,9,DLCoal
0.171565687,0.009633966,0.865006065,0.000442847,932.0545091,2.188719017,6,0.4,1,DLCoal
3.49890022,0.033822196,0.803975026,0.000388279,928.164847,2.194491914,6,0.4,18,DLCoal
1.448110378,0.02372001,0.838931021,0.000415719,932.1876325,2.142258146,6,0.4,9,DLCoal
0.26114777,0.01215599,0.862466109,0.000478431,785.925175,2.094178119,6,0.5,1,DLCoal
3.946010798,0.036216496,0.803713495,0.000414408,789.8418316,2.095534627,6,0.5,18,DLCoal
1.718456309,0.026387955,0.836671395,0.00044565,790.9003699,2.130638967,6,0.5,9,DLCoal
0.631473705,0.019895554,0.860129031,0.000527873,569.4242052,1.900556057,6,0.7,1,DLCoal
4.879424115,0.04138779,0.799407309,0.000462267,570.6511698,1.895926153,6,0.7,18,DLCoal
2.487102579,0.033274544,0.832572942,0.00049411,570.0588482,1.889623641,6,0.7,9,DLCoal
1.318536293,0.031557308,0.853646243,0.000598806,415.3539892,1.639578485,6,0.9,1,DLCoal
6.157168566,0.048005393,0.794873358,0.000517137,410.2095581,1.665295327,6,0.9,18,DLCoal
3.534493101,0.041316227,0.827035319,0.000558542,410.4075285,1.643220287,6,0.9,9,DLCoal
2.304339132,0.042087499,0.852565958,0.000657722,300.5182364,1.364274255,6,1.1,1,DLCoal
7.356528694,0.053186151,0.793923509,0.000580246,302.3889422,1.384036531,6,1.1,18,DLCoal
4.75584883,0.049922512,0.823714682,0.000614554,304.7030294,1.37974541,6,1.1,9,DLCoal
1.797640472,0.036466183,0.853357866,0.000621468,351.2030594,1.50156555,6,1,1,DLCoal
6.688262348,0.051180427,0.794749852,0.000544337,354.1160168,1.494397603,6,1,18,DLCoal
4.049190162,0.045051859,0.826522415,0.000569657,352.9614877,1.503501951,6,1,9,DLCoal
3.601679664,0.051471662,0.848660543,0.000712313,220.8361728,1.127898587,6,1.3,1,DLCoal
8.559088182,0.057090977,0.790522391,0.000635234,219.4794141,1.132035545,6,1.3,18,DLCoal
5.878424315,0.055543373,0.822178486,0.000675373,221.0993801,1.118244946,6,1.3,9,DLCoal
4.729854029,0.057974901,0.848233606,0.000764485,164.1587882,0.938207872,6,1.5,1,DLCoal
9.55911414,0.077876634,0.786246266,0.000897867,166.436201,1.224012124,6,1.5,18,DLCoal
7.341731654,0.060562246,0.817966087,0.000703699,164.6790142,0.936233805,6,1.5,9,DLCoal
