n_dups,std_dups,n_genes,std_genes,n_species,std_species,r_d,r_l,coal_unit,model
4.84826,0.012101058,17.77755,0.031166196,10.30862,0.011244812,4,1,18,DLCoal
4.86376,0.01205627,17.81064,0.031044814,10.31284,0.011239136,4,1,9,DLCoal
4.272195,0.007771099,15.359825,0.019317757,9.289395,0.007588417,4,1.3,1,DLCoal
4.276725,0.007782127,15.35658,0.019298962,9.284915,0.007574271,4,1.3,18,DLCoal
4.2747,0.007761414,15.36206,0.019266205,9.288405,0.007585962,4,1.3,9,DLCoal
3.970547299,0.009256717,14.09050186,0.022464078,8.720631289,0.009170904,4,1.5,1,DLCoal
3.947161345,0.009237258,14.04289686,0.022480281,8.705184691,0.009245847,4,1.5,18,DLCoal
3.973147162,0.009328234,14.09677262,0.022613104,8.737087637,0.009255006,4,1.5,9,DLCoal
3.374669326,0.006414045,11.64053135,0.014522825,7.617420328,0.006481482,4,2,1,DLCoal
3.371809709,0.006395874,11.64139577,0.014498352,7.622941164,0.006473258,4,2,18,DLCoal
3.38135624,0.006451916,11.66834871,0.014597326,7.626834664,0.006488394,4,2,9,DLCoal
4.009950598,0.008506611,11.42120221,0.016873826,7.064861337,0.006873642,5,2,1,DLCoal
4.013127366,0.008966864,11.42931804,0.017787498,7.065351618,0.007198298,5,2,18,DLCoal
4.012043905,0.007583025,11.43637193,0.015071275,7.074849034,0.006118507,5,2,9,DLCoal
8.82023,0.019522637,28.09364,0.047979862,12.80876,0.010753233,5,0.4,1,DLCoal
8.79966,0.019448342,28.00882,0.047751704,12.79422,0.010776247,5,0.4,18,DLCoal
8.82651,0.019596713,28.13964,0.04819805,12.81812,0.0107491,5,0.4,9,DLCoal
8.24607,0.018712929,26.05983,0.045714672,12.18758,0.011141283,5,0.5,1,DLCoal
8.26785,0.018735324,26.07143,0.045663107,12.18484,0.011165984,5,0.5,18,DLCoal
8.24427,0.018681464,26.06455,0.045707198,12.18111,0.011188045,5,0.5,9,DLCoal
7.23547,0.017107331,22.51705,0.041057471,11.05885,0.011451471,5,0.7,1,DLCoal
7.27688,0.017154222,22.60183,0.04121858,11.06162,0.011454935,5,0.7,18,DLCoal
7.26541,0.017139277,22.55194,0.041009217,11.0697,0.011449966,5,0.7,9,DLCoal
6.44558,0.015642271,19.71954,0.03672654,10.12692,0.01126917,5,0.9,1,DLCoal
6.45025,0.015664837,19.75076,0.0366135,10.1526,0.011252262,5,0.9,18,DLCoal
6.50357,0.015794637,19.86325,0.037003248,10.16247,0.011266446,5,0.9,9,DLCoal
5.81334,0.010189559,17.51068,0.023258062,9.359325,0.00766371,5,1.1,1,DLCoal
5.79376,0.010188375,17.458655,0.023271007,9.33449,0.007661682,5,1.1,18,DLCoal
5.812105,0.010194247,17.49599,0.023222985,9.35278,0.00766196,5,1.1,9,DLCoal
6.11758,0.015092065,18.57397,0.034926418,9.73311,0.011080516,5,1,1,DLCoal
6.13327,0.015059049,18.59508,0.03482752,9.73649,0.011061724,5,1,18,DLCoal
6.12446,0.015033401,18.58975,0.034794999,9.73923,0.011074625,5,1,9,DLCoal
5.30219,0.00939193,15.710935,0.02080468,8.713245,0.007289616,5,1.3,1,DLCoal
5.29207,0.009381483,15.688945,0.020762695,8.701185,0.007271742,5,1.3,18,DLCoal
5.267772189,0.012607351,15.6461663,0.027947844,8.69205789,0.009806288,5,1.3,9,DLCoal
4.87022,0.008712612,14.217785,0.018742254,8.14906,0.006882103,5,1.5,1,DLCoal
4.867497303,0.010217122,14.23652943,0.022012518,8.159851042,0.008102348,5,1.5,18,DLCoal
4.84628634,0.011940393,14.15948042,0.025602413,8.131103392,0.009444994,5,1.5,9,DLCoal
4.613632385,0.011417032,11.34443449,0.020527246,6.671383113,0.007671211,6,2,1,DLCoal
4.603356543,0.007857839,11.32216617,0.01410103,6.663967074,0.005290021,6,2,18,DLCoal
4.595425603,0.010128018,11.29790948,0.018145323,6.657936358,0.00679497,6,2,9,DLCoal
11.43887,0.02534169,31.61544,0.05772368,12.53022,0.011087781,6,0.4,1,DLCoal
11.3857,0.025293504,31.50781,0.057652837,12.50199,0.011094259,6,0.4,18,DLCoal
11.39877,0.025372425,31.57707,0.057768124,12.53655,0.011054685,6,0.4,9,DLCoal
10.53804,0.023961512,28.87081,0.054046443,11.83521,0.011437738,6,0.5,1,DLCoal
10.52073,0.023846941,28.81002,0.053750263,11.84519,0.011401576,6,0.5,18,DLCoal
10.52497,0.023991251,28.85044,0.054217487,11.84102,0.011419438,6,0.5,9,DLCoal
9.07611,0.021436501,24.40888,0.047169113,10.68467,0.011487562,6,0.7,1,DLCoal
9.0607,0.021351068,24.40845,0.047087522,10.68857,0.011500797,6,0.7,18,DLCoal
9.05591,0.021334591,24.36381,0.046977275,10.68589,0.011478579,6,0.7,9,DLCoal
7.93346,0.019180939,20.96136,0.041151515,9.71629,0.011125503,6,0.9,1,DLCoal
7.90132,0.019056754,20.88615,0.040957232,9.70926,0.01113664,6,0.9,18,DLCoal
7.90923,0.019218517,20.89028,0.041151566,9.69784,0.011137515,6,0.9,9,DLCoal
7.000195986,0.014306402,18.18037755,0.029703245,8.919365564,0.00880754,6,1.1,1,DLCoal
7.025367039,0.013587887,18.23678409,0.028283412,8.931164504,0.008355982,6,1.1,18,DLCoal
7.037627391,0.01362833,18.25864752,0.028261859,8.939272805,0.008345752,6,1.1,9,DLCoal
7.39433,0.01802476,19.42247,0.038107587,9.29049,0.010848347,6,1,1,DLCoal
7.45807,0.018111353,19.52911,0.038336231,9.30699,0.010848071,6,1,18,DLCoal
7.43215,0.018052347,19.50667,0.038187455,9.31466,0.010843831,6,1,9,DLCoal
6.259489732,0.011826569,16.0245917,0.023824049,8.248576393,0.007564566,6,1.3,1,DLCoal
6.273061202,0.011480763,16.03333517,0.023075599,8.247884445,0.007330749,6,1.3,18,DLCoal
6.267024317,0.014427182,16.01430896,0.029038525,8.243164329,0.009240173,6,1.3,9,DLCoal
5.668903826,0.013978405,14.28428689,0.027142018,7.685355497,0.00918681,6,1.5,1,DLCoal
5.68119332,0.008891153,14.35139149,0.017372634,7.71024123,0.005840092,6,1.5,18,DLCoal
5.675994956,0.014028527,14.30797478,0.027299913,7.697079445,0.009208309,6,1.5,9,DLCoal
