"colless","std_colless","r_d","r_l","coal_unit","model"
0.234668983881269,0.00401794915037632,1,1.1,18,"DLCoal"
0.212285900006109,0.00371773063643273,1,1.1,9,"DLCoal"
0.20316315751202,0.00345462396380047,1,1.3,1,"DLCoal"
0.24171055419782,0.00420295388158883,1,1.3,18,"DLCoal"
0.209914616391995,0.003543325226638,1,1.3,9,"DLCoal"
0.218205688243732,0.00390099732736931,1,1.5,1,"DLCoal"
0.254636515158776,0.00496525802268572,1,1.5,18,"DLCoal"
0.226709859133082,0.00388317133941202,1,1.5,9,"DLCoal"
0.191994038300465,0.00308103835432175,1,1,1,"DLCoal"
0.233931093631079,0.00410149434768092,1,1,18,"DLCoal"
0.210594472638344,0.00367752869724366,1,1,9,"DLCoal"
0.244605390103062,0.0048817437676914,1,2,1,"DLCoal"
0.276493817469947,0.00539644694924895,1,2,18,"DLCoal"
0.25219914109315,0.00501167459498841,1,2,9,"DLCoal"
0.170404605689577,0.00247567042070075,2,0.4,1,"DLCoal"
0.201431861929879,0.00311084400511985,2,0.4,18,"DLCoal"
0.180181557036811,0.00272897435721119,2,0.4,9,"DLCoal"
0.195288295319072,0.00322329270657464,2,0.7,1,"DLCoal"
0.222147817224409,0.00388133490434727,2,0.7,18,"DLCoal"
0.207423684475128,0.00386063464631237,2,0.7,9,"DLCoal"
0.207781281089012,0.0042589509848719,2,0.9,1,"DLCoal"
0.237572877682434,0.0044188846609862,2,0.9,18,"DLCoal"
0.22317926350646,0.00433611184270172,2,0.9,9,"DLCoal"
0.177995905751177,0.0027294481546264,2,0.5,1,"DLCoal"
0.210500785284412,0.00376464956111813,2,0.5,18,"DLCoal"
0.190271598534027,0.00321686419164555,2,0.5,9,"DLCoal"
0.223809477386448,0.00426194813836965,2,1.1,1,"DLCoal"
0.257095811990413,0.00500474066238775,2,1.1,18,"DLCoal"
0.240751989483294,0.00488728481906254,2,1.1,9,"DLCoal"
0.238553867038009,0.00488531943396408,2,1.3,1,"DLCoal"
0.269845489167067,0.00531803550879174,2,1.3,18,"DLCoal"
0.250032742451456,0.00525969338936432,2,1.3,9,"DLCoal"
0.21160745056217,0.00397607838856323,2,1,1,"DLCoal"
0.250654176986872,0.00464755439351338,2,1,18,"DLCoal"
0.232303675176448,0.00471893558980924,2,1,9,"DLCoal"
0.263146448473509,0.00530479910646614,2,1.5,1,"DLCoal"
0.293346178180313,0.00606856317926257,2,1.5,18,"DLCoal"
0.266613230181305,0.00558677549500951,2,1.5,9,"DLCoal"
0.283709603712984,0.00604374754302263,2,2,1,"DLCoal"
0.320781244755679,0.00663143682352067,2,2,18,"DLCoal"
0.300777725046739,0.00640349807001913,2,2,9,"DLCoal"
0.17360638929878,0.0031720923041492,3,0.4,1,"DLCoal"
0.191819446491512,0.00337165901525245,3,0.4,18,"DLCoal"
0.178827395829945,0.00332477248871972,3,0.4,9,"DLCoal"
0.174553375369019,0.00314782231019749,3,0.5,1,"DLCoal"
0.209751269706875,0.00416994371129834,3,0.5,18,"DLCoal"
0.191937423386698,0.00350022262624973,3,0.5,9,"DLCoal"
0.199554177625827,0.00362684660020222,3,0.7,1,"DLCoal"
0.241842328551372,0.00502110036464434,3,0.7,18,"DLCoal"
0.208881727321728,0.00400874281631349,3,0.7,9,"DLCoal"
0.216001385191586,0.00435431825427935,3,0.9,1,"DLCoal"
0.244654323937168,0.0047795827155296,3,0.9,18,"DLCoal"
0.228308912044345,0.00465504927906886,3,0.9,9,"DLCoal"
0.247604360005931,0.00521507322459101,3,1.1,1,"DLCoal"
0.276163488856556,0.00572574484775215,3,1.1,18,"DLCoal"
0.254752678060274,0.00543632823448366,3,1.1,9,"DLCoal"
0.254668892938378,0.00506609489603509,3,1.3,1,"DLCoal"
0.29113007516882,0.00607994852259843,3,1.3,18,"DLCoal"
0.26199673881135,0.00535373529818089,3,1.3,9,"DLCoal"
0.225754599471575,0.0048806015563083,3,1,1,"DLCoal"
0.262684164839201,0.0055465414344787,3,1,18,"DLCoal"
0.237117725985381,0.0046352716140532,3,1,9,"DLCoal"
0.274084769320552,0.00560764769086014,3,1.5,1,"DLCoal"
0.307796788021632,0.00629752652821774,3,1.5,18,"DLCoal"
0.293523813475142,0.0061338521541935,3,1.5,9,"DLCoal"
0.326786918211769,0.0072806107391439,3,2,1,"DLCoal"
0.350537197243738,0.00687179950247262,3,2,18,"DLCoal"
0.355828200841739,0.00771831288842287,3,2,9,"DLCoal"
0.167063534166454,0.00325010867951297,4,0.4,1,"DLCoal"
0.194476884487788,0.0036567804424025,4,0.4,18,"DLCoal"
0.173748724331716,0.00325012318740404,4,0.4,9,"DLCoal"
0.193100027708423,0.00384448659748965,4,0.7,1,"DLCoal"
0.23162756448181,0.00490283720769102,4,0.7,18,"DLCoal"
0.208730407798927,0.00442968851173095,4,0.7,9,"DLCoal"
0.180958017246027,0.00376201582715861,4,0.5,1,"DLCoal"
0.210022331429578,0.00404661832547377,4,0.5,18,"DLCoal"
0.191142114096984,0.00387355752683324,4,0.5,9,"DLCoal"
0.223435666055755,0.00503789241021791,4,0.9,1,"DLCoal"
0.257184953104157,0.00541103836922429,4,0.9,18,"DLCoal"
0.238947404262181,0.00483004048310511,4,0.9,9,"DLCoal"
0.247120493538396,0.00512844052496593,4,1.1,1,"DLCoal"
0.278578492398499,0.00595396635214952,4,1.1,18,"DLCoal"
0.260794084183075,0.0057729111284666,4,1.1,9,"DLCoal"
0.237446431833433,0.00498412748888821,4,1,1,"DLCoal"
0.260574264339511,0.00519582515839459,4,1,18,"DLCoal"
0.244777660384957,0.0053698792523627,4,1,9,"DLCoal"
0.278447602790023,0.00614827433177354,4,1.3,1,"DLCoal"
0.29224747466005,0.00590801473226979,4,1.3,18,"DLCoal"
0.29292236252968,0.00612189649094409,4,1.3,9,"DLCoal"
0.294099200940737,0.00624980169460449,4,1.5,1,"DLCoal"
0.320159257345773,0.00672281420203318,4,1.5,18,"DLCoal"
0.299492457536861,0.00640455503644354,4,1.5,9,"DLCoal"
0.342883718969326,0.00711636037365474,4,2,1,"DLCoal"
0.376223352429318,0.00729104552163046,4,2,18,"DLCoal"
0.360763388372441,0.00762735017368477,4,2,9,"DLCoal"
0.367455960924855,0.00755980210598248,5,2,1,"DLCoal"
0.380110833724857,0.00760461182511257,5,2,18,"DLCoal"
0.369376920965567,0.00766122855760514,5,2,9,"DLCoal"
0.173315750471922,0.00326318770211554,5,0.5,1,"DLCoal"
0.198880588119278,0.00411091293865387,5,0.5,18,"DLCoal"
0.185275159358481,0.00350097584705271,5,0.5,9,"DLCoal"
0.159761933385117,0.00302556272427225,5,0.4,1,"DLCoal"
0.19155122606621,0.00384260138103249,5,0.4,18,"DLCoal"
0.168124958329552,0.00306545595666333,5,0.4,9,"DLCoal"
0.201593627886282,0.00414520575162828,5,0.7,1,"DLCoal"
0.234628338166292,0.00497991948143053,5,0.7,18,"DLCoal"
0.213187591524254,0.00439669901628287,5,0.7,9,"DLCoal"
0.234130449051822,0.00499849871665587,5,0.9,1,"DLCoal"
0.246607135692031,0.00516073555607992,5,0.9,18,"DLCoal"
0.241292704851319,0.00493297982791616,5,0.9,9,"DLCoal"
0.251247906001232,0.00533621212120055,5,1.1,1,"DLCoal"
0.282190457785379,0.00601262265753097,5,1.1,18,"DLCoal"
0.261268466104051,0.00547045274399432,5,1.1,9,"DLCoal"
0.243734164064684,0.00544730400601738,5,1,1,"DLCoal"
0.268439329392327,0.00561141959178766,5,1,18,"DLCoal"
0.248647883375074,0.00541003194339762,5,1,9,"DLCoal"
0.289671083665748,0.00614629076397419,5,1.3,1,"DLCoal"
0.305928356812177,0.00635145718702328,5,1.3,18,"DLCoal"
0.290279577635176,0.00597362383040924,5,1.3,9,"DLCoal"
0.313574856322645,0.00661408786395073,5,1.5,1,"DLCoal"
0.319939283816189,0.00670888355875381,5,1.5,18,"DLCoal"
0.316185142254501,0.00682192400638212,5,1.5,9,"DLCoal"
0.375900215084025,0.00769840263467117,6,2,1,"DLCoal"
0.387571777232023,0.00770601947301105,6,2,18,"DLCoal"
0.381446767186695,0.00761510267600925,6,2,9,"DLCoal"
0.151634283651811,0.00292037422085654,6,0.4,1,"DLCoal"
0.176455648051021,0.0033208775434836,6,0.4,18,"DLCoal"
0.168878928966917,0.00327846958668955,6,0.4,9,"DLCoal"
0.172058277093736,0.00367234857256583,6,0.5,1,"DLCoal"
0.202503453512671,0.0042891560919246,6,0.5,18,"DLCoal"
0.180809061839822,0.00364328274075174,6,0.5,9,"DLCoal"
0.204955982217715,0.00438713998711486,6,0.7,1,"DLCoal"
0.22253913305321,0.00485789187176628,6,0.7,18,"DLCoal"
0.20851431878197,0.00458288032355409,6,0.7,9,"DLCoal"
0.233489034674993,0.00509140205782378,6,0.9,1,"DLCoal"
0.250514196185775,0.0052911105635973,6,0.9,18,"DLCoal"
0.232992012328273,0.00490416860694364,6,0.9,9,"DLCoal"
0.25748728506236,0.00546562322989813,6,1.1,1,"DLCoal"
0.26745971430999,0.00543781239670952,6,1.1,18,"DLCoal"
0.26488136287496,0.00558872664001289,6,1.1,9,"DLCoal"
0.256451311186385,0.00562227927289941,6,1,1,"DLCoal"
0.267489719723989,0.00564984999512411,6,1,18,"DLCoal"
0.247878382172845,0.00533243093117729,6,1,9,"DLCoal"
0.279663543392669,0.00588223970609581,6,1.3,1,"DLCoal"
0.318036771123257,0.00683110431553034,6,1.3,18,"DLCoal"
0.291269403409402,0.00575146357420647,6,1.3,9,"DLCoal"
0.315631663900919,0.00646931569893306,6,1.5,1,"DLCoal"
0.342988555642116,0.00699591620584023,6,1.5,18,"DLCoal"
0.310806179126542,0.00647677714951291,6,1.5,9,"DLCoal"
