n_d,n_genes,n_species
0,9,9
1,5,4
3,20,16
7,22,14
3,8,5
1,11,11
4,17,12
1,14,13
2,8,6
2,15,13
0,5,5
8,27,12
3,15,12
3,15,11
5,25,13
0,12,12
0,13,13
1,15,13
2,13,7
5,23,8
3,14,12
2,16,14
7,20,13
2,15,13
2,18,15
2,11,8
3,23,16
2,14,12
3,12,8
3,18,15
4,16,12
8,24,12
1,13,12
2,21,16
2,12,10
3,16,15
1,14,13
0,13,13
5,18,12
3,16,13
1,17,16
1,8,7
1,11,10
2,17,15
4,14,10
2,10,8
1,7,6
2,11,9
4,16,12
1,9,8
3,14,12
5,28,16
1,7,6
3,19,16
0,13,13
0,8,8
1,8,8
1,14,13
6,30,15
5,19,15
3,9,5
1,8,7
4,10,8
1,15,14
1,14,13
3,18,16
0,11,11
2,11,10
6,26,14
0,16,16
1,10,8
10,34,15
0,14,14
7,34,14
1,7,7
3,19,16
4,26,15
0,6,6
1,8,7
2,15,10
3,20,15
3,19,16
3,16,13
1,17,16
2,24,16
2,17,15
2,13,11
1,6,6
6,26,15
5,13,8
0,11,11
4,19,13
3,10,7
3,12,10
0,10,10
0,5,5
3,24,16
1,5,5
5,21,14
2,15,13
6,20,14
1,7,6
1,7,6
6,25,12
0,6,6
6,25,16
0,13,13
5,26,13
0,5,5
1,12,11
0,5,5
0,7,7
5,20,12
1,7,6
4,22,11
2,15,13
3,14,11
1,14,13
4,19,15
1,10,10
2,20,9
2,15,13
3,20,15
1,5,4
0,9,9
2,9,8
0,13,13
7,30,16
2,13,12
1,13,13
5,19,14
7,20,14
2,11,9
4,18,15
2,17,15
2,16,12
5,27,16
4,21,14
11,32,11
1,15,14
2,8,6
8,33,15
4,15,11
0,13,13
3,20,15
0,14,14
3,18,15
1,10,10
4,21,16
2,14,12
1,8,7
2,17,15
6,21,15
5,23,15
3,22,15
0,8,8
3,24,16
0,5,5
0,6,6
1,13,12
2,18,16
1,13,13
5,24,15
3,16,14
2,17,15
1,10,9
4,21,14
4,23,16
2,13,8
0,8,8
3,19,12
1,12,11
4,29,15
3,22,15
3,19,16
4,18,16
3,16,11
2,13,11
1,7,6
6,23,12
0,8,8
2,19,14
2,15,14
1,20,13
0,15,15
0,14,14
3,17,14
4,18,15
4,19,15
0,13,13
2,19,13
4,26,15
4,21,11
6,33,15
0,15,15
3,18,12
3,14,11
1,8,7
0,10,10
3,10,7
1,15,14
3,19,15
0,15,15
2,8,7
2,17,15
2,19,9
0,5,5
2,10,8
1,9,8
2,14,12
3,16,12
3,11,8
0,6,6
4,20,15
2,18,16
4,17,13
5,21,16
10,38,16
3,19,16
5,24,16
1,17,16
1,19,15
4,17,14
2,8,7
3,19,14
6,20,15
3,25,16
7,28,13
2,17,12
3,17,15
3,17,13
2,17,15
4,18,14
2,15,9
1,15,14
3,12,10
1,7,6
2,19,15
1,11,10
1,17,16
3,12,9
3,17,14
4,22,15
3,17,13
7,23,13
3,17,14
7,31,16
5,20,16
2,16,14
1,14,13
7,23,14
3,10,7
2,7,5
6,18,12
2,16,14
4,15,13
5,18,14
3,20,12
4,13,9
0,6,6
3,21,16
1,8,7
4,19,14
0,10,10
3,18,14
1,11,10
2,17,15
1,15,14
0,11,11
2,13,11
0,13,13
6,29,15
5,26,16
1,7,7
5,32,16
5,21,12
2,15,13
1,8,7
0,11,11
2,15,13
3,27,16
5,18,14
0,6,6
3,15,12
1,14,13
10,26,11
2,15,14
2,10,8
2,20,15
4,28,15
3,14,11
5,11,6
3,17,14
4,20,13
2,12,10
4,27,16
0,4,4
2,10,8
1,9,8
6,21,14
1,15,14
5,21,14
2,15,13
0,16,16
1,7,6
0,7,7
1,6,5
2,23,15
0,11,11
0,9,9
1,12,12
0,8,8
1,13,13
4,17,13
5,18,14
0,9,9
2,16,14
1,16,12
2,11,9
2,17,15
0,6,6
3,17,11
2,13,11
4,18,15
1,15,15
2,11,9
1,9,8
2,17,15
1,10,9
1,13,12
8,30,15
2,17,14
3,19,16
1,24,16
5,20,13
5,23,14
5,19,14
5,19,13
1,8,7
5,19,15
3,14,11
1,12,11
7,37,14
3,11,9
1,6,5
2,22,15
1,7,7
0,8,8
2,15,13
2,11,11
2,17,16
1,10,9
1,16,15
2,12,10
4,18,15
6,20,13
1,11,10
3,16,13
3,19,16
1,14,13
2,6,4
1,12,12
1,9,7
2,16,14
3,20,16
3,11,7
5,21,16
1,10,9
0,4,4
6,35,16
7,29,16
2,14,11
0,8,8
1,16,15
1,11,10
1,10,9
5,19,8
0,15,15
3,24,16
2,21,16
5,19,13
0,14,14
3,17,14
3,16,14
8,30,16
2,10,8
2,14,13
1,5,4
0,7,7
0,9,9
3,19,15
1,13,12
1,14,14
2,17,15
3,20,16
2,21,15
1,9,8
3,9,6
0,15,15
6,25,14
4,18,13
5,26,14
3,17,15
6,20,15
2,9,8
1,14,13
3,26,15
0,7,7
3,25,15
2,17,14
1,16,14
0,12,12
4,17,13
0,16,16
7,23,16
4,19,10
5,19,14
1,8,7
5,26,15
3,19,15
1,6,5
1,10,9
5,20,14
1,15,14
1,17,14
0,14,14
2,11,7
0,6,6
3,18,15
4,18,14
0,6,6
0,9,9
1,8,7
0,8,8
4,24,16
2,11,8
6,25,16
0,9,9
4,17,13
2,15,13
2,15,15
1,16,15
3,18,15
0,8,8
3,16,14
1,15,14
8,28,15
2,13,11
5,21,16
