n_d,n_genes,n_species
2,14,13
3,7,5
15,38,9
7,14,7
27,60,11
23,53,16
16,31,10
2,8,7
21,42,16
3,10,7
26,66,16
10,30,14
7,25,16
10,21,10
6,18,12
2,8,6
4,13,11
19,37,16
42,96,14
4,9,5
4,15,12
1,5,4
3,7,5
13,36,16
7,25,13
6,13,5
7,15,7
5,14,8
4,21,8
13,38,14
5,27,16
2,9,7
20,34,12
4,15,11
14,38,8
15,36,15
4,9,4
4,18,7
4,19,14
2,9,7
4,10,7
12,31,13
6,16,7
18,50,16
4,8,4
7,29,13
13,26,7
9,23,14
9,24,9
14,32,15
5,17,13
13,32,13
8,13,6
1,5,4
11,28,15
8,16,5
12,35,16
9,30,15
6,17,13
2,8,6
15,32,16
3,12,7
20,45,15
5,19,10
7,15,7
25,53,15
18,32,12
2,11,9
16,31,7
5,11,6
5,21,11
6,29,16
15,41,9
3,9,4
18,53,16
12,33,15
3,11,8
12,33,13
7,16,7
3,6,5
8,26,16
0,7,7
3,8,5
2,11,4
11,30,13
7,15,9
4,10,6
5,16,7
2,12,12
29,58,15
3,9,6
6,22,13
6,19,15
18,38,14
7,16,9
6,20,15
10,25,9
11,29,13
10,19,11
7,16,7
13,28,10
7,11,6
17,39,15
5,12,7
6,23,14
14,35,16
8,15,7
6,16,7
0,7,7
2,9,4
21,40,15
22,52,15
9,26,9
17,28,11
2,9,7
14,33,15
14,32,14
19,51,9
6,14,9
14,25,12
9,29,16
2,10,8
17,43,14
5,20,12
9,22,13
8,19,11
24,62,16
3,13,7
2,6,5
12,26,7
3,14,7
15,38,9
8,19,13
0,4,4
8,15,7
7,27,13
3,13,8
11,23,15
3,15,12
3,10,7
1,9,8
12,45,16
11,27,15
14,26,15
30,56,9
17,47,15
8,21,11
8,29,13
28,70,16
3,12,8
9,20,9
12,32,11
3,11,6
18,31,12
3,12,8
0,6,6
28,95,16
11,24,15
6,19,13
3,10,8
5,13,7
4,12,7
13,23,7
2,13,11
8,16,9
20,54,14
9,21,10
29,66,13
8,30,15
12,30,10
8,21,14
17,39,16
0,6,6
18,40,16
9,20,8
1,6,6
25,49,15
4,17,13
18,43,15
18,39,9
0,7,7
13,42,16
4,16,13
4,16,12
3,14,12
6,24,14
4,14,8
5,12,8
9,17,8
7,12,6
5,14,10
5,23,13
3,7,4
5,13,6
13,24,11
14,36,16
16,50,9
0,5,5
10,27,14
1,8,7
35,75,16
15,42,16
11,31,16
17,45,14
5,22,9
14,26,9
11,32,13
3,8,5
4,11,7
20,52,14
7,28,15
4,12,8
8,18,9
6,18,11
10,27,13
12,33,9
6,22,8
2,11,10
7,22,9
18,40,16
14,30,15
0,6,6
5,18,13
15,27,14
1,9,8
3,11,9
2,6,4
4,11,8
8,23,9
1,6,6
15,43,13
9,31,14
8,19,9
6,18,13
3,11,7
12,25,10
8,19,8
9,34,14
6,16,10
6,14,8
3,14,12
1,7,6
14,30,9
7,19,7
6,16,9
4,17,13
6,19,9
7,29,9
12,27,7
14,37,9
6,15,11
8,19,12
8,22,13
22,48,10
23,47,15
3,15,12
9,26,16
4,12,8
7,33,13
2,15,13
4,13,6
10,31,16
4,16,12
6,20,9
12,25,4
3,16,15
5,11,7
10,35,14
5,17,9
3,15,7
19,57,16
11,41,14
12,30,15
5,15,11
17,51,16
3,9,6
15,26,9
7,13,5
20,48,15
5,12,7
2,15,11
6,18,9
6,17,13
13,28,7
11,19,6
8,18,11
2,9,4
2,7,6
5,16,11
4,12,6
9,18,9
3,12,9
12,33,13
1,8,7
5,16,9
6,10,4
8,25,14
10,21,9
16,41,15
30,80,16
15,37,13
9,23,12
13,26,5
10,26,14
2,8,5
7,13,7
2,10,8
12,27,14
12,26,13
8,21,12
20,53,16
17,35,7
5,16,6
18,34,13
4,10,7
11,27,12
13,33,7
9,33,15
3,13,10
12,29,9
1,14,13
28,51,12
11,23,7
11,28,12
6,23,14
5,23,15
5,12,7
5,20,15
3,12,7
16,37,7
5,26,15
19,43,16
10,25,14
14,34,16
11,28,15
14,30,15
8,25,15
9,22,16
10,29,15
17,46,16
