n_d,n_genes,n_species
10,24,11
8,22,10
4,17,13
6,10,5
19,41,10
10,19,11
4,14,7
11,22,8
4,12,7
9,25,12
0,4,4
22,47,9
12,34,16
9,26,13
5,16,11
3,13,10
8,25,13
6,21,11
7,11,4
9,17,6
7,22,14
0,11,11
1,8,7
5,12,9
6,11,6
1,7,6
3,13,10
4,10,5
2,6,4
4,11,7
4,10,6
6,26,9
5,20,12
18,38,16
8,17,10
2,8,7
4,10,7
0,6,6
5,19,12
5,16,8
7,15,5
14,48,8
3,7,5
6,15,10
10,28,14
7,17,7
2,8,6
16,35,13
10,26,13
2,7,6
8,31,14
7,18,9
6,10,5
3,15,13
9,22,7
16,35,15
7,18,7
8,19,12
12,28,15
9,21,7
9,15,6
3,10,8
18,34,14
3,15,10
3,12,6
3,10,7
4,10,7
12,25,7
6,17,11
8,23,8
13,33,15
6,15,8
4,15,11
15,36,14
13,21,7
7,21,14
5,19,13
5,12,8
2,10,9
8,22,12
17,37,13
11,19,7
11,26,13
5,17,10
1,9,7
11,23,11
2,7,6
4,11,7
3,12,10
4,10,6
13,29,12
2,9,7
7,17,9
7,13,6
9,18,9
5,23,14
0,5,5
5,11,6
4,13,6
5,18,9
18,38,12
6,18,10
16,50,16
1,9,7
6,13,7
5,10,6
1,7,6
15,41,11
0,5,5
22,38,7
13,32,13
0,6,6
8,20,14
18,39,14
7,22,9
6,15,9
1,6,5
3,23,11
8,14,7
1,9,8
3,9,7
4,10,6
12,29,15
11,17,6
17,43,9
9,21,9
4,14,8
18,41,13
3,14,11
6,10,5
3,17,9
2,11,10
29,57,14
11,42,15
9,25,14
7,17,13
10,18,6
1,7,7
7,27,8
5,21,12
5,13,6
24,51,15
12,26,10
8,19,10
8,13,6
7,17,8
11,23,11
5,10,5
6,25,9
13,33,11
8,27,9
8,24,7
2,10,8
11,27,12
2,9,8
4,10,7
5,16,6
5,12,8
6,14,9
6,17,13
1,9,8
10,22,12
26,72,14
4,9,5
7,25,13
8,17,7
13,29,8
1,5,5
1,13,9
5,17,11
10,23,12
7,19,8
1,5,5
3,12,6
17,47,14
3,9,7
5,18,13
5,12,7
7,21,8
1,9,8
10,28,12
27,61,11
2,10,8
6,16,8
1,11,7
5,17,11
17,39,14
3,8,6
5,14,12
2,16,6
3,9,5
4,9,5
0,6,6
7,22,9
4,14,11
3,15,11
1,7,6
3,14,11
3,10,8
6,14,9
7,22,13
8,18,6
3,13,7
6,25,11
9,20,9
6,17,13
4,8,4
2,12,9
16,34,14
5,18,12
8,24,15
12,33,16
2,12,7
8,14,7
8,21,13
10,24,7
1,10,10
3,12,10
1,8,7
5,13,7
5,21,9
5,16,13
10,32,12
8,16,9
6,17,7
10,13,4
2,8,4
2,4,4
1,6,6
7,13,6
14,19,9
0,5,5
9,18,11
5,19,12
0,5,5
11,23,14
4,8,4
5,15,10
3,8,5
18,28,10
8,23,13
1,5,4
4,16,11
1,7,7
4,10,6
23,48,16
9,24,12
0,4,4
6,12,10
5,12,8
13,27,14
9,23,12
12,18,8
18,25,6
6,18,12
16,32,14
11,36,14
4,8,5
3,8,5
2,6,4
6,12,6
18,39,7
12,28,13
9,24,13
6,11,6
2,10,7
33,64,7
6,21,11
1,8,7
14,34,13
8,21,13
8,22,14
2,12,8
11,25,10
14,28,10
14,40,12
12,29,13
1,5,5
6,20,13
2,7,6
4,9,4
33,72,15
3,8,5
10,21,13
4,9,5
4,11,6
4,7,4
13,31,15
12,26,11
9,23,14
14,21,10
1,12,11
7,13,5
15,39,13
2,14,13
14,26,11
7,19,11
29,60,15
2,6,4
2,15,13
2,10,8
9,25,14
13,24,7
4,10,8
6,24,10
8,15,7
29,55,15
7,15,10
14,31,14
5,11,7
1,5,5
2,12,11
8,14,7
3,15,9
8,27,13
2,7,5
4,10,7
26,48,15
2,13,8
2,6,4
4,12,9
1,7,5
2,8,6
6,15,8
5,18,13
0,6,6
5,10,8
11,31,15
5,20,9
5,15,8
5,16,9
7,24,15
10,32,13
11,34,14
0,10,10
5,10,5
1,4,4
9,30,15
4,9,6
12,31,9
9,24,9
1,9,9
5,17,12
9,28,15
13,35,14
9,27,12
12,27,14
5,20,13
5,16,12
2,11,8
11,21,12
9,22,12
1,8,7
9,19,13
4,8,4
10,26,12
10,23,14
3,10,8
2,8,6
4,11,7
2,6,6
6,16,12
9,16,6
18,39,7
8,23,11
4,11,7
43,79,16
4,11,7
2,11,7
3,8,5
9,25,13
1,6,5
8,24,11
12,20,7
2,10,8
12,40,9
1,8,7
13,33,15
2,5,4
5,12,7
3,7,4
10,32,11
1,5,4
2,11,9
1,6,4
3,6,4
3,8,5
6,21,11
7,14,7
21,43,15
1,4,4
8,18,10
38,84,14
30,50,7
5,14,9
7,17,10
8,21,10
12,32,11
4,14,10
1,7,6
2,6,5
4,16,10
2,7,6
0,5,5
2,6,6
1,6,6
2,7,5
7,23,13
9,17,5
2,14,12
12,23,6
2,6,4
2,7,5
5,18,13
17,36,13
9,16,9
4,11,8
2,6,5
7,18,9
0,6,6
10,29,16
3,7,5
6,12,8
5,14,9
6,19,11
1,10,8
2,9,6
11,19,7
4,8,4
4,10,7
17,51,11
2,8,7
1,7,6
7,20,14
6,20,12
2,8,6
14,38,13
5,15,7
4,10,6
4,12,8
6,13,7
5,14,11
6,15,7
6,18,7
4,13,6
1,5,5
4,10,7
0,6,6
2,12,10
7,16,11
