n_d,n_genes,n_species
3,19,15
10,35,16
5,23,12
3,19,15
4,21,16
10,39,16
4,26,16
5,27,15
3,20,15
2,16,14
3,20,15
8,32,15
1,15,14
9,27,16
4,19,15
2,17,14
4,24,16
11,37,16
7,28,15
5,22,15
4,18,10
7,25,15
3,12,10
2,11,7
5,23,16
4,15,11
5,29,16
4,18,15
10,45,16
3,19,16
3,19,16
3,20,14
0,9,9
6,30,16
5,25,16
6,22,16
3,21,12
6,26,13
7,23,15
10,31,13
1,15,14
0,10,10
3,19,15
5,26,16
4,21,16
3,18,9
4,14,10
2,9,7
3,21,16
3,19,15
3,16,14
1,6,5
3,10,7
1,8,7
2,17,15
3,16,14
3,15,12
8,34,16
3,16,13
0,11,11
8,28,12
4,18,13
5,20,16
5,27,16
6,18,12
3,22,16
6,19,11
0,9,9
1,10,9
2,13,11
10,39,16
5,24,16
5,21,15
0,7,7
5,31,16
14,47,16
4,16,12
2,8,6
0,8,8
2,8,6
1,17,16
2,15,13
4,14,6
6,19,12
11,35,15
5,26,15
7,20,9
6,20,15
5,19,12
7,33,9
1,17,16
6,17,9
6,16,11
3,18,13
5,18,13
8,33,16
5,27,14
10,39,12
4,21,16
10,44,16
13,48,16
8,30,16
3,22,16
6,20,15
6,30,16
1,7,6
3,10,8
10,31,14
3,12,9
1,9,8
3,20,16
5,20,9
6,27,15
1,16,12
2,17,13
3,17,14
11,39,15
2,16,14
8,22,15
1,9,8
1,6,6
3,17,14
8,33,15
10,38,15
7,22,15
1,10,9
4,11,7
2,12,9
10,36,16
1,15,14
1,8,7
1,16,15
5,17,8
2,17,15
5,20,13
10,33,16
9,33,15
6,30,16
2,19,16
7,29,16
6,22,15
3,18,15
5,20,15
6,22,16
9,29,15
0,10,10
5,18,13
1,14,12
1,15,14
9,34,16
3,17,14
5,23,15
3,14,11
4,13,9
2,7,5
6,20,15
1,16,15
0,6,6
4,22,15
7,22,15
9,30,15
9,43,15
9,35,16
7,18,14
4,19,15
1,14,13
0,6,6
2,18,16
6,28,16
6,19,15
9,30,16
4,22,7
3,19,16
5,20,16
4,19,9
3,15,11
5,18,14
1,15,14
5,19,13
7,27,16
4,19,15
5,21,7
5,26,16
5,28,16
5,23,12
12,29,16
13,40,16
6,32,16
1,9,8
4,25,14
3,13,10
9,31,16
10,32,15
7,22,15
6,30,15
19,66,16
3,10,7
4,21,12
4,13,7
4,13,7
3,15,11
2,20,16
2,17,15
3,11,7
1,8,7
3,17,15
3,10,7
7,24,16
1,20,16
0,7,7
1,7,6
6,36,14
3,18,15
1,16,15
2,15,12
1,7,6
2,13,12
0,12,12
1,14,13
1,15,15
5,24,16
6,25,14
5,19,14
7,30,15
2,13,11
1,7,6
9,22,14
5,29,15
4,19,14
5,21,14
6,20,14
4,21,15
5,20,15
1,16,15
0,9,9
3,18,15
2,16,14
8,39,16
3,17,14
12,44,9
1,11,10
2,10,8
4,22,15
10,33,15
2,16,14
7,26,16
3,18,9
1,10,9
3,23,15
6,19,14
1,17,16
10,40,15
2,17,16
6,24,15
5,17,7
5,22,16
5,21,16
6,29,15
1,7,6
4,22,14
5,20,15
5,17,12
7,24,16
2,9,7
2,16,15
0,6,6
2,15,14
0,15,15
4,12,7
5,25,16
7,30,16
3,22,13
9,25,12
6,24,15
2,16,14
2,17,15
6,13,7
14,46,16
9,26,14
3,18,15
2,16,15
0,5,5
2,16,14
3,18,14
8,32,14
7,23,15
4,17,13
0,5,5
14,49,16
4,17,15
11,42,16
11,40,16
6,29,16
4,19,15
6,18,13
2,10,7
2,18,16
2,12,10
4,20,16
7,20,13
9,29,14
6,25,14
2,10,9
6,27,14
5,22,16
6,22,15
3,18,15
6,20,15
3,20,16
4,24,15
2,13,11
4,28,16
5,20,14
7,25,16
4,17,12
2,17,15
3,14,7
6,30,15
9,43,16
3,20,14
2,18,16
3,12,9
1,12,7
2,16,14
4,14,10
2,17,15
2,22,15
5,15,10
1,16,14
3,14,7
5,25,15
0,8,8
5,20,14
6,25,14
3,23,15
6,24,15
8,30,15
5,19,13
6,18,12
6,19,11
2,14,12
10,37,16
5,19,14
13,36,12
2,10,8
8,26,11
3,17,14
9,40,16
9,31,15
2,10,6
7,22,11
11,33,16
7,24,16
1,9,7
2,18,16
2,12,9
4,24,14
3,19,15
1,8,7
7,25,14
1,14,13
0,16,16
1,10,9
1,15,14
2,18,16
2,15,13
4,27,16
5,24,15
2,9,7
0,9,9
8,25,16
0,16,16
5,26,14
1,9,9
5,20,16
5,15,9
5,16,9
11,34,16
7,30,15
1,8,7
2,8,6
3,17,14
0,9,9
1,13,12
9,39,14
6,24,15
5,22,14
5,20,13
5,27,15
4,19,13
2,15,14
3,18,13
5,22,12
12,47,16
2,19,15
2,11,9
4,20,16
3,21,15
9,30,16
6,22,15
6,25,16
5,23,15
15,56,16
6,22,13
3,12,9
17,51,16
5,20,14
12,41,15
5,21,16
10,42,15
5,20,16
5,20,16
11,34,16
6,26,16
4,26,16
7,31,14
3,17,14
6,28,16
3,19,10
4,29,16
5,26,15
6,21,16
1,7,6
1,9,8
2,17,15
7,28,14
3,10,7
3,14,11
4,22,15
4,19,10
3,18,9
5,20,15
3,22,14
0,10,10
10,28,12
0,4,4
4,22,15
2,22,15
9,30,16
3,17,15
1,8,8
2,17,15
5,21,16
2,24,15
4,25,16
7,19,9
4,22,15
4,26,14
2,17,15
5,17,10
3,9,7
10,41,16
5,22,11
3,14,9
2,13,8
4,20,16
2,9,7
3,16,14
1,15,14
4,21,16
4,25,14
2,17,15
9,26,15
2,17,15
8,24,14
6,29,16
1,8,7
2,7,5
2,18,16
6,17,11
1,14,13
4,19,13
2,16,14
5,20,14
15,40,16
13,38,13
4,22,13
1,15,14
4,16,12
6,16,12
2,12,9
5,27,15
1,15,15
0,8,8
11,33,16
7,26,9
5,21,16
3,14,10
5,20,16
5,27,15
3,29,16
8,36,16
2,19,15
0,9,9
4,17,14
7,25,14
6,27,15
2,10,8
4,25,16
5,17,7
9,33,16
2,11,6
1,10,9
3,18,12
1,16,15
3,11,8
6,24,12
5,25,16
0,7,7
2,11,7
2,8,6
4,20,14
4,19,15
11,30,16
6,27,14
6,19,7
1,7,6
2,14,12
6,31,15
3,19,15
3,22,16
4,19,15
2,13,10
3,13,7
4,17,12
4,15,7
2,17,15
2,17,15
8,21,7
9,35,16
5,20,15
2,14,12
1,14,13
2,9,7
4,20,13
4,29,16
10,38,16
5,30,14
1,16,16
2,8,6
5,17,10
0,5,5
8,40,16
7,26,15
6,23,16
1,8,7
4,27,16
5,23,15
0,9,9
1,7,6
5,20,9
1,18,16
2,17,14
4,17,14
1,16,15
3,19,11
8,30,16
6,20,13
3,21,16
6,32,16
11,33,16
1,17,16
2,18,16
6,21,15
5,19,15
6,20,14
5,19,14
3,18,15
0,8,8
4,24,15
2,7,5
1,12,11
5,23,15
3,18,15
5,23,15
3,16,13
3,21,14
6,19,13
8,27,14
2,15,13
6,22,16
1,8,7
3,19,14
9,39,16
1,6,5
3,17,14
3,17,14
1,9,8
1,6,5
12,33,12
1,13,11
4,23,14
4,23,15
3,19,16
4,20,14
10,32,16
7,22,16
4,19,16
8,34,16
4,16,12
4,20,14
8,33,16
2,7,5
5,20,15
3,20,15
0,7,7
2,17,15
4,15,12
4,25,14
3,19,15
1,6,5
4,25,16
1,9,8
6,22,16
1,8,7
2,6,4
7,28,15
9,31,13
1,15,14
5,20,15
2,19,9
4,24,16
3,20,15
9,31,16
2,15,14
5,22,13
3,15,7
2,15,13
5,22,16
9,32,16
1,8,7
1,16,15
13,40,16
10,29,16
2,13,11
6,25,9
2,19,12
1,14,13
2,19,16
2,11,9
7,22,9
4,21,14
3,15,12
3,19,15
11,29,14
3,12,8
9,33,9
6,23,16
8,29,16
3,20,14
4,23,15
7,25,14
4,21,14
3,19,16
6,27,11
2,18,14
5,21,15
8,24,15
3,22,15
4,17,13
2,16,15
5,21,15
6,23,15
7,18,11
2,18,16
1,9,8
1,17,16
3,25,15
11,40,16
7,25,16
8,42,16
6,23,14
3,21,15
3,18,15
3,14,11
2,16,14
9,25,15
0,9,9
2,13,11
2,15,8
8,27,15
7,22,11
9,32,15
5,16,7
8,18,7
13,39,16
1,16,14
2,18,14
4,17,14
6,21,15
5,21,16
3,13,8
3,9,7
2,19,14
1,15,14
3,22,15
4,16,7
10,25,12
1,15,14
8,29,16
5,25,16
2,9,7
4,20,9
9,38,16
6,18,11
4,19,14
9,28,14
5,24,16
6,29,16
2,15,14
5,20,15
2,13,11
2,12,8
9,27,14
4,18,14
14,54,16
5,19,14
3,10,6
3,18,15
5,16,11
1,14,13
4,9,5
2,9,7
4,23,15
10,26,16
3,25,16
2,16,14
5,26,15
4,11,7
7,32,16
16,44,16
5,35,16
1,7,6
6,18,9
4,20,16
0,4,4
2,17,14
4,21,14
1,13,12
2,7,5
1,7,6
5,24,16
8,24,16
2,12,10
7,22,10
5,23,16
4,21,14
4,21,16
8,24,15
13,38,7
0,7,7
4,22,15
5,32,16
6,23,16
1,10,9
10,42,15
10,33,15
13,45,16
3,13,12
3,18,15
3,22,16
0,9,9
3,17,14
4,21,16
3,22,14
4,22,16
4,18,14
3,9,6
2,18,13
1,18,15
4,20,15
10,31,16
6,28,14
4,22,16
5,19,7
15,51,16
2,17,15
7,29,12
4,15,11
0,7,7
5,19,7
4,20,16
7,32,12
6,13,6
1,15,14
6,21,15
4,28,15
6,24,16
6,19,7
9,33,16
3,13,11
0,15,15
3,18,14
7,22,15
8,22,14
2,10,6
8,30,13
4,15,11
6,18,9
2,8,5
4,8,6
4,24,13
3,17,14
6,24,14
13,49,16
1,15,14
8,26,16
5,24,14
1,8,7
8,28,14
6,20,14
4,17,14
5,18,14
3,16,14
1,17,16
3,21,12
4,25,16
0,9,9
5,24,16
1,19,13
10,35,16
3,20,16
0,6,6
7,21,12
1,10,9
3,12,9
2,17,15
7,22,15
5,19,16
12,50,13
6,34,16
3,21,9
2,14,12
6,26,14
10,35,16
4,13,7
5,20,15
8,25,14
4,18,14
4,13,9
9,41,14
4,17,10
4,26,16
5,19,14
3,12,10
17,76,16
0,8,8
2,17,15
9,29,15
6,25,9
2,7,5
1,16,15
7,30,15
1,16,14
5,32,16
5,24,14
2,18,16
1,9,8
8,24,16
9,24,13
2,6,4
0,7,7
11,37,16
2,12,10
3,19,16
9,31,12
3,19,14
5,21,16
4,18,13
20,58,16
3,19,16
8,32,14
0,6,6
7,28,15
2,14,12
4,12,6
1,16,15
4,16,12
5,27,15
2,15,13
0,7,7
2,21,16
4,8,4
3,17,13
3,15,11
2,10,8
4,20,16
2,6,4
2,19,9
2,18,16
5,19,14
2,17,15
4,23,16
5,27,16
3,18,15
13,52,16
6,28,16
4,19,15
0,15,15
3,17,14
6,26,15
12,34,15
0,5,5
9,27,15
8,22,15
8,23,15
3,16,13
3,15,12
5,21,16
5,23,15
5,20,12
4,17,13
2,8,6
3,11,9
0,11,11
9,38,16
0,13,13
1,15,14
3,18,14
1,17,16
5,20,15
6,19,14
4,17,13
8,25,14
6,39,16
3,15,13
4,19,14
4,21,15
11,33,14
4,20,16
8,35,15
2,18,14
1,15,14
1,17,14
2,9,7
5,20,15
2,8,6
10,38,13
2,11,9
3,19,14
5,19,14
10,33,16
4,15,11
1,6,5
4,11,7
2,15,13
2,14,12
8,25,16
4,24,14
6,21,15
2,21,16
3,17,15
3,23,15
8,15,6
3,15,12
2,22,14
5,24,16
2,17,15
0,9,9
6,25,16
6,19,11
2,17,16
1,17,16
4,18,14
3,20,16
2,16,14
3,18,15
22,52,16
5,18,13
2,17,16
4,16,12
7,25,15
2,18,16
7,30,16
9,30,14
0,15,15
1,10,9
9,38,16
5,30,9
1,8,7
9,31,16
2,10,8
6,17,11
9,43,16
8,15,7
9,32,16
2,11,9
7,22,15
1,11,10
3,15,12
7,34,16
2,16,14
2,18,15
2,11,9
3,18,15
6,18,12
11,35,14
5,22,16
6,24,15
8,26,15
10,42,14
1,6,5
3,18,14
5,24,16
0,16,16
0,5,5
5,21,15
2,18,16
1,6,6
5,27,14
5,20,9
2,16,14
0,5,5
1,6,5
5,21,15
10,48,16
5,18,14
2,9,7
2,8,6
7,21,14
1,9,8
2,16,14
0,6,6
3,16,11
6,19,7
9,28,13
20,54,16
4,26,15
3,22,16
2,15,13
9,42,16
2,18,16
0,9,9
10,38,15
5,29,16
3,20,15
3,18,15
8,28,16
14,39,15
0,8,8
10,41,16
0,8,8
3,22,15
3,17,14
0,7,7
0,5,5
0,15,15
6,22,14
2,13,12
8,27,15
5,24,15
3,17,9
5,28,16
2,16,14
6,25,16
6,31,16
3,25,16
4,20,16
8,24,13
2,21,16
4,19,16
11,42,14
5,24,16
4,21,16
8,37,16
1,5,4
8,31,16
1,13,12
1,14,13
8,16,7
8,30,14
9,26,16
5,20,16
2,17,15
10,32,16
11,27,14
6,29,16
3,14,9
4,16,13
2,8,7
4,21,9
8,35,14
6,24,15
2,17,14
7,23,15
5,22,11
2,20,14
2,18,16
5,26,15
0,7,7
3,17,14
4,20,16
4,18,13
6,21,10
0,10,10
6,24,16
2,15,13
5,18,14
5,20,15
5,15,9
4,19,15
2,16,11
11,26,11
2,7,5
2,22,16
1,14,12
1,9,8
9,32,16
3,17,14
8,27,16
2,11,9
4,22,16
3,17,14
2,10,8
8,33,16
3,19,16
2,17,16
2,18,9
3,18,12
5,22,15
1,14,12
6,26,13
10,35,16
6,19,12
3,26,15
7,24,15
7,22,15
8,33,15
6,17,11
4,14,9
5,20,11
9,26,12
3,17,9
5,27,16
3,14,11
6,27,14
10,25,15
4,17,11
1,16,16
3,18,15
9,32,16
4,15,12
7,25,16
0,8,8
17,55,16
11,39,13
3,14,12
12,41,16
2,15,14
6,18,12
3,11,8
7,28,14
2,16,13
1,15,14
4,11,6
8,27,16
1,7,5
3,8,5
6,23,15
3,18,15
3,20,16
2,14,12
9,38,16
3,18,15
1,7,6
5,26,16
3,15,12
0,7,7
3,20,15
6,23,16
12,29,16
5,19,14
4,20,10
2,9,7
5,16,12
5,23,15
5,19,12
0,5,5
2,14,9
10,33,14
3,20,15
5,23,16
10,31,15
1,6,5
6,15,8
3,25,16
4,19,15
11,36,16
3,22,14
12,34,16
7,31,16
1,10,9
4,18,12
0,6,6
3,18,15
1,10,9
1,11,10
5,20,15
10,39,14
6,33,14
4,27,15
1,14,13
13,49,16
4,19,15
7,27,14
2,12,10
4,17,12
2,15,13
0,5,5
7,23,12
4,19,15
6,29,16
3,21,14
1,10,9
3,19,15
8,39,16
1,16,15
2,15,13
8,20,13
3,20,16
11,36,15
8,31,15
2,9,7
6,21,14
0,8,8
5,21,16
3,27,13
6,30,15
9,33,16
2,16,14
3,13,10
9,30,16
3,20,15
2,12,10
2,17,15
12,42,16
1,17,16
2,17,15
14,48,16
3,18,14
0,5,5
5,20,15
0,13,13
7,27,16
3,16,14
6,22,16
9,50,15
4,22,13
8,29,16
7,29,16
2,8,6
2,18,16
5,23,16
3,19,15
3,12,9
4,19,15
10,26,16
5,17,14
6,30,16
7,22,12
10,44,16
5,13,8
2,17,16
7,23,14
2,17,15
2,8,7
9,40,16
6,26,16
6,27,16
2,14,12
8,28,14
6,21,14
4,23,15
4,21,16
3,17,14
2,11,9
4,14,10
3,14,12
4,17,7
5,21,12
5,21,7
4,22,16
5,15,10
4,19,16
9,30,16
6,25,15
15,46,16
5,19,15
2,20,15
4,17,14
7,35,16
6,20,13
6,22,15
10,34,16
4,20,12
2,17,15
5,14,9
3,21,16
8,34,16
8,25,15
3,10,7
7,38,16
13,46,16
1,17,15
2,16,15
4,17,14
8,36,15
3,19,15
1,16,15
11,44,15
2,6,4
8,34,15
8,32,16
6,23,14
0,9,9
1,8,7
12,38,15
0,4,4
6,18,10
1,5,4
3,17,15
0,9,9
3,16,13
5,19,11
4,19,15
3,17,14
7,27,14
10,42,15
5,16,11
0,10,10
6,24,15
10,43,16
10,38,16
9,32,15
5,18,14
8,21,9
2,11,9
9,26,15
7,24,14
12,40,16
2,9,7
3,20,15
1,8,7
8,30,16
6,24,15
2,17,15
1,9,8
8,28,16
13,50,16
7,19,11
10,30,15
7,25,15
5,30,15
1,7,6
2,19,16
4,23,16
1,16,15
6,20,15
3,16,13
0,10,10
2,11,9
0,12,12
6,17,7
4,19,12
6,29,16
10,34,14
16,54,15
1,13,12
14,50,16
8,30,15
10,42,16
6,25,16
6,28,16
1,8,6
6,25,12
9,32,16
6,22,15
2,13,8
1,12,11
2,15,13
7,18,12
6,20,15
4,20,13
4,17,13
2,16,14
2,15,14
4,19,15
1,15,15
7,26,15
4,20,15
4,20,16
2,20,16
2,16,14
2,14,13
4,20,15
1,16,15
4,19,15
3,15,12
3,16,8
3,18,15
5,23,9
5,18,13
3,16,13
12,44,16
7,26,15
7,21,14
1,8,7
8,21,11
4,12,9
3,15,12
4,18,14
4,22,13
5,22,16
9,38,16
1,15,14
2,17,15
1,12,11
2,20,15
11,35,15
4,20,16
2,12,10
4,15,11
4,15,11
6,16,10
3,13,10
1,8,7
10,33,16
0,14,14
5,32,16
2,9,7
9,36,16
11,36,15
8,30,16
4,17,11
3,19,15
5,16,12
5,21,13
3,18,16
9,37,16
7,33,14
0,15,15
5,21,15
4,20,14
8,30,16
4,13,7
3,17,14
7,23,15
2,12,11
1,16,15
6,31,15
0,14,14
8,32,16
1,16,15
1,18,14
5,10,5
3,18,16
1,11,10
2,15,9
2,8,6
2,18,16
3,12,9
8,30,15
2,16,14
1,15,12
2,10,8
6,22,16
5,31,15
7,29,16
2,18,16
2,13,11
4,15,9
8,32,16
11,33,15
4,18,14
3,17,14
4,13,9
3,26,16
6,24,14
5,23,16
3,20,14
2,22,16
3,20,14
5,21,16
4,23,16
2,21,16
0,7,7
3,16,13
3,26,16
4,16,12
2,19,15
3,15,12
5,24,13
0,16,16
1,5,4
3,19,16
3,10,7
1,14,13
7,25,15
4,25,15
4,11,7
3,10,6
12,45,16
1,16,15
6,17,8
1,10,9
2,21,16
3,18,14
0,16,16
2,10,9
7,19,13
4,27,16
7,23,15
8,24,16
7,20,15
5,17,9
5,25,15
8,26,12
0,14,14
4,19,16
2,14,12
3,16,13
3,18,15
1,16,15
4,18,15
0,11,11
12,37,16
2,22,15
4,19,14
3,20,16
10,34,16
3,10,7
12,36,15
2,16,13
2,16,14
4,25,16
4,20,16
13,32,16
4,27,16
3,19,16
4,18,14
5,14,9
2,23,16
3,17,14
1,16,15
7,26,15
1,8,7
2,23,15
4,23,13
1,12,11
12,36,15
0,15,15
1,20,16
0,9,9
3,18,15
1,18,16
6,21,7
2,21,15
7,18,7
1,9,7
2,11,9
7,24,15
0,5,5
2,14,12
5,27,15
5,26,14
4,18,14
1,8,6
7,25,12
2,17,15
4,19,15
12,35,15
9,33,16
5,33,15
5,20,7
3,18,15
1,6,5
11,39,13
4,23,15
9,30,15
13,61,15
7,23,15
3,22,14
5,19,15
5,30,15
7,33,11
5,23,15
7,26,16
6,25,16
8,28,16
4,20,14
1,11,10
2,9,8
2,13,7
8,27,15
7,23,15
4,13,8
3,10,6
2,13,11
6,20,7
7,23,15
1,12,11
9,25,15
1,11,10
2,16,13
3,21,16
2,16,14
3,15,12
12,42,16
4,18,14
4,21,14
4,20,16
8,30,14
1,13,13
4,23,15
2,6,4
3,28,16
4,19,16
3,18,14
14,40,16
5,26,16
3,19,16
8,32,16
8,31,15
2,17,15
3,18,15
5,20,14
3,18,15
2,13,11
6,19,13
6,33,16
4,19,15
3,19,15
0,12,12
5,18,12
14,50,16
5,16,11
5,19,13
5,23,15
2,17,15
5,26,16
5,17,15
3,19,13
5,22,15
1,17,16
0,8,8
1,12,10
7,21,14
5,23,16
2,12,11
1,14,14
2,17,14
4,17,14
2,16,14
2,6,4
10,25,15
4,22,15
2,14,12
7,36,15
5,20,16
8,32,15
8,27,13
1,19,15
3,19,16
4,16,12
5,21,14
3,15,9
3,18,15
5,22,16
1,12,11
2,10,8
2,15,13
4,15,10
5,17,12
2,15,13
6,27,16
4,20,13
6,22,15
6,24,14
3,24,16
10,28,11
21,67,16
1,17,16
4,26,14
4,25,15
6,27,12
2,14,12
10,32,16
2,8,6
4,20,13
3,17,14
2,14,9
3,22,14
8,43,14
3,10,7
2,17,12
5,25,16
3,9,7
2,12,10
2,17,15
4,26,16
9,39,16
9,33,15
2,9,7
1,16,15
4,20,16
2,15,12
2,21,16
4,21,15
10,36,16
3,17,9
5,26,16
2,11,9
2,15,13
8,31,16
2,17,15
6,25,12
2,9,7
4,17,13
5,23,16
5,21,16
6,18,12
5,13,8
10,37,14
0,13,13
5,26,11
5,28,16
10,27,11
7,33,14
16,54,16
5,17,9
2,8,6
3,19,15
3,19,9
2,18,16
5,17,6
0,9,9
4,19,15
3,17,14
11,46,16
0,5,5
3,15,11
4,16,9
3,17,14
3,10,7
1,8,7
6,37,16
2,16,14
1,15,14
2,17,12
12,35,15
4,27,15
8,19,9
5,18,13
2,14,12
5,29,16
8,23,14
0,7,7
5,22,16
3,18,14
2,11,9
2,15,13
7,20,10
3,19,14
0,9,9
2,8,7
4,18,16
2,10,8
11,28,11
4,19,16
3,17,14
8,24,15
0,9,9
6,21,15
4,18,14
2,8,6
2,19,16
10,27,13
7,28,14
0,8,8
12,42,15
4,19,15
11,34,14
3,17,14
1,15,14
2,17,15
10,23,7
5,20,15
2,19,15
5,20,15
9,37,15
5,33,14
8,27,16
3,18,15
3,11,6
7,26,15
1,13,12
0,8,8
4,17,14
3,18,15
7,24,15
2,14,12
1,16,16
8,29,15
5,25,11
5,20,7
7,17,11
2,23,16
3,9,7
3,17,14
7,30,13
8,34,16
15,43,15
4,20,16
1,7,6
4,20,10
12,36,16
4,19,14
5,31,16
6,21,16
7,24,16
9,34,16
5,25,12
3,14,9
5,25,16
3,18,10
5,22,16
7,32,15
12,28,16
10,19,9
7,28,16
3,19,16
2,15,13
6,13,6
2,17,15
2,7,5
2,16,14
2,16,14
4,16,13
2,11,7
1,16,15
1,10,9
15,50,16
10,38,15
6,30,16
5,20,15
4,17,14
10,33,15
3,18,15
7,38,15
3,17,14
6,41,14
3,17,14
0,13,13
4,23,12
3,19,9
5,31,15
2,25,15
3,17,14
4,23,15
3,20,14
2,14,9
5,20,15
7,27,15
0,5,5
3,16,13
5,24,16
10,38,16
6,28,15
3,21,16
7,28,15
7,24,13
7,26,13
7,28,15
1,13,13
7,29,16
0,14,14
13,33,16
0,6,6
3,14,11
4,26,16
1,17,16
7,26,16
4,18,14
6,35,15
10,25,15
2,8,6
3,14,7
1,10,9
0,11,11
4,19,16
6,22,16
10,33,15
2,13,8
3,17,14
8,28,12
3,14,8
2,17,16
0,14,14
3,17,14
1,12,11
8,26,14
2,20,16
5,27,16
9,28,12
9,25,14
1,16,15
11,31,16
7,26,15
6,25,14
4,22,15
1,16,15
8,25,16
5,16,11
4,19,13
1,9,9
0,11,11
1,8,7
7,19,12
0,9,9
9,26,14
12,42,16
7,25,16
3,21,16
3,19,16
9,32,15
10,31,16
1,8,7
5,21,16
12,37,16
3,10,7
6,13,7
0,7,7
7,23,16
2,14,13
2,23,16
0,14,14
2,17,15
1,13,13
1,10,9
3,15,12
5,25,15
8,30,16
8,30,16
1,17,16
2,7,5
2,15,13
7,36,16
8,30,12
5,24,16
1,6,5
3,11,8
7,22,15
1,16,15
7,24,15
4,12,7
6,29,16
4,15,12
3,14,8
1,8,7
5,24,15
2,9,7
1,18,14
6,20,11
2,16,14
3,19,15
9,28,14
5,27,15
5,20,15
4,20,15
5,20,16
2,15,13
7,30,12
4,19,15
1,17,16
4,18,15
12,35,16
3,10,8
5,26,15
2,13,10
0,12,12
4,20,16
8,26,16
0,11,11
5,21,16
6,19,14
5,24,16
11,25,16
11,52,16
8,42,15
7,30,15
1,15,11
6,22,9
1,7,6
9,38,16
6,19,13
0,7,7
7,28,16
7,23,12
6,26,15
2,12,9
3,15,12
5,11,6
1,9,7
2,17,15
2,17,15
2,13,9
7,21,7
9,44,16
1,17,16
0,6,6
6,20,14
2,13,11
2,8,6
5,20,15
1,15,14
6,23,12
3,14,11
1,10,9
4,22,15
5,20,11
6,22,10
1,15,14
5,16,11
3,12,9
3,16,13
1,15,14
1,14,12
5,28,16
3,19,16
3,14,11
1,16,15
2,12,8
6,29,16
2,16,14
1,6,5
2,16,14
6,31,16
2,25,16
3,18,15
0,15,15
5,22,14
0,14,14
5,13,4
6,35,16
5,16,9
8,28,16
7,38,16
6,18,13
6,26,16
3,24,15
2,11,9
2,9,7
0,16,16
9,36,16
3,19,13
6,21,7
5,21,16
0,4,4
4,20,15
8,32,15
1,7,6
5,21,14
2,13,9
1,9,7
7,23,14
11,41,16
4,17,8
4,19,15
4,23,15
8,33,16
3,22,15
2,16,14
7,29,16
3,15,12
12,36,14
1,23,16
6,21,16
0,11,11
6,28,16
3,15,12
4,12,8
6,30,15
2,11,9
3,16,10
3,22,14
5,22,11
2,11,9
9,29,13
2,13,11
2,16,14
0,5,5
4,18,15
0,13,13
10,32,16
7,36,14
2,14,13
5,16,11
4,22,15
4,19,13
7,25,15
6,24,16
2,10,8
2,10,7
7,36,15
5,22,14
6,22,15
1,16,15
5,26,13
6,23,16
4,16,9
1,6,5
1,15,14
2,18,15
5,21,15
7,22,14
13,34,11
12,36,15
4,26,15
1,10,9
2,18,15
8,25,15
6,36,16
4,20,13
5,15,10
5,15,6
12,40,16
2,19,16
4,20,16
5,26,13
3,19,16
