n_d,n_genes,n_species
2,6,5
11,21,12
0,8,8
8,20,8
0,4,4
4,9,6
2,6,4
22,41,11
5,18,9
1,5,4
8,15,9
3,7,6
3,14,10
4,11,9
3,7,5
18,34,13
4,8,4
6,14,9
3,12,6
4,8,4
11,21,10
3,11,6
25,47,13
6,20,9
5,14,9
2,9,9
8,14,5
4,9,6
2,7,5
0,4,4
7,14,8
4,13,7
8,21,11
6,15,8
1,6,5
3,9,6
10,25,15
6,20,5
10,24,8
5,15,9
2,8,6
2,8,6
9,21,12
4,15,9
2,13,5
7,11,5
7,20,11
5,8,5
2,4,4
3,9,7
2,9,7
10,18,10
22,36,9
1,5,4
3,10,8
9,14,8
2,9,8
4,14,9
10,31,8
4,10,6
3,7,5
4,13,8
2,9,6
2,7,6
3,10,7
2,5,4
12,28,8
1,9,8
9,22,14
0,5,5
6,16,10
2,8,7
5,8,5
12,21,10
11,20,7
9,17,6
6,13,8
7,12,6
4,12,9
15,24,7
3,14,11
7,20,11
8,17,7
8,16,7
5,19,8
1,7,6
10,22,13
6,9,4
3,12,9
0,10,10
3,13,9
8,24,11
4,14,8
3,10,7
2,8,5
7,10,6
4,10,9
10,15,5
15,31,8
5,13,9
0,5,5
2,6,5
9,22,12
1,5,4
6,16,7
5,9,5
9,18,9
0,4,4
2,5,4
4,13,10
5,15,12
11,22,12
8,15,5
4,7,4
6,18,11
1,5,4
3,6,4
2,7,5
7,16,11
5,9,5
2,7,5
4,11,8
6,11,5
11,19,9
12,22,11
11,17,6
16,34,15
0,7,7
12,28,8
8,23,11
5,10,6
10,19,9
14,30,9
10,17,9
9,19,9
4,7,4
6,24,9
4,10,6
13,31,13
19,42,12
3,9,5
3,8,6
4,11,9
7,19,13
1,6,5
2,8,6
2,9,4
2,10,7
13,23,11
5,12,8
1,7,7
6,17,9
1,5,5
8,20,11
4,9,8
0,4,4
1,4,4
3,9,7
3,10,6
6,19,9
5,16,11
6,16,13
6,15,11
7,20,13
12,29,9
6,13,9
5,10,6
6,24,11
5,9,8
10,18,11
5,12,6
14,26,10
2,11,10
6,13,7
8,14,7
4,12,7
12,25,14
7,13,7
0,5,5
6,12,6
10,29,13
8,18,7
3,8,6
4,10,6
4,8,4
0,4,4
8,25,9
3,7,5
0,4,4
10,31,15
2,6,4
5,11,7
3,11,7
8,13,6
5,8,5
16,29,11
12,17,6
2,5,5
5,8,4
9,22,8
12,23,8
1,4,4
5,15,11
3,9,5
5,15,8
1,6,5
6,18,11
8,22,13
6,12,6
0,4,4
11,19,8
2,8,7
1,6,5
4,9,5
2,13,5
5,16,7
14,32,13
7,15,10
8,17,10
9,17,7
1,6,5
3,13,10
8,13,5
8,16,10
8,13,7
3,7,5
8,19,8
5,9,7
9,18,12
5,10,8
2,6,4
5,18,8
4,10,7
7,19,13
2,6,4
4,7,4
1,5,5
5,10,6
0,4,4
