n_d,n_genes,n_species
27,69,16
4,11,4
9,31,15
14,48,9
5,19,13
3,19,16
2,8,6
2,9,7
21,57,15
5,12,7
2,13,7
8,27,9
11,41,14
7,26,12
2,11,8
6,26,15
19,53,16
8,20,12
2,9,7
10,28,10
2,14,12
6,22,15
5,17,9
7,27,16
14,42,13
6,23,15
2,17,16
1,13,12
2,11,9
5,23,15
9,26,9
2,12,10
5,10,5
28,70,16
12,40,15
8,37,16
0,15,15
8,24,16
6,21,15
4,23,14
5,18,14
6,17,11
21,70,16
9,30,16
11,34,15
26,71,16
9,26,16
5,15,10
8,27,15
6,15,7
8,29,15
6,23,15
8,24,14
3,18,14
5,14,7
5,25,15
3,12,9
3,17,15
11,42,16
13,33,16
0,11,11
4,11,7
16,61,16
16,38,14
26,61,16
13,35,16
6,24,15
12,33,16
5,21,16
11,41,16
1,16,15
8,30,15
14,44,16
11,25,15
10,32,11
5,17,7
4,19,15
17,34,15
4,19,15
4,20,15
8,28,9
5,14,7
8,18,7
21,62,15
22,49,15
4,12,7
2,8,6
3,18,15
7,39,16
14,34,15
19,48,16
3,19,16
2,17,15
3,15,12
7,23,16
11,35,16
0,9,9
7,27,16
20,54,16
7,19,10
7,15,7
2,7,6
21,50,16
3,10,7
16,33,15
13,42,15
3,13,7
1,5,4
7,32,16
13,36,15
11,30,12
14,41,16
8,16,8
2,7,5
6,18,12
9,40,14
12,34,16
9,26,12
3,19,13
12,34,16
7,24,15
3,8,6
7,31,9
5,23,15
6,22,14
2,15,10
18,55,16
8,37,16
7,20,12
9,31,15
5,28,16
9,21,7
8,21,13
9,25,16
10,29,16
4,17,13
9,30,12
8,28,15
6,27,15
11,39,16
18,59,14
5,20,15
2,9,6
13,41,16
18,42,16
7,27,15
19,49,16
4,16,12
30,70,16
19,42,12
16,29,11
4,18,6
6,16,9
16,42,16
1,8,7
8,21,7
9,26,16
6,22,9
1,7,7
21,48,15
12,43,13
6,14,7
5,20,13
14,45,16
6,24,11
8,36,15
2,11,8
19,49,16
8,29,15
7,22,15
12,39,15
19,44,16
7,18,9
8,22,15
6,18,10
12,29,13
3,13,9
23,59,15
2,13,11
5,18,9
2,6,4
1,14,13
5,22,15
12,41,16
12,33,16
3,16,13
6,13,7
3,12,9
12,28,13
9,26,13
2,9,7
9,29,16
12,37,9
6,17,12
7,27,14
7,23,10
12,38,16
11,27,7
2,22,16
7,23,13
10,30,15
29,77,16
3,24,16
5,22,13
6,21,9
16,42,14
13,46,15
18,60,16
4,15,11
4,18,14
6,28,15
12,34,14
