n_d,n_genes,n_species
5,9,6
11,29,10
2,8,6
9,28,14
3,12,10
5,17,7
9,23,12
11,27,14
3,11,8
2,7,5
10,29,15
4,17,12
20,37,14
15,34,11
12,25,13
6,18,10
8,29,12
9,25,11
13,41,13
13,29,15
6,20,10
2,9,7
5,19,14
7,17,9
15,42,14
1,7,6
4,17,14
16,32,13
11,22,12
7,21,13
4,17,12
4,14,9
4,9,5
3,14,8
1,7,6
3,8,7
1,6,5
9,18,9
17,46,11
2,8,4
3,8,5
7,8,5
0,7,7
0,10,10
11,24,13
4,11,5
2,6,4
1,5,4
13,29,16
25,47,15
7,15,8
8,18,5
14,23,7
4,18,9
6,17,12
4,13,6
9,20,10
10,33,15
9,18,13
4,15,11
4,17,8
7,20,13
16,35,13
4,9,5
17,37,9
0,4,4
5,18,11
6,18,12
1,5,4
18,49,15
2,6,4
1,8,6
3,12,6
3,7,5
5,12,7
12,23,12
14,37,9
4,8,5
11,20,7
1,9,8
20,41,15
10,26,10
6,11,5
13,30,9
9,30,15
9,24,15
12,40,16
5,10,5
20,51,9
7,31,13
4,15,12
3,9,8
12,31,15
22,49,9
5,14,6
8,16,7
4,8,5
4,10,7
21,47,14
2,9,7
2,8,7
15,42,14
7,17,9
20,37,15
12,25,14
1,6,6
13,30,12
8,21,7
2,10,9
4,13,10
4,8,5
12,25,11
5,13,9
16,44,13
5,12,7
9,24,9
5,10,5
1,7,6
5,11,8
3,11,6
11,27,9
32,55,16
9,20,12
3,7,5
25,52,16
4,11,5
5,15,10
12,27,14
1,7,6
4,9,5
5,15,7
6,20,7
4,10,6
8,23,12
7,17,10
2,6,4
19,34,12
13,25,12
3,9,6
7,27,14
10,19,10
3,8,8
4,16,12
5,11,7
3,12,5
5,12,8
5,16,13
4,8,5
5,11,7
12,36,9
1,10,9
10,25,9
6,13,8
6,16,10
4,15,10
5,12,9
4,14,7
17,31,7
3,8,5
3,9,5
19,54,16
3,7,4
5,14,11
8,12,4
4,16,7
6,17,7
5,17,13
5,15,7
27,56,16
11,18,7
14,45,14
4,8,6
3,10,8
7,13,7
0,4,4
5,8,5
15,40,15
3,8,5
8,23,9
14,41,9
4,7,4
14,27,12
12,22,14
4,10,6
15,36,16
9,25,14
4,13,11
9,23,12
4,14,10
11,37,14
3,12,8
3,8,5
4,15,8
1,7,6
1,7,6
3,7,5
8,25,11
10,30,14
9,17,7
10,24,11
10,21,11
11,35,15
4,18,8
8,17,9
4,11,7
1,9,8
10,18,6
1,7,6
15,32,10
11,23,13
1,6,5
7,20,8
6,13,9
2,11,9
5,14,9
6,13,8
9,23,10
3,14,10
2,9,7
5,11,6
2,10,8
18,33,9
4,15,8
9,24,14
0,4,4
21,48,16
2,8,5
4,10,7
14,31,11
17,49,15
2,12,6
10,28,7
2,8,6
9,25,7
2,10,7
4,11,9
4,16,12
9,19,12
12,21,6
11,32,8
6,14,7
4,8,4
5,13,7
1,7,6
3,6,4
13,31,9
2,6,4
1,8,7
4,10,6
15,25,7
10,33,9
3,7,4
1,5,4
10,25,15
11,19,6
14,34,12
4,6,4
18,51,13
14,28,10
12,22,9
3,11,9
7,19,9
17,32,7
5,15,6
8,21,12
1,5,5
0,6,6
28,58,15
2,12,10
9,21,13
14,33,14
6,17,9
0,6,6
8,19,11
1,5,4
4,17,12
3,11,9
3,9,5
2,17,12
35,75,16
3,11,7
3,12,6
7,16,8
12,26,15
8,23,9
11,18,6
19,47,15
3,8,5
2,7,6
1,10,9
1,7,7
14,29,15
15,34,13
1,9,8
9,17,9
5,12,7
2,10,7
5,18,13
3,10,7
12,34,13
7,11,5
17,39,15
7,20,9
2,5,4
6,21,14
3,8,6
2,11,6
6,21,7
3,11,9
3,11,8
2,13,7
10,18,6
2,9,7
14,36,13
5,13,7
1,10,9
19,37,12
8,25,12
6,15,10
1,8,8
6,15,8
3,7,4
3,9,7
1,7,5
5,16,7
10,21,14
12,28,7
6,10,4
15,27,10
8,30,15
18,36,14
3,14,13
7,10,4
31,67,16
3,7,5
7,19,13
2,14,12
7,18,8
7,20,7
16,34,15
11,19,8
2,8,6
13,29,13
13,31,14
20,44,12
4,15,10
4,10,8
6,25,12
0,5,5
4,12,8
4,11,8
5,11,6
2,5,4
4,18,14
1,8,6
3,11,7
18,40,15
1,11,11
9,26,14
15,34,13
8,19,13
17,39,14
1,5,4
0,10,10
1,12,8
8,22,10
8,19,13
20,48,15
1,11,10
6,17,12
11,25,6
12,41,16
1,6,5
3,8,6
4,8,5
7,22,14
15,31,15
10,27,13
4,10,6
3,12,8
3,12,8
14,36,9
14,33,15
21,44,15
3,9,5
5,13,8
3,8,6
2,6,4
3,9,7
2,10,8
19,40,15
6,15,8
15,25,6
9,20,7
7,17,10
2,7,5
12,29,12
8,20,13
5,16,10
11,27,14
3,11,6
7,25,13
24,47,16
6,13,6
13,24,12
18,36,15
7,14,6
6,18,9
5,14,10
12,24,7
4,9,5
4,14,7
4,19,15
10,29,13
6,11,5
7,22,12
3,8,4
7,16,11
4,14,10
12,27,9
21,44,15
6,17,8
2,11,9
5,15,7
10,29,14
15,35,16
3,10,6
8,21,13
12,27,10
11,23,15
9,21,7
3,8,5
6,17,10
4,13,10
4,15,11
15,36,9
2,10,8
1,8,7
4,16,12
0,10,10
2,7,5
11,30,15
3,8,4
6,22,7
2,10,8
5,14,7
8,19,13
7,20,9
6,16,8
7,21,12
9,23,9
4,12,7
12,35,13
12,19,7
9,27,7
21,48,9
3,9,6
6,19,8
11,37,11
6,17,12
7,14,7
3,14,13
12,26,12
5,21,13
0,5,5
3,6,4
3,14,11
4,10,7
3,12,7
4,17,13
18,32,15
0,4,4
1,5,4
3,6,4
8,32,12
19,49,9
12,29,13
4,9,5
5,11,6
4,10,7
10,19,7
7,19,11
17,30,7
1,5,4
7,23,15
10,16,5
3,8,6
10,20,9
9,25,8
3,12,9
5,16,8
5,12,6
19,48,14
2,13,8
1,4,4
7,17,8
10,22,9
13,30,12
7,16,8
14,30,8
9,22,6
15,29,14
4,15,12
4,11,8
7,30,16
9,24,13
4,8,5
6,16,10
0,6,6
3,10,7
11,22,6
11,35,8
14,33,15
3,14,9
20,32,10
2,8,6
3,7,6
7,20,12
3,20,13
3,10,5
1,7,7
7,14,6
0,6,6
4,7,4
9,23,13
4,16,11
8,17,9
10,27,8
4,11,7
6,17,8
1,12,11
21,63,16
2,6,5
11,23,13
18,40,15
14,41,15
13,30,11
18,45,13
13,44,15
14,24,7
11,34,15
6,13,7
3,8,5
10,20,8
23,41,13
4,20,11
4,10,5
32,53,14
12,26,10
9,29,13
1,7,6
7,14,9
13,24,9
10,30,9
23,50,16
4,18,11
12,23,13
17,46,14
2,9,8
9,31,15
10,26,13
1,6,5
4,7,4
0,5,5
3,10,7
4,14,7
6,24,12
11,29,16
4,17,11
3,7,6
6,14,7
13,27,12
2,6,5
4,19,14
13,29,14
4,13,6
3,11,10
8,20,11
6,15,9
14,36,14
3,7,4
13,25,14
3,7,4
7,22,9
5,8,6
13,36,16
16,39,15
15,35,14
4,12,7
1,6,5
20,45,16
8,26,16
5,12,7
4,8,5
3,12,8
5,9,5
7,13,6
19,34,7
4,12,6
10,25,10
13,22,9
8,20,8
7,15,7
2,6,4
7,24,11
12,35,13
6,15,10
1,5,4
5,18,12
1,11,9
10,24,13
10,17,5
4,13,7
17,28,9
6,16,9
3,8,5
8,25,14
5,21,11
17,44,16
9,22,12
4,13,9
13,33,9
19,45,16
6,11,5
1,5,5
13,33,16
9,17,9
1,9,8
11,34,13
12,31,14
15,27,14
11,27,9
1,5,4
4,7,4
5,16,10
15,26,12
2,6,4
5,17,13
2,10,8
2,14,8
8,13,5
12,26,12
5,13,6
7,14,7
12,38,12
25,55,16
4,15,11
6,18,14
1,6,6
14,27,13
14,42,16
10,24,11
5,8,4
13,31,14
11,25,7
34,67,16
3,16,11
10,22,9
15,31,9
4,9,6
1,6,5
7,27,12
1,8,7
4,11,5
8,22,12
6,19,13
3,11,8
33,68,13
5,15,10
12,40,9
1,6,5
1,8,7
1,7,6
4,14,10
11,21,12
3,14,10
3,14,11
4,10,8
15,38,9
4,8,4
3,10,8
7,20,8
3,7,4
2,8,6
6,15,9
6,18,13
10,21,7
7,20,10
7,29,9
6,18,6
7,14,7
3,10,7
19,42,11
5,12,7
0,10,10
0,4,4
1,9,8
6,16,11
7,16,8
8,16,8
11,26,10
9,25,14
6,18,11
30,49,15
5,17,11
0,4,4
1,9,8
3,6,5
6,17,8
9,28,14
19,46,16
3,6,4
15,40,16
9,13,4
6,11,4
3,15,12
5,10,7
6,15,6
8,16,8
8,14,6
5,8,6
3,7,4
2,9,8
6,15,6
6,14,8
2,14,9
8,19,15
1,5,5
8,21,9
7,28,9
5,9,5
14,39,15
4,18,15
10,25,12
12,28,9
5,19,13
6,12,8
11,22,13
27,63,13
3,10,7
2,8,7
1,5,5
1,5,5
22,57,16
18,54,15
5,11,6
1,8,7
10,22,8
4,7,4
5,15,11
7,21,14
4,15,9
5,17,10
5,21,14
0,7,7
1,6,5
5,16,12
19,36,13
2,9,7
10,25,12
8,25,11
3,12,8
10,23,10
3,5,4
4,16,9
7,23,15
5,8,5
6,22,10
6,18,13
6,14,6
13,23,11
7,21,13
3,17,13
18,48,14
4,17,12
12,27,12
3,7,5
2,11,9
9,19,10
9,30,15
5,18,11
19,53,13
9,15,7
3,10,8
10,25,14
1,7,6
3,12,9
5,12,9
6,19,13
10,29,10
4,9,5
3,9,7
8,18,11
5,17,8
5,12,7
2,11,9
7,21,9
4,11,8
8,21,10
3,14,9
15,40,15
0,7,7
0,4,4
3,12,9
7,16,8
4,9,6
0,8,8
3,14,10
4,18,13
10,23,13
14,29,11
4,11,6
7,13,6
9,23,13
21,47,16
13,30,14
24,42,7
12,25,7
8,17,9
0,7,7
12,34,14
1,5,4
5,12,8
6,22,13
6,13,5
13,31,14
26,54,13
3,10,8
8,21,12
3,14,12
17,35,13
5,11,6
16,41,12
7,15,11
17,39,15
2,14,12
4,13,9
6,17,10
6,9,4
6,15,10
0,6,6
13,28,12
10,30,13
11,21,12
5,13,7
4,14,13
19,45,15
6,13,7
4,18,15
2,16,14
8,21,7
4,16,9
2,11,9
6,13,6
5,9,5
20,34,7
5,16,9
3,9,6
4,10,5
3,11,8
12,37,10
6,19,11
1,11,10
3,16,7
3,14,12
3,8,4
4,13,10
7,16,9
1,5,4
10,20,12
8,25,15
11,14,5
4,12,9
10,23,13
3,7,5
12,38,12
4,18,7
12,20,7
1,8,7
4,14,10
12,28,14
13,25,10
13,28,14
2,17,14
7,16,10
6,17,10
7,20,14
14,26,13
1,9,8
5,16,11
5,11,6
5,11,7
8,19,10
19,50,15
7,23,9
1,11,10
10,25,12
24,45,9
5,16,13
1,6,5
1,6,5
0,6,6
1,5,4
8,25,11
10,13,4
8,22,14
6,12,5
12,39,15
5,15,10
6,18,11
1,6,5
12,23,7
12,19,6
7,27,15
9,20,6
14,23,10
2,11,8
8,18,5
8,14,7
6,16,10
3,6,4
3,10,7
9,31,12
11,26,7
2,7,5
6,13,5
5,16,9
11,36,12
8,19,12
11,42,15
9,19,11
2,11,9
4,6,6
7,28,9
2,7,6
1,6,5
10,18,7
5,18,8
7,26,15
2,6,5
17,45,15
2,5,4
4,8,6
8,15,6
1,5,4
0,4,4
14,36,15
2,12,8
3,10,8
13,35,9
10,25,13
7,15,8
17,35,14
8,15,10
6,17,9
9,30,12
1,10,7
3,7,5
6,10,5
1,7,6
10,31,10
3,15,12
6,15,7
16,29,6
4,7,4
1,7,5
8,10,4
0,7,7
17,42,16
1,9,5
22,48,14
4,8,5
15,30,13
0,7,7
9,17,7
12,36,15
2,7,5
6,11,6
3,13,11
8,18,10
2,8,6
11,21,12
7,16,7
11,32,15
6,15,10
3,9,7
7,13,7
4,12,7
5,16,10
9,21,7
8,17,6
1,13,12
2,9,6
7,18,10
2,7,5
1,10,7
6,16,9
7,17,6
20,45,14
6,14,7
3,9,4
3,13,8
0,5,5
9,30,16
16,34,12
3,17,15
26,51,16
7,22,13
8,11,6
5,12,9
9,19,7
7,25,13
2,15,12
4,12,8
2,7,5
2,10,9
0,5,5
19,43,13
6,23,14
4,14,10
8,16,7
7,21,14
0,11,11
8,17,8
1,7,6
7,21,14
6,11,4
11,17,8
7,15,8
5,15,7
4,14,11
9,32,13
7,20,15
21,57,16
22,52,15
8,25,12
7,17,6
3,13,9
8,19,10
6,28,9
15,24,7
5,15,7
11,29,9
0,5,5
2,5,4
10,27,14
2,7,6
4,9,6
7,19,9
23,48,16
10,26,9
10,32,12
13,24,7
10,18,7
15,39,16
1,10,9
1,9,8
14,28,8
3,11,7
3,12,9
13,28,14
8,19,8
2,11,9
15,35,9
0,10,10
0,4,4
5,16,11
14,31,13
6,20,12
11,19,9
13,29,12
3,9,7
9,23,7
4,11,9
10,28,15
15,34,16
7,18,7
7,21,8
6,10,7
25,53,12
1,5,4
2,11,8
0,4,4
4,20,9
5,14,8
15,48,9
2,12,10
2,9,7
5,17,9
0,4,4
3,10,8
3,11,8
6,12,6
12,28,11
6,20,15
8,23,12
10,22,12
3,13,10
7,20,13
2,13,11
6,21,15
11,26,8
17,31,13
4,10,7
1,11,10
6,22,9
13,27,14
4,12,8
14,32,12
10,15,5
3,6,4
3,9,6
15,32,14
4,14,11
1,5,4
0,6,6
13,33,13
5,11,6
9,18,9
11,32,16
17,36,12
6,22,13
4,11,8
7,21,8
1,5,4
5,21,9
2,9,6
4,12,8
5,12,7
1,8,8
14,35,15
0,5,5
24,39,11
6,20,11
5,17,14
5,19,8
4,9,4
14,38,13
9,32,15
13,27,9
8,25,13
6,11,7
1,7,6
0,8,8
5,17,14
5,16,9
5,13,11
6,15,10
18,50,12
7,15,10
6,13,9
6,11,5
7,12,5
11,23,10
23,43,15
5,13,6
15,38,13
8,25,13
20,54,15
7,20,11
9,29,13
10,21,13
14,29,14
11,33,13
0,4,4
4,14,11
8,14,7
2,8,6
18,49,9
0,5,5
8,18,10
1,6,5
4,11,8
2,10,8
6,15,7
4,9,5
0,4,4
1,5,4
2,10,7
11,35,14
4,10,5
22,44,16
5,10,6
2,11,9
12,30,14
3,11,9
17,43,10
8,26,15
1,9,9
6,17,10
16,50,13
15,28,5
10,22,12
2,8,5
3,9,6
0,6,6
15,25,7
3,11,9
9,20,10
4,16,13
5,14,7
4,8,4
4,15,12
10,22,7
2,7,5
10,16,8
11,19,8
2,10,8
7,18,8
12,31,12
7,20,8
17,41,14
10,25,11
13,31,15
5,15,11
3,11,9
12,30,15
6,10,6
3,12,9
15,40,15
5,14,6
4,18,11
5,16,6
3,12,9
1,9,5
3,15,9
15,43,14
2,6,5
7,13,7
11,30,13
2,12,8
11,25,12
6,12,8
29,70,12
7,14,10
5,21,15
5,11,5
6,16,9
9,23,14
3,10,7
5,20,12
19,41,15
7,12,5
4,15,12
14,32,10
11,32,15
13,28,9
16,34,9
4,9,7
4,14,7
11,31,16
3,7,5
1,9,8
8,32,14
1,8,8
4,12,9
20,44,13
2,8,6
19,41,13
6,14,6
5,19,9
3,10,7
11,32,9
12,36,16
1,6,6
10,22,13
4,16,13
2,10,9
29,53,15
13,36,16
8,16,8
14,31,15
5,13,9
9,29,9
2,16,10
3,9,7
2,10,7
6,15,9
9,25,13
6,18,9
4,12,6
5,16,7
0,5,5
0,4,4
7,22,13
4,17,12
6,16,10
5,15,7
2,11,8
14,30,14
7,23,15
19,33,14
2,9,7
6,10,4
4,13,10
2,13,7
5,10,5
10,19,9
10,18,7
5,15,7
1,4,4
4,12,7
1,10,9
15,34,15
13,37,11
8,16,9
6,20,12
2,10,10
13,20,9
11,18,6
1,8,7
1,5,4
13,26,13
3,6,4
8,21,7
10,26,9
7,19,13
5,18,9
13,26,11
15,39,12
16,38,14
6,16,7
10,26,16
13,42,16
7,24,12
5,18,12
13,32,13
18,46,9
6,12,6
4,9,6
2,12,10
0,6,6
3,10,7
0,4,4
3,9,6
17,37,16
15,27,10
3,7,5
6,10,5
0,6,6
8,21,13
7,15,10
3,8,5
9,28,14
6,12,5
5,12,7
5,10,6
24,52,14
6,19,11
23,35,7
4,11,8
2,9,7
6,16,12
0,5,5
6,24,14
4,12,9
8,27,15
6,21,12
4,10,6
8,17,9
8,16,6
5,21,9
2,8,5
9,16,6
23,46,7
9,28,14
11,17,8
11,31,15
13,27,7
8,22,13
4,9,4
4,16,8
4,8,4
2,9,7
0,6,6
2,8,5
2,6,4
3,6,4
1,4,4
3,8,6
22,40,10
7,11,4
12,30,15
7,19,13
12,25,9
1,8,7
11,35,13
10,21,10
6,19,11
14,36,15
11,32,16
1,7,6
4,14,11
1,5,4
11,26,14
0,5,5
6,23,14
4,8,4
7,17,8
9,21,10
4,9,7
2,7,5
9,27,11
15,29,13
9,24,11
1,5,4
1,7,7
3,7,5
4,16,7
8,19,9
3,14,8
6,16,12
5,19,12
4,8,4
5,13,9
2,14,7
17,51,12
14,30,11
7,16,8
3,15,11
5,11,7
38,60,12
15,47,16
10,24,14
9,13,5
2,7,5
4,11,7
6,17,7
17,33,14
3,17,9
6,21,8
1,5,4
2,14,12
10,19,5
4,6,4
9,22,9
10,26,13
0,4,4
4,15,9
6,21,14
5,14,11
2,7,6
7,24,10
7,22,13
5,12,5
11,28,12
11,32,13
5,15,11
9,24,12
14,37,14
9,31,15
8,30,16
10,21,9
0,5,5
6,10,5
4,16,9
7,18,9
1,9,6
17,35,16
9,22,14
8,27,16
7,28,16
2,8,7
6,23,12
7,24,8
9,33,9
1,5,4
4,13,6
3,13,10
2,8,6
8,13,7
4,9,5
9,16,8
7,20,13
6,13,6
6,12,7
4,12,6
6,28,14
4,12,7
4,21,8
3,7,4
3,17,8
9,21,9
21,48,15
3,10,7
4,13,5
7,21,14
10,23,10
7,11,4
11,23,9
16,41,13
9,24,9
2,9,7
9,23,13
7,17,10
1,8,7
9,20,11
7,17,7
6,15,11
3,7,6
10,21,7
4,7,4
3,8,5
5,14,11
16,28,7
0,5,5
10,27,15
6,21,15
3,10,7
2,8,7
3,11,7
27,51,14
1,10,7
12,30,13
8,12,4
1,5,4
20,55,16
3,7,4
21,54,15
15,38,14
2,7,5
3,10,7
4,15,9
8,23,11
7,26,9
11,19,7
1,5,4
26,38,6
5,15,7
8,18,11
1,5,5
7,15,8
2,11,8
8,21,13
1,8,7
13,27,11
27,50,7
5,11,7
18,43,14
6,10,6
10,21,7
4,11,8
9,16,7
8,16,10
20,34,15
7,23,13
7,15,9
6,14,7
5,15,11
4,16,11
3,11,9
8,15,8
11,32,11
4,10,6
6,17,12
17,32,14
6,16,10
14,31,10
6,18,12
2,10,8
3,9,5
7,20,10
5,22,9
6,15,9
3,8,5
12,21,7
4,18,15
1,6,5
5,14,9
6,24,12
9,18,8
6,14,9
3,14,11
7,19,12
14,32,14
6,14,8
11,15,5
0,5,5
8,13,7
6,17,7
2,7,5
6,15,6
14,41,14
3,9,5
13,26,11
12,34,14
3,15,12
0,4,4
4,10,7
1,6,5
3,11,7
1,8,7
13,29,9
0,4,4
19,44,15
9,21,13
18,49,15
2,7,6
23,56,16
5,21,13
12,23,11
9,30,13
6,14,4
1,6,5
2,13,8
12,28,15
12,30,7
13,23,12
5,14,7
4,9,6
17,44,16
1,5,4
9,19,7
1,5,4
7,19,7
7,11,4
6,22,12
11,30,15
4,11,7
2,8,6
15,33,16
3,9,7
4,13,7
9,18,11
3,7,5
0,7,7
1,5,4
8,23,12
10,19,8
4,13,7
10,25,16
20,29,11
3,9,7
2,11,9
10,22,7
4,12,8
12,46,16
10,22,7
4,15,7
28,64,16
6,19,9
7,20,14
2,7,6
4,8,5
20,46,16
13,39,14
10,19,11
6,17,10
11,26,7
12,24,14
1,5,4
6,14,8
6,10,5
10,13,4
4,13,9
0,4,4
1,6,5
10,26,14
9,20,9
4,13,10
2,12,9
7,21,13
3,16,11
2,6,5
7,16,10
2,10,9
7,19,9
6,19,10
2,15,14
15,36,16
5,16,8
3,7,5
2,10,8
3,8,5
6,17,11
5,10,6
5,12,8
4,8,6
5,15,10
2,7,4
5,17,8
7,17,12
11,24,12
4,16,15
1,6,5
29,58,7
4,19,14
16,34,15
9,23,14
7,16,10
12,21,7
27,58,15
3,9,6
14,37,14
3,8,4
10,25,13
2,8,6
6,15,7
9,27,8
10,20,10
8,24,11
10,21,10
14,29,9
6,11,4
3,9,5
4,13,7
6,17,10
3,17,14
12,37,14
15,36,7
7,13,7
15,35,14
5,14,8
6,17,11
1,15,14
4,10,6
8,18,9
17,42,15
5,18,13
10,31,14
14,24,8
10,27,12
19,43,16
3,8,5
10,19,12
15,43,14
7,15,8
35,86,16
18,31,7
5,19,14
3,13,10
10,31,15
21,53,14
7,16,9
8,27,14
6,21,13
5,12,9
6,21,14
11,34,14
1,5,4
9,23,7
9,27,10
24,50,16
7,17,10
2,6,5
4,15,11
9,21,12
25,63,15
5,17,8
0,5,5
2,9,7
12,21,9
4,17,8
11,20,7
8,26,8
5,14,9
8,18,11
3,14,5
11,31,9
4,11,7
15,21,5
4,15,9
6,13,8
14,31,9
4,7,4
22,52,13
10,28,13
8,18,12
2,7,5
3,12,9
20,35,11
9,31,9
7,22,12
7,13,6
10,29,14
11,26,13
13,26,7
2,9,9
5,24,14
2,11,9
3,13,10
0,7,7
3,9,6
3,8,5
7,12,6
4,14,12
14,26,7
9,18,7
3,6,4
21,61,13
10,21,8
6,12,7
6,17,7
2,6,5
8,26,15
23,45,12
3,10,5
14,38,9
9,23,12
9,15,6
5,19,13
2,9,7
8,12,4
8,23,14
4,12,7
1,7,6
10,39,13
1,5,4
21,46,14
6,16,11
4,18,13
1,5,4
14,40,15
10,31,13
14,35,14
13,28,9
18,43,16
7,25,14
4,15,11
5,12,9
12,26,11
0,7,7
18,43,16
6,15,9
2,6,4
7,13,7
10,20,9
3,8,6
2,10,9
3,9,5
6,11,6
3,16,14
5,11,5
4,18,14
10,20,6
21,44,11
9,28,15
4,19,14
1,6,5
13,36,15
7,21,9
12,31,15
6,18,7
10,27,14
2,17,16
12,24,9
11,35,15
18,32,15
18,44,16
26,49,11
5,12,8
5,12,5
17,29,7
2,9,7
2,7,4
7,16,6
28,48,15
10,25,9
7,16,11
2,11,9
3,8,6
2,8,7
4,13,9
3,19,14
6,19,9
11,23,11
17,58,15
8,21,9
10,18,9
4,17,6
1,5,4
5,25,9
13,34,13
3,14,7
13,27,7
13,30,14
25,47,14
5,21,16
0,6,6
3,10,6
18,29,11
1,5,4
15,28,11
3,15,12
4,12,6
