n_d,n_genes,n_species
2,14,13
1,17,16
4,27,15
0,9,9
5,22,14
0,15,15
0,14,14
0,13,13
0,14,14
2,22,16
2,19,15
1,17,16
2,21,15
4,19,15
0,7,7
1,16,15
0,6,6
0,14,14
0,13,13
0,8,8
4,26,15
3,14,11
0,16,16
2,14,12
2,17,15
1,16,15
1,21,15
1,15,14
5,18,14
5,26,14
3,24,15
1,6,6
6,28,15
5,18,14
3,16,13
0,14,14
0,16,16
0,15,15
2,17,14
0,12,12
2,13,10
0,7,7
3,15,12
1,14,13
0,14,14
0,15,15
0,15,15
0,7,7
1,8,7
0,15,15
1,14,13
0,10,10
1,21,13
1,15,14
1,15,15
0,15,15
2,14,12
1,5,4
1,16,16
2,18,16
2,19,15
0,14,14
0,6,6
1,14,13
3,23,16
2,24,15
0,12,12
1,8,8
0,13,13
1,9,8
2,26,16
1,7,7
2,17,15
4,18,15
1,18,16
0,8,8
0,10,10
1,15,14
1,12,12
0,10,10
1,16,15
2,23,16
1,17,16
0,14,14
3,17,14
3,13,10
1,6,5
0,15,15
0,15,15
0,15,15
0,5,5
2,17,11
1,12,8
2,16,10
0,16,16
0,10,10
1,16,15
0,11,11
0,4,4
2,18,16
2,22,16
0,14,14
0,12,12
1,12,12
2,28,15
4,20,13
0,14,14
2,26,16
1,13,13
4,18,15
0,14,14
0,14,14
2,21,15
0,8,8
5,25,16
2,18,15
2,13,11
1,24,16
1,16,12
1,11,10
2,7,6
1,18,14
2,18,15
0,15,15
0,11,11
0,14,14
0,7,7
1,8,7
4,20,14
4,19,15
2,17,15
0,7,7
2,17,15
0,13,13
1,16,15
1,19,14
0,6,6
2,9,7
4,25,16
0,14,14
2,15,13
2,23,16
2,18,16
4,22,9
0,14,14
2,8,6
0,13,13
0,11,11
1,16,15
1,16,15
2,18,15
1,15,14
0,14,14
4,29,16
1,8,7
1,12,12
2,21,12
1,11,10
1,17,11
1,8,7
1,13,9
1,4,4
3,15,7
2,8,7
2,21,15
2,17,15
2,16,14
1,15,14
1,8,8
0,14,14
2,12,10
0,14,14
1,18,12
0,14,14
2,21,15
1,17,16
1,16,15
6,20,14
1,16,15
1,13,8
0,14,14
5,21,15
0,15,15
0,7,7
1,16,15
1,9,8
2,12,8
2,11,9
4,19,14
2,20,15
1,17,16
0,15,15
2,17,15
0,16,16
2,17,15
1,8,7
3,19,16
1,18,15
3,22,16
1,17,14
0,8,8
1,15,14
0,8,8
1,16,15
1,15,14
1,11,10
0,12,12
3,19,16
0,11,11
0,7,7
2,17,15
0,4,4
1,14,13
2,9,8
2,15,14
0,14,14
0,5,5
0,6,6
2,17,15
3,13,10
2,24,16
0,14,14
1,16,13
0,16,16
2,18,16
0,13,13
2,15,13
2,14,12
2,17,15
1,8,7
2,26,16
2,10,9
0,11,11
0,9,9
3,19,16
0,15,15
2,19,16
0,11,11
3,16,13
1,8,7
3,18,14
3,26,15
1,20,16
2,19,15
0,15,15
0,15,15
