n_d,n_genes,n_species
8,22,7
10,28,12
2,7,6
2,13,11
4,8,4
28,69,15
17,32,8
3,11,8
16,53,14
18,46,15
5,17,12
7,18,11
1,7,6
11,26,14
7,23,13
6,16,7
6,23,13
7,21,11
3,9,7
4,17,14
10,28,14
2,8,7
8,24,15
5,9,5
3,10,7
4,15,8
4,17,13
10,26,7
4,20,11
4,8,5
1,14,13
3,10,8
3,19,15
9,29,9
6,18,11
7,20,9
6,17,11
8,21,14
9,30,15
11,38,16
4,10,5
12,33,9
6,25,16
9,31,15
13,52,14
6,22,12
4,17,13
3,8,6
10,28,9
6,24,13
20,48,14
6,15,7
9,28,15
3,7,5
13,40,14
5,8,5
5,23,14
0,4,4
15,36,15
5,21,13
4,18,11
11,30,15
18,42,13
0,6,6
5,17,10
8,20,8
3,12,7
15,50,16
4,11,7
1,7,7
22,61,14
5,23,16
2,8,6
7,26,12
8,29,9
3,15,13
6,15,7
9,27,15
10,23,13
5,15,10
3,12,10
25,67,15
7,20,13
3,15,13
3,14,8
11,33,16
8,25,15
24,77,16
2,11,8
3,12,10
2,16,14
5,24,14
2,9,7
4,11,7
13,37,15
14,34,7
12,37,14
5,14,7
14,43,16
3,7,5
10,38,9
6,12,6
4,11,6
4,14,11
1,12,7
13,30,14
5,24,13
3,8,5
4,12,7
3,18,15
12,40,15
10,34,13
7,21,8
27,60,12
1,6,6
12,41,16
1,15,14
11,38,16
2,9,8
9,31,12
1,6,5
27,60,16
13,28,7
0,8,8
10,36,9
11,26,16
13,32,14
1,7,6
4,11,6
6,27,13
9,23,14
12,32,15
8,25,12
7,23,14
10,24,11
15,27,7
8,18,8
4,13,8
5,17,6
1,11,7
1,9,8
7,21,14
2,10,8
20,55,12
6,16,7
5,17,11
2,14,13
8,20,11
24,65,16
11,30,9
3,12,9
5,16,6
9,24,12
10,27,12
1,11,10
15,49,16
2,7,5
2,19,13
5,15,10
7,20,13
3,8,5
1,10,9
7,22,13
9,25,13
1,13,12
11,25,15
3,10,7
6,26,13
7,20,14
9,30,16
22,61,16
14,29,12
13,30,16
4,16,9
11,37,16
7,34,9
8,18,7
4,10,6
2,13,11
12,42,16
6,10,5
9,35,15
13,35,13
9,18,10
5,17,7
2,12,10
6,17,13
10,29,15
4,17,13
10,24,7
8,21,13
5,15,8
17,45,16
8,29,13
4,16,12
9,21,14
4,16,11
7,24,13
18,43,11
8,20,9
10,34,16
12,34,16
1,6,6
9,18,6
20,49,16
5,16,11
1,6,5
2,15,13
3,16,13
4,16,12
14,38,9
4,18,14
6,19,8
4,19,15
6,21,15
4,21,13
1,8,8
2,13,8
7,19,10
1,10,9
7,23,16
8,19,6
2,7,4
5,15,9
1,9,6
6,18,5
3,19,15
2,11,9
3,10,7
11,42,14
8,33,15
1,9,8
7,18,12
2,8,6
3,22,9
14,38,15
7,17,9
4,10,6
5,9,5
8,22,14
10,31,9
4,18,14
2,7,5
1,5,4
7,17,8
2,8,6
1,10,9
11,26,14
11,22,9
4,21,9
5,28,16
8,24,16
7,21,13
17,38,13
9,25,12
11,33,15
4,14,11
7,28,9
6,21,13
1,5,5
4,18,9
7,13,6
2,13,11
13,39,16
12,39,14
8,23,15
12,31,14
2,9,7
5,19,13
13,41,14
8,24,12
6,18,11
17,44,16
5,19,14
4,18,14
10,33,15
8,22,10
11,32,15
4,20,15
1,11,7
4,18,14
4,17,13
8,20,7
5,28,15
2,9,7
4,11,7
5,13,9
6,22,14
5,17,12
8,17,10
9,19,10
4,12,6
4,19,15
3,11,6
3,20,14
4,17,12
16,59,16
6,29,15
6,13,8
1,16,15
9,34,15
13,39,16
6,20,14
6,17,9
4,10,6
5,29,16
4,16,12
4,21,11
8,26,12
6,15,10
11,25,9
10,37,15
13,32,12
1,8,6
3,18,14
4,23,13
5,16,7
7,22,8
8,16,7
9,16,6
8,24,13
10,30,16
4,13,9
15,40,15
1,7,6
8,21,12
5,19,14
5,15,8
9,29,14
19,37,15
5,13,7
12,28,12
19,46,16
23,63,16
6,22,14
10,36,8
15,33,7
5,19,10
13,26,10
22,56,15
11,22,13
15,31,15
2,10,8
7,24,13
15,44,16
2,9,7
9,34,15
16,30,13
8,24,12
1,4,4
5,21,15
1,11,10
4,11,7
7,18,7
3,21,15
3,18,7
3,16,13
6,22,13
12,30,15
2,8,6
4,21,15
5,15,10
3,13,11
2,14,12
1,5,4
5,21,13
4,17,14
10,30,15
14,48,16
4,7,4
15,37,16
8,18,7
7,19,10
11,32,8
3,17,14
7,31,15
6,21,12
10,28,15
5,19,15
8,28,14
3,10,7
2,6,4
11,29,16
3,16,13
8,22,9
1,6,6
8,28,13
8,25,13
2,7,5
9,22,11
3,9,6
3,13,10
20,53,16
5,15,12
4,18,13
13,33,14
26,57,16
7,24,15
2,7,6
4,14,12
18,48,14
2,9,7
9,19,9
9,19,11
9,24,9
3,13,8
3,9,6
10,32,14
1,10,9
2,10,8
12,24,12
1,15,14
2,19,14
4,15,8
3,17,12
14,35,16
4,12,8
4,23,14
6,12,7
29,71,16
10,26,13
7,27,16
3,8,6
8,25,15
7,25,13
4,18,14
6,21,16
24,52,10
1,8,7
20,47,13
9,24,13
14,44,14
17,48,14
7,31,15
10,23,8
8,28,14
2,8,7
23,53,15
10,27,13
2,10,8
7,20,14
9,32,10
10,24,7
6,19,11
11,32,9
28,78,16
1,7,6
4,13,9
3,15,12
1,17,16
7,24,9
16,42,16
28,61,16
6,20,9
6,22,13
6,16,7
11,32,12
5,20,13
12,27,11
1,11,10
13,29,16
6,16,10
4,19,13
16,36,16
2,11,9
4,18,12
5,16,7
5,22,15
5,15,12
3,15,9
4,18,14
10,32,16
1,6,5
7,26,8
18,56,16
12,44,14
9,31,15
5,14,10
5,12,7
20,47,16
7,17,9
4,15,7
6,19,14
3,10,8
11,35,15
2,12,7
7,13,4
3,8,6
3,8,5
13,40,14
1,14,13
12,35,13
3,15,12
8,21,14
3,17,14
11,31,13
6,26,16
13,36,15
2,7,5
15,33,9
2,10,7
4,19,15
5,20,16
4,11,7
2,16,14
11,23,8
5,23,11
8,29,15
6,21,13
4,9,5
12,26,15
3,10,8
2,6,5
8,19,12
6,17,10
3,18,15
2,10,8
6,21,15
1,15,12
14,33,14
0,5,5
10,25,9
20,61,14
6,25,12
24,65,16
0,5,5
4,17,12
2,8,6
0,9,9
0,5,5
8,17,10
15,46,15
6,11,6
8,25,16
3,15,7
8,22,14
12,44,15
1,8,7
0,7,7
4,17,12
9,25,15
6,13,6
5,8,4
14,48,13
4,9,5
8,28,15
9,26,14
6,12,5
13,29,11
0,6,6
15,32,14
3,18,15
18,34,12
17,34,13
3,9,7
3,10,7
1,9,8
16,41,14
3,12,9
20,42,15
10,30,14
8,22,14
4,12,6
2,6,5
0,8,8
5,23,14
7,22,14
4,12,8
3,13,7
10,27,15
4,14,9
6,21,9
5,22,14
9,17,6
12,28,14
0,4,4
3,14,7
12,32,12
5,18,14
1,10,9
3,12,10
8,29,15
6,17,12
6,15,10
11,31,16
20,49,14
2,8,7
6,19,12
12,32,16
5,22,14
7,16,7
5,12,7
4,25,14
2,12,11
10,29,15
9,27,14
11,21,13
16,44,12
17,44,13
4,19,14
2,6,4
8,20,13
10,29,7
18,48,15
4,17,9
3,18,14
2,8,6
9,27,16
13,31,15
9,26,15
1,14,13
4,13,9
2,12,10
12,22,7
12,36,15
5,13,8
4,13,9
10,38,13
17,47,9
5,13,7
6,19,13
3,11,9
25,64,16
7,23,15
8,17,8
4,20,14
9,21,11
13,34,15
8,16,8
6,17,7
13,42,14
5,19,9
3,10,7
7,20,7
5,17,10
0,13,13
17,45,16
6,26,16
4,11,6
4,10,6
16,37,14
11,24,14
2,12,10
13,33,16
4,17,12
4,14,11
8,22,7
17,48,12
11,27,15
2,5,4
9,25,15
14,47,16
1,8,7
18,60,13
1,6,5
6,15,9
13,24,12
2,6,5
7,15,9
14,41,16
8,34,16
5,17,13
3,12,8
6,23,14
8,29,16
0,4,4
14,34,15
2,9,7
5,19,14
2,18,13
8,15,7
13,31,15
8,22,14
9,23,7
3,16,8
7,25,13
6,16,11
8,27,15
4,9,7
6,18,12
2,15,8
8,25,14
16,40,16
2,14,6
6,15,11
11,37,12
5,16,7
16,42,16
4,10,7
25,57,15
10,25,13
2,14,9
8,26,14
0,7,7
3,19,11
7,28,12
12,41,15
8,18,9
2,7,5
4,17,13
8,23,9
3,15,7
6,21,14
10,25,10
6,24,9
9,28,16
21,61,16
8,19,10
2,13,12
5,9,5
11,32,15
18,48,14
11,29,11
7,29,9
24,59,15
7,15,9
6,21,12
8,33,16
11,19,7
1,9,8
1,7,6
8,24,14
8,27,14
3,17,15
6,9,4
14,36,16
3,10,6
14,39,16
12,29,14
2,9,7
6,15,8
4,9,5
2,10,8
7,20,7
3,9,5
3,10,8
7,23,15
6,21,13
8,24,15
5,18,15
7,21,12
13,33,16
11,26,14
6,25,13
2,8,7
3,11,9
4,18,14
6,16,10
2,8,7
9,29,16
11,24,9
6,18,8
6,13,7
3,11,8
1,13,12
13,33,9
3,18,14
3,8,6
2,12,10
4,20,9
6,29,14
4,15,7
11,31,16
5,20,15
7,15,7
18,39,15
9,24,13
2,10,9
6,20,15
7,25,15
12,30,15
15,37,16
9,17,8
7,17,10
25,60,12
14,39,12
11,32,16
7,16,9
8,24,15
3,11,8
1,8,7
2,10,8
9,28,11
6,19,11
12,28,15
6,23,13
3,15,13
3,12,11
4,11,8
8,26,16
9,27,14
7,19,12
3,13,7
14,38,16
2,7,5
6,16,10
0,8,8
8,20,7
3,12,9
9,29,16
23,51,7
2,9,7
12,27,13
6,25,15
1,8,6
1,5,4
1,15,14
3,16,14
5,20,15
7,23,15
0,6,6
2,6,4
7,28,16
14,43,16
9,26,14
5,20,11
3,12,9
5,25,16
7,22,7
1,8,8
5,17,8
2,9,8
0,5,5
11,49,16
10,28,14
3,19,14
5,19,14
10,42,9
4,17,13
7,22,9
5,17,7
5,14,7
3,10,6
4,10,6
1,14,13
8,22,15
2,8,6
14,41,15
8,26,16
5,20,14
3,10,7
17,44,9
2,7,5
11,32,14
0,7,7
5,16,11
3,10,7
1,12,11
10,28,14
1,9,8
16,41,15
24,48,15
3,15,12
6,24,11
4,15,7
3,10,7
2,17,14
8,22,9
1,9,8
6,25,14
2,15,13
0,9,9
11,34,15
17,46,15
6,17,11
13,48,16
2,19,11
6,17,10
11,21,11
3,19,16
6,11,5
10,22,7
7,21,10
2,17,16
1,7,5
22,73,16
8,22,13
15,37,13
12,47,16
9,28,15
7,23,16
12,23,7
5,20,15
7,30,15
8,19,7
6,10,6
7,21,14
3,10,7
10,24,11
2,19,13
25,73,16
5,17,10
3,11,8
6,24,14
11,29,15
15,35,15
8,32,15
10,37,15
5,16,11
8,32,15
3,8,4
6,23,13
3,11,8
9,23,8
9,24,6
0,6,6
6,13,7
16,41,14
2,7,5
9,19,7
2,17,14
6,21,16
8,20,14
7,18,9
5,18,8
9,25,16
0,6,6
6,19,13
5,16,8
1,5,5
3,10,7
12,35,16
5,16,8
2,7,5
5,26,13
1,7,6
9,29,12
8,27,12
7,28,12
11,25,13
5,15,7
7,30,9
18,49,16
3,11,9
8,22,12
6,24,15
5,23,15
9,30,15
18,36,13
1,11,10
9,26,12
5,18,10
1,8,7
2,11,9
11,37,13
9,24,15
7,26,14
5,11,7
9,31,14
10,27,13
0,8,8
2,10,9
6,15,9
3,9,6
4,10,7
12,30,14
15,38,16
7,29,14
5,11,6
22,43,14
2,16,14
13,34,9
7,29,16
1,11,10
16,45,15
4,18,13
16,34,7
1,8,7
6,19,12
1,13,12
0,4,4
8,18,7
8,37,9
13,32,13
3,13,6
3,17,14
1,9,8
11,30,14
8,24,14
7,15,6
2,13,7
9,27,14
5,26,15
1,8,7
13,23,11
2,20,14
5,26,16
8,16,8
4,20,13
6,15,8
1,7,6
5,18,14
9,28,13
3,17,9
17,42,15
4,11,8
7,32,16
11,27,12
20,57,15
5,18,9
5,16,11
4,13,9
8,19,7
4,10,7
9,33,16
11,36,10
8,23,9
3,10,7
6,16,10
1,8,8
9,23,14
5,21,15
13,26,11
6,18,9
13,29,16
4,12,6
7,23,15
1,8,7
6,18,12
6,16,11
6,24,15
3,11,9
5,24,14
7,18,6
7,14,6
17,58,15
19,48,15
15,34,16
2,7,5
7,24,14
12,36,9
8,27,15
16,40,15
9,26,13
10,26,15
7,19,13
6,18,12
32,90,16
16,42,16
15,38,16
3,8,6
11,28,7
2,17,15
7,32,12
4,16,10
1,8,6
8,32,16
3,11,6
5,20,10
8,25,15
0,6,6
13,34,15
9,21,13
1,9,8
8,20,12
11,36,12
3,10,8
12,27,12
26,82,9
11,47,15
1,8,7
6,21,15
4,9,4
2,9,7
8,16,9
4,21,13
19,69,16
11,30,13
12,40,12
4,24,15
8,27,12
13,42,16
2,6,4
3,7,4
11,36,14
9,31,14
4,11,7
1,5,5
10,29,16
17,44,15
5,12,9
7,21,14
3,20,16
1,9,8
1,9,9
3,9,6
14,44,16
12,29,15
9,31,9
4,15,8
8,32,16
6,14,8
0,6,6
5,20,15
0,9,9
6,19,10
5,23,12
9,28,12
1,10,9
12,29,9
11,29,15
10,34,16
3,17,14
1,4,4
15,41,15
6,19,12
14,33,11
1,17,16
7,28,15
17,38,14
8,32,16
4,10,7
11,31,13
3,9,5
11,31,9
17,42,15
6,22,13
2,10,9
1,4,4
1,11,10
3,10,7
2,10,7
0,9,9
6,15,9
11,29,7
16,48,14
11,32,15
9,24,15
7,27,15
5,17,9
9,25,15
4,9,5
2,13,11
0,6,6
2,15,13
8,19,14
0,6,6
8,27,12
7,25,15
8,27,13
4,10,6
6,9,6
11,29,15
19,44,16
1,7,6
4,14,11
9,25,8
6,16,7
5,28,8
2,14,12
14,31,13
9,24,15
0,6,6
6,20,12
10,33,15
13,32,15
5,15,7
10,36,9
15,31,9
5,16,9
15,44,16
8,22,14
11,25,15
6,22,12
1,6,5
2,7,5
11,28,11
9,35,14
2,12,10
9,29,15
9,21,12
1,7,7
6,19,14
10,35,12
3,17,11
8,21,13
18,49,16
5,24,16
1,5,4
1,11,10
2,15,13
6,15,7
6,24,13
14,53,14
6,16,9
2,12,8
6,23,15
10,28,13
9,25,13
19,40,15
4,9,5
4,13,9
2,16,15
8,28,16
6,25,8
3,10,7
10,35,9
14,43,13
3,13,10
8,28,16
18,49,16
7,32,16
4,21,13
8,27,12
1,7,6
5,23,15
16,32,16
11,28,7
13,35,14
15,52,15
15,27,7
5,18,13
13,42,15
1,16,15
10,23,9
5,21,11
18,51,15
4,16,13
5,17,12
7,22,14
0,6,6
7,20,9
5,19,9
13,36,16
1,9,8
0,5,5
1,5,4
13,43,16
2,6,5
4,12,8
3,19,13
7,15,6
6,16,10
8,25,15
5,13,7
13,30,14
7,32,9
21,50,14
6,28,15
3,13,7
5,23,15
11,38,14
14,53,12
8,22,13
1,6,5
5,14,9
1,8,6
4,20,11
11,24,7
0,4,4
3,13,12
5,18,13
9,28,13
4,14,12
4,12,7
8,15,7
9,37,9
20,64,15
3,10,9
6,17,7
7,21,15
3,14,6
10,30,10
14,34,14
11,38,9
13,30,15
7,21,14
0,9,9
7,31,9
4,11,6
20,56,11
8,29,16
9,22,15
4,9,6
13,52,16
5,18,7
1,10,9
7,23,15
3,14,7
2,9,8
2,9,7
16,43,13
9,26,9
2,9,7
10,26,14
0,5,5
16,35,15
2,17,10
10,27,7
1,14,13
6,17,10
9,21,9
8,22,12
8,24,9
8,22,13
18,50,16
6,23,15
5,21,16
3,16,13
5,14,8
2,18,16
4,16,9
11,25,7
1,15,14
11,27,13
3,20,14
9,31,14
0,4,4
12,26,14
6,21,14
8,19,7
18,50,9
5,30,16
9,30,15
8,16,8
17,52,14
8,25,16
16,37,15
5,12,7
17,42,16
12,38,15
6,28,15
0,5,5
9,31,14
1,12,11
4,17,14
6,18,14
1,11,11
5,20,9
3,21,12
8,28,12
9,24,14
13,34,7
8,19,11
0,11,11
1,14,13
18,42,15
2,15,14
3,12,9
10,22,10
6,24,15
2,8,6
2,7,5
0,7,7
6,21,15
7,15,8
7,23,9
2,10,10
8,18,9
0,9,9
10,25,9
3,16,14
7,19,13
5,21,15
7,19,9
2,9,7
10,29,16
23,54,15
7,23,13
2,14,9
5,23,16
6,17,7
5,15,11
4,11,7
7,21,12
14,40,9
5,13,6
4,12,6
3,15,12
13,33,11
7,22,15
9,23,7
12,36,15
2,12,11
7,18,8
4,18,14
18,43,14
4,11,7
10,30,16
10,20,7
1,7,6
9,27,8
1,10,10
9,21,13
3,11,10
8,22,14
3,10,7
6,20,12
3,11,8
13,48,15
1,8,7
4,17,13
3,9,7
11,27,15
11,38,14
3,16,13
7,16,8
0,7,7
7,22,15
9,26,15
11,30,15
7,22,16
14,37,15
7,26,14
3,8,6
6,19,7
12,41,16
11,26,10
2,15,13
5,19,13
10,17,7
7,27,16
4,17,13
1,13,12
3,15,13
2,7,5
3,12,9
19,53,16
14,33,9
7,22,9
6,15,6
2,8,6
10,41,14
12,37,16
15,45,15
17,58,16
7,21,15
2,8,7
9,24,11
8,19,12
12,31,16
1,15,14
7,19,7
7,23,13
5,20,16
10,29,9
17,42,9
0,6,6
0,4,4
5,11,9
4,16,11
8,25,14
11,26,7
5,13,8
11,31,16
17,41,16
1,5,4
5,21,15
9,35,16
8,22,14
15,34,14
10,30,15
15,45,14
3,7,4
2,13,11
1,12,8
5,19,14
7,16,10
1,8,7
16,39,16
3,10,8
2,11,9
4,20,14
8,18,6
18,47,16
9,17,7
1,5,4
11,33,15
13,40,15
4,18,14
13,42,16
6,27,16
5,26,15
0,7,7
8,20,8
14,37,15
9,25,12
1,14,13
9,24,15
4,18,15
10,31,12
1,10,9
12,24,13
5,24,16
7,16,7
5,20,14
13,45,16
1,12,7
1,8,7
7,22,11
9,26,14
0,5,5
7,15,11
0,7,7
1,7,6
9,29,15
0,12,12
4,11,7
4,20,15
6,28,12
4,13,9
16,47,15
3,10,7
7,15,8
2,12,10
5,14,7
8,26,14
3,9,6
1,14,13
1,6,5
13,31,14
29,69,16
8,21,15
10,23,10
16,38,14
10,28,14
9,22,13
27,64,16
4,15,11
1,8,8
13,32,9
12,27,9
4,20,11
7,22,15
9,27,13
14,47,16
5,16,10
12,44,13
2,7,5
15,40,14
3,15,11
5,14,7
4,15,10
3,13,9
3,19,15
3,8,5
0,5,5
2,8,5
3,14,11
12,30,13
2,10,8
2,8,6
13,32,14
5,14,9
3,11,8
7,17,9
6,13,7
29,75,16
6,18,13
2,7,5
7,17,8
0,8,8
6,21,8
9,22,14
12,33,15
4,14,10
5,20,15
11,20,10
5,26,14
4,9,6
8,15,11
3,12,9
16,41,14
12,37,15
9,24,9
3,20,14
3,8,5
6,17,8
13,37,15
2,10,8
3,18,13
2,8,7
4,11,7
24,52,16
14,37,15
6,23,14
5,16,11
2,8,7
8,23,16
9,21,13
11,30,15
12,28,15
3,9,7
11,24,12
13,36,10
11,37,15
5,17,14
