n_d,n_genes,n_species
2,8,6
5,13,8
1,8,6
4,13,9
2,16,14
3,7,6
0,6,6
3,13,10
2,9,7
2,8,6
4,17,12
2,17,13
1,8,7
8,18,11
2,7,5
6,14,9
1,7,6
4,22,9
5,19,13
6,13,9
4,13,9
4,15,13
3,12,6
4,10,8
0,7,7
1,7,6
1,8,6
3,9,6
3,12,9
5,12,5
3,14,12
9,23,7
2,11,7
5,15,9
4,21,14
3,12,6
1,5,4
2,6,5
12,33,14
3,17,12
3,19,15
2,6,5
3,11,11
7,17,13
2,16,11
2,11,8
4,11,8
0,6,6
7,19,11
4,21,14
4,19,12
3,7,4
3,9,6
5,11,8
3,8,6
2,7,5
0,4,4
1,12,9
5,10,6
5,17,11
2,6,5
0,4,4
7,25,16
0,8,8
2,6,4
2,6,5
0,11,11
0,4,4
1,8,7
2,12,11
2,15,13
9,27,15
4,12,9
2,11,9
3,7,4
1,6,5
4,7,5
3,13,10
4,10,8
1,7,6
2,16,10
0,4,4
0,6,6
2,9,7
1,7,6
1,8,8
0,4,4
2,14,12
6,18,12
4,16,7
3,7,4
4,18,12
2,11,6
1,13,11
3,10,7
7,15,8
5,18,14
1,11,10
7,27,12
5,17,11
2,8,7
0,7,7
3,13,10
7,28,12
2,6,6
0,5,5
0,5,5
1,8,8
2,9,7
2,6,4
0,12,12
2,12,10
3,15,11
2,8,7
0,6,6
0,8,8
1,10,9
1,13,12
5,22,14
7,16,11
1,5,5
3,7,4
1,12,7
4,16,14
0,6,6
3,20,9
1,7,5
3,10,10
0,8,8
4,11,7
1,5,4
2,7,6
1,11,7
0,5,5
1,6,5
6,15,10
4,17,13
3,14,11
3,10,7
4,15,11
3,13,10
3,9,7
6,20,14
3,10,8
6,12,5
1,7,7
1,7,7
0,4,4
4,8,5
1,12,11
1,5,4
2,9,7
0,6,6
0,5,5
7,24,10
3,7,4
2,8,6
2,11,8
5,15,10
4,9,7
4,14,11
2,9,7
1,6,5
4,12,7
0,5,5
2,10,9
3,9,7
3,7,5
3,12,10
1,9,8
4,14,8
1,6,5
2,8,7
4,12,7
3,13,11
3,9,7
8,16,8
2,11,9
0,5,5
7,20,13
2,12,7
1,10,7
3,9,5
2,7,5
1,7,6
0,12,12
4,12,8
2,9,8
2,7,6
0,7,7
1,7,7
2,5,4
2,8,7
7,20,12
4,16,8
2,7,5
4,12,8
4,16,9
2,11,9
0,7,7
0,5,5
4,9,6
2,9,8
1,5,4
7,14,9
2,8,6
1,9,8
4,9,4
3,10,6
2,8,6
3,8,6
2,15,14
1,11,10
1,9,8
5,15,6
7,20,11
15,33,13
4,10,9
0,6,6
0,4,4
2,8,6
2,11,10
1,5,4
1,9,8
6,19,10
3,12,10
1,5,4
2,6,4
2,13,11
1,8,7
1,10,9
2,11,9
5,18,7
0,6,6
5,23,16
0,4,4
2,17,12
3,5,4
1,5,4
9,22,12
8,20,12
1,5,4
1,9,8
3,7,4
0,8,8
3,13,11
3,11,8
3,8,5
5,13,9
3,8,6
3,13,10
2,10,8
1,8,7
11,31,15
2,8,5
1,10,9
1,9,8
1,5,4
0,7,7
5,17,10
2,11,7
6,22,14
0,9,9
1,9,8
4,20,13
3,8,6
0,4,4
1,9,6
6,16,13
5,19,15
4,16,13
4,8,5
3,18,14
1,6,5
3,11,7
2,9,7
1,9,8
4,17,13
7,21,9
2,7,5
1,5,5
4,25,14
1,5,4
2,6,4
0,4,4
2,5,5
4,20,9
1,11,11
2,5,5
7,28,15
1,7,6
7,18,10
0,7,7
4,8,4
2,8,7
2,15,12
0,8,8
0,9,9
2,12,10
2,8,7
4,17,13
2,7,5
6,19,14
4,14,8
7,20,11
0,5,5
3,8,5
2,16,10
0,5,5
2,7,6
1,5,5
4,14,11
4,7,6
0,4,4
7,11,7
0,8,8
1,6,5
0,7,7
2,14,8
0,8,8
1,15,11
3,10,9
0,6,6
1,6,6
1,8,7
5,10,6
3,13,11
1,5,4
1,12,12
5,18,12
0,9,9
0,7,7
1,12,11
8,17,11
3,9,6
4,20,12
8,16,7
3,11,9
4,15,12
1,10,10
0,6,6
1,6,5
0,5,5
0,5,5
2,7,5
0,7,7
4,16,8
6,17,7
2,8,6
5,12,9
2,16,14
0,4,4
4,17,12
9,23,10
0,5,5
2,10,9
4,13,6
0,11,11
2,15,13
0,5,5
2,11,7
7,20,12
0,6,6
3,12,9
1,4,4
2,9,7
7,27,14
0,4,4
1,9,9
2,13,9
1,5,4
1,9,9
1,7,6
1,13,13
2,12,10
2,13,11
2,7,5
2,11,7
3,19,14
4,17,12
1,5,4
5,12,8
1,11,10
5,13,9
2,11,10
3,9,7
1,7,6
8,26,11
1,8,7
5,15,7
2,8,6
6,15,8
4,13,9
2,12,8
0,7,7
2,7,6
8,26,13
2,9,8
2,8,7
1,5,4
5,12,6
0,8,8
1,6,4
3,18,13
6,17,10
1,5,4
0,8,8
1,7,6
1,6,5
0,5,5
5,16,9
1,6,5
5,15,10
3,13,7
10,28,14
0,10,10
2,9,9
4,16,9
1,8,7
1,5,4
5,26,15
0,8,8
3,10,7
3,10,7
2,7,6
1,6,5
4,15,9
4,13,11
2,8,6
1,9,8
7,23,9
1,5,4
2,15,12
1,8,8
0,6,6
0,5,5
0,4,4
7,24,16
1,7,6
6,17,12
1,13,9
0,6,6
2,8,6
1,6,5
5,16,10
3,12,9
3,10,8
2,9,8
5,32,16
1,5,5
1,7,6
5,9,4
7,19,12
0,4,4
0,10,10
1,8,7
1,11,10
3,12,8
4,12,7
3,13,9
3,19,10
2,12,10
1,8,7
1,13,13
8,20,7
9,26,12
2,6,4
3,10,7
1,12,11
0,13,13
1,5,4
1,5,4
2,15,14
4,19,9
2,8,7
1,7,6
5,13,8
1,8,7
1,7,5
1,5,5
1,13,8
3,12,10
4,14,10
2,12,11
3,9,7
3,6,6
1,7,6
1,10,9
1,11,10
1,4,4
5,15,13
4,14,10
0,4,4
0,6,6
2,9,8
0,9,9
2,7,5
4,14,12
1,5,5
6,14,8
2,10,8
1,11,8
2,8,5
1,14,13
3,12,6
1,11,10
4,17,9
1,5,5
3,10,9
4,15,6
1,8,7
1,13,12
1,8,7
2,14,11
3,12,9
5,18,9
2,13,6
2,16,14
2,7,6
1,6,5
8,17,5
6,15,12
6,19,11
0,12,12
4,14,13
1,8,7
0,6,6
1,7,6
1,5,4
2,12,10
0,7,7
8,26,15
3,13,11
2,8,6
1,5,5
2,15,8
2,7,6
1,15,14
2,16,13
10,29,14
2,5,4
3,12,11
1,5,5
3,8,6
3,12,10
0,7,7
10,23,9
0,6,6
4,10,6
1,6,5
6,14,8
3,18,12
2,10,6
11,25,14
2,8,7
2,11,6
0,5,5
3,7,5
0,7,7
2,7,6
4,18,14
0,9,9
4,13,7
5,15,9
3,8,6
3,11,6
5,18,10
6,18,12
3,6,4
1,6,6
3,9,7
1,9,8
1,5,5
3,8,6
6,14,9
3,9,8
1,9,8
4,15,13
5,15,9
2,8,6
0,4,4
0,5,5
3,21,11
3,15,11
2,8,7
6,17,10
0,10,10
2,8,7
6,23,13
2,15,11
2,6,4
1,8,7
1,9,8
6,18,11
1,7,5
2,6,5
5,10,8
4,13,7
5,16,12
2,11,6
0,6,6
0,8,8
8,11,6
0,4,4
7,15,9
3,10,7
0,5,5
5,13,7
6,12,8
6,23,12
2,7,5
1,7,7
2,9,7
2,13,11
2,6,4
2,7,5
3,10,7
4,14,7
2,6,4
2,12,10
2,12,11
0,5,5
4,13,9
3,11,9
5,19,9
4,11,5
5,17,13
1,5,5
1,5,4
4,18,14
2,10,9
7,21,12
6,27,11
9,24,8
2,10,9
0,11,11
6,25,15
2,9,6
2,7,5
2,14,13
3,15,11
3,7,5
9,23,11
1,11,11
3,11,6
2,8,6
8,19,10
8,21,14
7,19,14
1,7,6
2,5,5
3,15,13
7,22,10
1,8,7
5,18,9
5,19,14
0,5,5
3,17,14
9,25,12
0,6,6
3,15,12
1,7,7
5,15,9
2,11,9
3,9,7
7,14,8
2,8,7
1,5,5
4,12,7
0,4,4
0,6,6
5,11,5
1,8,5
0,8,8
0,12,12
5,21,13
1,4,4
1,10,9
0,7,7
0,9,9
6,18,8
0,6,6
1,8,5
1,12,11
1,5,5
2,5,4
4,16,11
4,14,11
3,10,6
2,10,8
1,4,4
5,11,6
2,11,9
0,5,5
1,5,5
1,5,5
3,15,9
2,6,5
1,8,7
1,6,5
3,10,5
2,9,9
0,10,10
5,8,5
2,7,6
2,10,8
3,13,8
3,7,4
2,8,6
0,9,9
10,22,12
8,24,13
0,9,9
1,7,6
1,8,7
1,10,9
3,14,11
1,4,4
5,13,7
7,17,11
11,26,14
3,12,10
0,8,8
0,4,4
5,27,15
3,16,13
2,7,5
0,9,9
1,5,5
1,11,11
2,4,4
1,10,9
3,13,10
3,7,6
1,7,6
2,13,11
0,4,4
1,6,5
6,21,12
1,7,6
1,6,5
3,10,9
2,7,6
1,5,4
3,14,12
5,13,10
7,27,13
2,11,9
2,10,9
2,8,6
0,4,4
6,13,5
2,13,9
0,9,9
3,14,11
4,15,11
2,9,7
0,4,4
1,6,5
1,6,5
2,8,5
6,20,13
2,13,8
1,6,5
0,6,6
0,5,5
0,12,12
4,15,8
3,21,12
0,6,6
1,7,6
1,8,6
4,8,5
1,9,9
2,9,7
1,11,10
4,9,5
2,9,7
0,9,9
0,4,4
5,15,10
0,5,5
2,12,11
5,13,9
0,4,4
3,21,13
1,5,5
2,11,9
4,19,14
4,18,13
2,13,10
1,8,8
2,14,8
0,7,7
1,9,8
2,4,4
1,9,8
4,15,12
1,6,5
2,7,4
2,13,12
3,13,8
1,7,6
1,11,7
1,5,4
0,5,5
1,12,11
3,15,11
7,18,12
4,14,9
7,17,11
1,6,5
4,8,6
5,14,9
1,9,6
3,9,6
2,10,8
2,6,5
6,16,10
2,13,11
3,12,9
8,17,7
1,13,12
0,7,7
6,23,14
0,6,6
3,13,10
4,13,9
2,13,12
3,9,5
0,8,8
4,20,15
6,19,8
2,16,13
7,26,10
2,11,8
2,15,13
4,16,10
0,9,9
3,14,11
3,5,4
7,16,7
1,6,5
5,15,9
4,12,10
3,8,5
1,9,9
5,17,11
5,22,14
1,9,9
1,7,6
3,9,8
7,25,13
1,5,5
2,11,9
2,7,6
2,6,5
3,15,9
1,9,7
3,15,12
4,7,4
1,13,13
1,5,4
1,12,11
2,8,4
3,13,7
1,8,8
2,18,13
0,6,6
1,11,10
0,10,10
4,12,11
1,6,5
1,10,9
0,5,5
4,17,13
0,11,11
2,6,4
0,4,4
5,11,5
5,15,9
2,5,4
0,5,5
0,4,4
3,10,7
4,10,5
4,13,8
4,10,6
2,14,12
1,7,6
0,5,5
1,11,10
0,5,5
4,14,12
1,11,8
3,11,8
3,8,5
2,5,4
3,10,7
2,13,8
1,6,5
4,8,7
4,12,9
1,8,8
7,15,7
2,9,7
2,10,8
1,9,7
0,6,6
1,8,7
1,7,6
1,7,6
4,11,9
6,17,7
1,4,4
2,8,6
7,14,6
1,8,7
4,14,7
5,19,12
3,21,14
1,6,5
1,10,6
2,6,4
0,10,10
1,12,11
2,9,7
1,8,5
0,8,8
0,7,7
1,12,11
3,10,8
4,6,4
1,5,5
8,33,12
8,25,15
2,6,4
1,5,4
0,6,6
1,6,5
5,19,6
9,21,12
4,13,9
2,6,4
3,9,5
2,7,4
5,20,13
5,19,12
2,12,10
4,21,13
10,24,10
2,10,8
1,8,7
2,11,9
1,5,4
2,10,9
3,19,12
3,12,9
1,9,8
1,6,6
2,7,7
2,15,9
6,13,7
2,16,13
2,10,8
1,10,9
0,7,7
0,4,4
4,8,4
4,17,14
8,19,7
4,9,6
2,7,5
3,9,6
3,11,8
9,26,15
1,5,4
4,18,10
0,4,4
8,18,12
1,4,4
3,14,12
1,11,7
1,5,4
7,18,9
10,24,8
0,8,8
6,23,14
2,7,5
5,16,11
8,25,8
2,13,11
1,7,6
1,4,4
5,16,12
7,18,11
3,13,12
6,18,14
5,20,8
1,11,10
4,11,8
6,14,10
4,12,8
1,5,4
1,5,5
1,4,4
5,11,7
2,7,5
7,19,7
0,5,5
1,5,4
2,13,11
2,5,4
2,14,13
2,13,12
1,11,10
0,7,7
8,28,12
4,13,10
2,13,11
6,25,14
2,8,6
3,14,10
15,37,8
1,8,7
3,15,12
2,10,8
4,16,13
7,14,8
2,10,9
3,15,12
4,17,13
2,9,8
2,6,6
7,22,11
3,13,10
4,16,13
0,11,11
5,15,11
3,9,5
2,13,11
5,14,11
4,20,9
3,8,4
4,21,15
4,17,12
3,9,6
1,13,12
3,13,11
7,21,11
3,16,15
3,16,11
2,12,8
2,8,6
8,22,10
3,13,9
0,7,7
3,8,6
1,9,8
0,4,4
1,5,4
0,6,6
1,5,4
2,5,4
0,7,7
3,10,8
5,10,4
1,7,6
5,13,7
7,19,10
3,10,7
7,18,11
0,5,5
0,5,5
1,14,11
0,4,4
1,4,4
0,6,6
3,5,5
2,11,9
0,5,5
3,16,13
0,4,4
3,10,9
2,7,5
1,7,7
1,7,6
2,16,11
6,25,8
2,13,11
0,4,4
2,9,9
1,5,4
2,7,5
1,9,9
0,7,7
1,10,9
2,7,5
2,15,14
2,9,7
3,15,11
0,5,5
1,6,5
3,12,9
0,5,5
2,11,10
7,29,15
7,25,11
0,4,4
3,18,12
2,11,10
1,5,4
2,11,8
2,14,9
0,5,5
7,22,15
1,10,7
6,22,11
1,11,10
2,10,8
2,8,5
4,10,7
2,10,9
5,22,12
2,12,10
4,17,11
7,16,8
2,14,12
3,11,6
2,5,4
0,4,4
0,4,4
2,10,9
1,7,7
1,10,9
3,10,8
0,4,4
3,16,11
4,14,8
5,13,9
1,4,4
0,5,5
2,6,6
1,10,9
6,21,12
3,16,12
2,6,5
2,5,4
6,21,10
1,6,5
7,26,12
1,7,7
0,6,6
1,11,11
3,7,6
1,13,13
5,12,6
1,8,8
5,9,4
3,9,8
7,22,16
3,8,6
5,16,11
1,14,13
7,22,13
0,7,7
2,11,9
3,9,7
0,5,5
3,12,9
0,5,5
0,6,6
3,7,5
0,5,5
3,9,7
1,7,6
1,5,4
1,10,7
5,10,7
3,15,6
4,14,11
8,17,6
6,19,14
0,7,7
4,7,4
4,11,5
1,8,7
2,9,7
2,10,10
8,19,13
1,8,7
0,8,8
1,7,6
4,12,7
1,5,4
2,13,12
4,12,8
6,17,9
6,15,9
5,16,13
4,16,9
8,22,12
1,5,4
2,7,7
7,16,6
5,23,14
1,5,4
3,12,9
0,4,4
8,28,12
8,17,9
0,6,6
1,13,13
1,5,4
4,19,12
7,18,13
4,11,8
0,9,9
3,12,8
3,11,7
0,11,11
1,5,4
2,14,10
0,5,5
3,13,10
3,14,12
10,20,12
3,13,11
4,13,7
2,6,5
1,6,5
4,10,8
2,15,14
3,9,7
1,5,5
2,9,6
1,5,4
0,5,5
0,4,4
2,6,4
6,21,12
10,31,13
1,10,9
2,10,8
3,12,11
2,6,5
1,6,5
4,9,5
1,7,6
6,13,8
4,9,6
6,20,14
5,19,13
1,4,4
1,8,8
1,6,5
2,7,5
0,7,7
2,11,8
3,12,9
0,4,4
5,13,10
8,28,8
2,10,8
3,17,8
4,12,9
3,8,5
7,14,11
5,14,9
5,9,5
11,29,13
8,20,13
5,14,12
1,12,11
1,9,8
3,11,6
0,4,4
3,16,13
0,6,6
0,5,5
2,9,7
1,11,10
1,7,7
7,20,13
1,12,11
10,23,14
7,18,9
1,6,4
11,29,14
2,15,10
4,17,13
4,15,9
1,12,11
0,6,6
7,16,10
2,16,12
1,13,9
2,14,12
14,47,16
4,15,12
4,17,13
0,5,5
2,8,7
4,15,10
0,8,8
0,7,7
4,14,6
0,4,4
2,11,8
2,15,9
5,21,7
2,9,8
7,20,13
7,22,11
4,16,8
2,7,6
0,6,6
1,6,5
13,30,11
10,27,14
4,8,4
0,7,7
4,6,4
0,7,7
1,7,7
4,14,12
5,18,9
3,11,6
2,11,9
6,15,10
1,10,9
6,19,11
0,4,4
4,13,10
3,9,8
1,7,7
9,28,14
3,20,14
3,9,4
2,4,4
0,6,6
2,13,11
1,6,5
3,14,11
6,17,8
2,11,9
8,14,8
6,21,14
0,6,6
3,13,10
3,18,10
7,15,8
0,5,5
12,24,7
2,10,9
7,25,10
3,11,9
8,25,8
2,9,9
8,27,13
3,6,5
4,11,7
6,23,12
4,11,7
2,13,11
2,14,12
2,11,7
0,5,5
0,4,4
6,19,9
2,6,5
1,13,12
5,15,10
5,14,7
1,6,5
2,8,7
4,13,10
5,16,12
4,9,7
5,14,7
2,7,5
3,7,4
4,9,6
1,4,4
5,16,13
3,12,8
2,12,10
3,11,6
0,4,4
4,13,8
1,7,6
1,7,7
0,6,6
5,19,16
3,13,8
4,16,12
2,7,5
5,19,15
1,9,8
2,12,7
7,21,10
4,10,8
0,8,8
6,23,16
0,6,6
2,7,5
0,7,7
2,13,12
0,8,8
1,6,5
2,5,4
5,19,14
3,8,6
2,10,6
2,12,10
1,13,9
1,7,6
2,9,6
0,6,6
3,12,8
2,8,7
1,5,4
0,5,5
1,7,7
1,5,4
9,32,15
2,7,5
2,12,9
2,12,11
1,5,4
2,10,8
3,12,10
1,5,4
2,9,7
2,10,8
3,10,8
4,14,9
5,16,11
0,6,6
2,11,9
5,14,9
0,5,5
0,4,4
1,5,4
1,7,6
3,13,10
0,5,5
0,10,10
1,6,5
5,20,11
1,11,7
0,4,4
4,12,8
4,11,7
2,9,7
2,8,6
2,11,9
10,25,12
0,6,6
2,10,9
4,22,15
3,15,9
5,17,8
1,6,5
1,7,6
4,14,10
5,20,14
4,18,11
4,11,9
3,17,11
5,19,11
5,19,8
3,16,11
3,10,6
2,10,8
3,8,5
8,27,9
0,6,6
3,10,6
2,6,5
8,31,16
0,11,11
2,5,4
0,9,9
2,12,10
3,7,6
4,13,10
4,12,8
4,20,13
2,14,12
0,5,5
0,4,4
0,4,4
2,8,6
1,6,5
3,12,12
3,9,6
2,17,8
6,17,13
3,7,5
1,8,8
0,8,8
