n_d,n_genes,n_species
3,7,4
10,26,10
2,6,4
3,10,6
1,9,9
5,10,5
1,5,5
10,25,14
1,8,5
5,13,6
1,7,7
2,7,6
0,4,4
4,10,6
5,12,9
2,6,4
3,12,9
5,10,5
0,4,4
13,30,14
1,5,5
5,12,5
11,26,9
6,15,12
2,9,5
7,14,6
2,9,5
4,17,13
5,15,9
6,10,4
12,22,9
0,5,5
4,10,6
5,12,8
6,12,6
4,8,5
1,4,4
2,8,8
1,6,5
6,13,7
2,10,7
4,11,7
6,13,9
10,21,9
9,18,12
2,8,6
2,5,4
2,10,8
20,32,7
7,14,9
1,6,5
1,8,7
6,21,11
4,7,6
4,11,8
3,19,12
3,16,8
4,7,5
2,7,6
8,19,11
3,10,8
7,17,8
2,5,4
2,10,6
5,14,7
4,7,4
4,11,7
4,8,5
4,10,6
8,24,8
17,27,5
6,11,8
5,9,5
2,6,6
6,15,10
2,7,6
13,26,9
2,6,5
0,7,7
3,8,6
3,7,7
3,11,9
2,8,6
0,4,4
8,17,11
3,8,5
4,20,8
4,12,9
1,6,5
5,10,7
6,11,6
5,18,6
1,4,4
2,6,4
5,8,5
2,6,4
6,8,5
5,16,12
1,6,6
2,13,8
4,11,7
3,11,9
2,10,10
0,4,4
2,7,5
6,11,8
9,20,10
3,7,4
3,8,4
3,8,6
3,12,9
2,6,4
2,12,8
5,12,7
5,12,8
3,9,6
2,10,6
9,21,8
2,12,7
3,7,5
3,13,6
2,7,5
3,7,5
1,4,4
6,11,6
5,14,7
1,5,4
1,8,5
9,15,9
5,10,8
1,8,7
0,4,4
7,18,12
2,6,4
4,11,6
12,30,13
0,4,4
6,16,5
3,10,5
4,15,9
10,22,11
12,25,7
8,16,8
5,9,5
1,10,9
5,9,6
4,7,6
2,7,5
2,6,4
2,5,4
2,8,6
3,9,6
5,11,7
7,21,11
7,17,12
8,13,6
3,7,6
1,7,6
4,9,7
4,13,7
2,6,4
7,11,6
5,20,7
2,7,5
5,19,10
10,21,12
6,13,7
4,11,7
7,15,8
5,15,10
11,15,4
1,9,6
2,9,8
13,34,11
8,15,8
4,17,9
2,5,4
3,11,8
2,5,5
2,7,7
2,5,5
1,9,7
4,9,5
3,9,7
4,7,6
0,6,6
3,8,6
1,9,8
2,10,8
