n_d,n_genes,n_species
14,20,7
8,20,11
4,7,4
11,21,9
1,4,4
0,7,7
7,12,7
3,10,8
9,25,11
4,13,8
1,10,9
3,8,5
9,24,8
16,37,14
2,7,4
5,9,4
8,16,10
4,7,4
4,20,9
5,11,7
12,24,12
12,26,7
5,12,8
12,20,9
3,10,8
7,11,5
8,20,8
3,11,9
13,38,13
7,21,10
5,15,10
2,8,6
7,18,8
5,13,8
2,8,6
8,15,7
12,32,11
7,21,14
2,6,4
8,14,6
14,37,7
6,21,8
14,45,16
25,67,11
7,31,13
3,13,6
2,10,9
4,20,12
2,6,5
4,11,7
1,8,7
5,15,7
5,13,7
11,24,12
3,9,7
12,27,7
7,20,12
1,5,4
3,7,4
20,46,9
13,29,16
2,5,4
2,6,5
4,10,6
2,9,7
14,36,15
7,16,9
7,18,10
4,11,6
1,7,6
18,28,10
14,26,12
3,10,7
14,28,8
6,12,8
2,11,10
1,8,7
17,42,9
11,24,11
3,11,9
11,39,13
8,20,13
3,10,8
9,16,7
0,4,4
1,6,5
4,11,6
2,8,7
1,11,8
6,12,7
6,21,8
4,22,13
11,22,13
7,21,12
11,18,5
3,10,7
16,43,14
8,19,7
4,13,9
7,14,8
0,6,6
0,7,7
6,19,7
4,8,4
10,23,15
3,13,9
4,9,6
10,25,14
5,18,12
10,32,15
8,12,5
7,12,7
1,10,7
2,10,7
6,13,6
6,13,7
6,12,6
0,4,4
1,6,6
5,15,13
6,13,10
15,47,15
4,16,6
16,30,15
16,34,15
3,13,11
6,8,5
7,22,14
4,10,5
4,17,5
3,10,7
1,13,9
5,16,7
3,9,6
16,36,13
3,14,11
6,13,7
7,14,8
1,8,8
2,8,6
17,30,7
8,17,10
1,8,8
31,64,15
8,20,12
17,41,15
14,32,13
4,14,9
9,23,12
4,11,7
2,13,12
9,33,13
3,11,7
1,6,5
10,28,15
1,4,4
7,13,7
9,18,11
9,15,7
5,15,7
8,14,7
2,10,9
1,10,9
3,5,4
4,10,5
1,5,5
3,7,4
8,20,12
7,14,5
1,6,5
2,6,4
27,47,16
1,6,6
2,12,10
6,13,7
8,23,9
13,31,13
7,22,11
7,23,13
3,7,4
7,21,12
3,8,4
1,6,5
5,15,11
7,11,5
2,9,8
9,23,13
3,9,7
2,7,5
0,10,10
3,12,9
2,10,8
6,14,7
11,34,16
5,19,11
5,17,11
6,14,9
3,7,4
4,16,11
1,7,6
6,10,5
2,11,9
7,17,11
3,7,6
3,10,6
3,13,7
0,6,6
7,17,9
8,17,8
1,5,5
9,34,15
16,40,16
3,13,10
5,14,7
2,10,6
4,9,4
4,9,4
13,29,10
7,13,6
3,8,6
2,9,6
11,33,9
4,9,5
6,12,8
3,8,5
10,27,8
3,9,6
7,13,7
1,7,6
2,6,5
5,14,8
5,19,13
4,20,14
2,6,4
3,13,7
12,29,10
3,13,7
4,16,9
7,21,12
3,8,5
4,17,12
17,41,15
5,8,5
2,6,4
19,28,8
1,8,8
2,7,6
7,14,10
6,12,4
14,31,12
9,24,12
9,22,11
0,4,4
4,8,4
2,6,4
8,17,8
9,20,7
15,30,15
0,6,6
6,15,7
10,20,11
4,8,6
6,17,7
4,10,6
13,32,12
5,12,7
3,10,8
8,21,10
11,24,7
11,21,8
20,41,15
9,23,12
11,45,11
5,9,5
5,10,6
3,11,10
0,5,5
2,6,4
3,9,4
2,6,5
3,10,8
14,39,8
1,5,5
6,18,13
1,6,5
1,10,9
12,33,13
5,19,13
2,5,5
8,25,11
3,11,9
3,13,9
0,5,5
3,9,7
3,5,4
16,45,15
0,4,4
8,17,10
8,17,10
1,6,5
5,11,7
3,9,5
8,21,8
9,19,10
13,38,16
3,7,4
1,8,7
6,14,7
6,12,7
10,21,11
8,18,12
4,9,5
3,6,4
8,28,15
6,15,9
3,7,4
0,6,6
9,17,10
5,10,6
2,6,6
2,8,6
11,31,12
3,10,8
7,18,13
0,5,5
13,26,7
0,7,7
5,20,7
4,24,12
5,9,6
7,19,12
4,16,12
3,7,6
10,28,12
3,10,8
11,22,7
5,15,10
0,12,12
3,8,6
15,37,15
2,8,7
0,5,5
11,15,4
2,8,7
10,28,14
4,9,5
4,15,11
4,11,8
14,34,13
9,26,13
3,8,5
2,9,7
2,8,6
10,25,14
4,8,5
8,21,11
8,13,8
17,34,9
18,35,9
3,11,8
7,14,8
3,9,5
31,59,16
0,5,5
5,13,7
9,14,4
8,24,7
1,4,4
9,16,5
3,7,4
7,19,13
4,7,4
11,21,11
3,9,6
2,10,8
6,18,11
7,21,7
8,14,6
2,9,8
3,13,11
8,13,4
4,11,8
1,9,6
0,7,7
13,30,15
14,22,5
12,26,10
8,14,8
2,9,5
6,14,9
6,15,10
3,14,8
4,8,4
6,12,8
5,10,6
2,6,4
9,19,7
3,9,7
1,8,6
5,10,6
6,21,8
1,7,6
3,19,8
4,13,11
7,17,8
3,8,6
15,39,12
10,31,15
4,6,4
4,7,4
0,13,13
17,36,14
9,21,13
7,24,13
11,27,9
2,9,7
5,14,9
11,20,7
4,9,6
15,38,7
4,12,8
1,4,4
10,20,11
13,27,13
18,39,7
7,11,5
15,30,11
5,17,14
9,17,10
8,15,7
6,12,7
7,16,7
15,30,10
6,22,12
2,5,4
2,9,7
0,5,5
3,9,6
4,9,7
2,6,5
8,14,7
8,14,6
4,7,4
19,40,15
9,25,13
9,36,9
3,8,5
0,4,4
6,13,9
8,22,8
9,28,15
5,14,8
3,17,14
27,55,9
1,8,8
5,12,7
4,11,7
4,7,4
8,22,13
12,23,12
8,10,4
4,7,4
1,8,7
8,21,9
1,6,5
6,16,6
5,14,7
8,21,9
6,15,8
2,11,8
4,10,8
6,18,13
3,11,6
0,4,4
7,16,7
11,19,7
14,29,12
4,14,10
25,46,15
11,21,8
4,8,4
1,5,4
2,10,9
5,15,8
3,8,5
3,12,8
12,25,13
1,5,5
4,11,8
3,13,7
3,8,5
5,9,5
5,11,5
3,12,10
0,6,6
5,10,5
11,37,10
2,6,4
9,27,12
13,25,10
13,25,10
1,9,8
5,12,6
19,40,15
4,14,9
4,12,8
5,12,9
3,10,8
8,18,11
3,10,6
11,27,13
8,20,6
5,12,9
1,6,5
4,11,7
8,15,8
1,7,6
5,7,5
15,40,9
5,18,11
8,15,8
1,8,5
4,7,4
10,25,12
2,6,5
3,8,6
1,5,4
10,20,10
3,7,6
4,9,6
5,12,9
5,9,4
3,10,7
10,23,12
9,13,5
3,10,7
1,6,5
10,20,11
3,7,4
0,4,4
1,5,4
5,16,12
2,6,5
1,8,7
10,21,11
10,17,9
4,15,12
10,22,9
13,32,11
11,34,9
2,10,7
4,12,9
6,14,9
6,9,4
8,16,6
2,7,6
2,8,5
2,8,7
15,26,7
4,10,5
4,10,6
3,6,5
15,52,14
9,24,12
2,8,6
8,20,13
12,31,13
12,28,7
8,23,13
2,8,6
8,21,9
3,11,6
3,8,6
2,7,4
13,21,5
5,15,6
2,5,4
2,9,8
3,11,8
14,21,6
24,42,10
2,10,9
5,20,14
4,9,4
7,17,8
11,29,13
4,12,6
3,12,9
2,11,9
6,15,8
9,23,13
6,17,7
32,57,16
5,9,6
10,29,14
2,9,8
3,9,6
4,17,9
3,13,12
9,15,9
3,11,9
13,26,13
5,11,5
9,17,8
9,20,11
4,16,12
7,17,11
10,27,9
5,25,13
1,4,4
4,12,8
15,34,12
5,11,6
2,6,4
7,16,12
7,22,15
10,30,15
3,12,10
7,10,5
6,13,9
2,7,6
7,17,11
9,19,12
10,29,14
9,23,8
5,17,10
3,9,6
9,22,9
13,28,13
9,25,11
22,30,7
5,12,7
6,19,9
6,14,6
22,45,11
3,7,4
6,11,6
5,15,10
36,71,15
11,24,7
3,11,8
15,39,14
3,7,4
4,8,5
1,6,5
5,17,12
9,21,11
4,6,4
6,20,14
11,24,9
5,20,14
8,18,10
5,14,10
1,6,5
1,8,7
7,25,14
9,24,8
2,8,6
3,7,5
14,27,13
6,21,12
5,12,7
13,35,7
2,14,9
2,8,6
1,5,4
13,36,16
17,37,9
5,12,7
2,8,7
2,11,9
5,15,12
1,9,6
6,19,13
9,13,6
5,13,8
10,25,8
9,23,7
12,26,11
0,6,6
7,24,9
11,16,7
2,12,10
26,72,11
9,12,5
2,7,5
6,12,5
2,11,7
8,18,13
4,11,8
0,6,6
4,8,5
8,22,9
15,40,14
0,7,7
9,27,14
1,4,4
4,9,6
3,8,5
13,22,11
7,13,6
5,18,11
7,15,11
5,9,6
19,31,6
4,16,12
8,16,10
7,15,10
7,21,12
7,13,7
8,20,10
9,25,13
6,16,11
4,13,10
11,23,14
14,24,7
10,30,13
3,8,6
5,10,7
6,16,10
4,12,6
17,32,9
0,4,4
13,28,15
8,16,7
3,13,7
2,6,4
7,23,13
7,23,9
9,24,15
3,11,8
11,29,10
18,23,8
12,31,13
2,12,11
5,10,6
7,10,4
2,6,4
5,9,6
10,19,10
8,15,6
1,5,4
7,17,7
2,7,6
6,14,9
11,27,13
6,19,12
4,19,13
8,23,8
3,6,4
12,25,13
6,14,8
6,10,4
8,23,6
15,33,15
5,9,6
2,14,9
10,20,11
9,15,5
6,10,4
10,22,10
5,12,10
4,12,7
6,19,10
9,24,13
4,8,4
15,25,7
13,27,12
5,16,7
6,15,6
4,10,7
7,17,10
9,25,14
18,53,9
0,7,7
8,14,5
2,11,8
14,27,13
21,48,12
3,10,9
0,5,5
4,10,4
1,8,7
2,5,4
6,15,10
3,11,7
3,14,7
8,10,4
9,20,13
5,14,9
7,20,13
5,12,5
13,21,10
6,11,5
7,13,6
9,17,7
5,10,6
6,14,11
7,9,4
4,8,4
2,6,4
1,6,5
5,11,8
10,21,13
13,31,9
6,22,14
4,12,9
1,7,7
3,5,4
23,51,11
8,12,6
18,34,10
15,33,8
12,24,7
6,13,6
2,7,7
12,31,15
3,8,5
8,17,11
10,31,16
10,18,6
2,7,6
8,25,8
13,35,14
13,30,13
6,20,11
3,16,14
3,8,5
3,11,10
6,10,4
10,17,7
2,11,9
3,6,4
20,56,15
4,8,6
3,5,4
0,5,5
4,10,6
5,12,6
16,33,15
3,7,5
4,14,8
10,15,5
10,18,11
0,6,6
8,20,11
6,18,11
10,24,13
6,15,8
2,5,4
2,7,5
14,22,11
5,11,8
4,12,7
2,5,4
12,24,13
5,16,13
10,25,9
2,13,10
2,9,8
3,8,6
4,12,9
1,7,6
13,33,14
13,37,9
3,9,5
1,5,5
3,8,5
4,12,6
10,20,7
12,26,14
1,9,5
11,26,14
10,23,15
6,15,10
1,6,5
17,51,10
7,21,13
2,10,9
6,14,7
2,7,6
8,17,11
4,15,13
2,7,5
1,4,4
7,19,8
8,24,13
16,37,9
1,9,8
2,16,14
18,35,13
8,19,7
3,9,7
2,6,5
7,21,11
3,7,5
5,13,9
1,15,14
0,6,6
3,10,9
5,12,6
6,11,6
2,10,6
1,7,6
3,12,8
6,16,12
4,8,4
8,24,9
2,7,5
1,5,4
7,21,12
3,9,7
4,8,5
3,6,5
4,16,10
1,8,5
3,10,8
9,28,15
3,16,7
5,15,10
2,6,4
7,18,9
8,13,7
13,24,12
4,16,8
6,27,8
14,32,12
0,6,6
2,7,6
6,13,7
5,9,6
4,10,6
9,25,16
2,6,4
4,11,6
1,10,9
0,5,5
8,24,8
2,9,7
4,13,9
5,17,12
5,11,5
5,18,11
22,47,16
8,23,13
8,27,13
9,25,8
9,23,11
11,34,9
11,28,14
1,9,6
7,14,7
4,10,6
9,16,7
5,17,11
2,8,7
19,42,15
3,9,7
4,16,10
7,11,5
7,16,11
12,21,7
0,4,4
5,12,6
9,17,6
13,29,13
5,16,10
17,46,13
10,21,8
5,13,11
3,15,12
7,23,11
8,24,15
12,27,9
7,13,7
9,22,10
6,10,6
1,6,5
14,21,8
13,22,7
2,10,5
7,12,5
0,4,4
12,22,7
0,5,5
3,6,4
10,25,13
4,8,6
1,9,8
18,45,15
5,12,8
3,11,8
13,19,7
10,18,7
1,6,4
2,6,4
1,6,5
0,4,4
17,28,7
10,20,12
4,17,13
6,19,8
4,10,6
7,17,6
5,20,16
5,11,6
1,7,6
9,18,10
5,8,4
7,14,7
1,6,5
3,7,4
8,25,14
0,6,6
1,8,7
0,5,5
0,4,4
4,11,9
8,19,9
8,16,7
10,34,13
6,19,11
4,16,9
0,7,7
6,17,8
0,5,5
1,5,4
2,7,7
3,7,5
1,5,5
5,20,11
6,21,12
3,9,6
3,12,9
6,19,8
5,10,5
8,20,13
10,25,14
7,12,7
4,8,4
7,17,8
3,9,6
5,10,6
7,14,8
8,14,6
2,7,5
3,9,5
11,17,9
10,29,13
3,7,4
3,7,4
1,7,6
7,24,9
6,10,6
3,7,7
5,17,10
4,10,6
2,7,6
3,12,11
5,13,8
7,15,7
8,19,11
1,14,13
14,29,13
4,12,5
4,11,7
8,15,8
4,10,7
4,9,5
7,25,16
12,29,13
3,12,11
6,19,7
8,18,7
4,17,9
1,7,6
4,16,11
5,10,8
9,23,9
12,31,9
5,12,6
13,36,15
6,11,6
2,7,6
1,5,5
4,8,5
1,5,5
2,6,5
18,42,13
6,9,5
4,12,10
7,23,13
4,9,6
3,20,11
5,11,7
0,4,4
14,36,9
20,59,13
4,13,7
11,28,8
11,32,10
11,18,9
4,8,6
2,12,9
6,10,5
3,9,6
5,14,12
10,18,9
6,12,5
12,27,9
2,9,8
1,6,5
1,5,4
0,7,7
1,8,7
3,7,4
10,21,7
3,9,8
7,13,6
1,4,4
5,17,10
1,5,4
7,16,12
2,7,5
11,17,5
8,19,7
14,25,9
21,54,14
5,11,6
6,20,11
17,26,11
18,43,15
2,6,5
11,19,9
4,13,8
7,15,9
1,4,4
10,28,11
9,19,7
4,12,8
11,22,13
3,12,8
5,19,13
8,25,14
5,16,7
2,7,6
4,12,6
10,22,9
9,27,14
1,4,4
4,10,6
7,15,6
10,25,13
7,18,12
3,8,5
3,8,6
1,7,6
2,8,6
5,21,8
7,15,7
6,18,10
7,13,6
5,15,10
5,11,7
4,16,14
3,19,13
2,8,6
2,11,8
2,5,4
2,7,5
11,24,7
21,34,8
8,24,11
3,7,4
3,9,7
0,6,6
6,18,11
8,27,9
10,16,6
13,23,7
9,28,9
3,10,7
8,19,12
11,32,14
3,8,5
6,21,6
8,15,6
5,19,14
8,27,12
8,14,4
2,8,7
9,18,7
6,12,9
2,13,7
5,13,8
4,12,10
0,5,5
5,11,7
16,29,7
2,5,4
5,8,4
1,4,4
8,18,9
7,12,7
0,7,7
2,7,5
18,44,16
2,6,5
12,27,13
2,5,4
5,11,6
12,29,14
11,23,12
3,8,5
2,9,6
5,14,7
2,6,5
9,16,5
4,8,4
5,23,12
7,15,9
4,10,7
3,7,6
5,12,9
1,5,4
8,17,8
4,10,7
6,11,4
12,23,13
7,22,9
7,16,9
4,13,9
5,9,5
21,35,15
2,5,5
5,14,8
2,7,6
9,17,10
15,28,12
3,6,4
4,14,9
3,17,12
12,35,8
5,10,8
6,18,14
10,21,9
3,9,5
15,29,9
0,7,7
2,6,4
3,11,6
2,6,4
6,19,9
10,27,11
16,29,8
2,6,4
1,6,5
3,8,4
2,5,4
14,33,9
4,12,8
14,30,12
12,25,14
2,11,6
5,11,8
7,19,9
12,23,12
1,10,9
6,17,9
3,12,8
1,14,14
2,7,6
7,20,9
8,16,9
13,28,14
6,11,5
13,21,8
5,16,12
7,14,7
8,19,12
17,45,15
3,14,9
9,28,10
11,24,7
3,9,6
2,12,10
0,6,6
2,11,9
2,9,8
3,9,6
2,8,6
26,57,16
5,15,10
1,7,7
9,23,11
7,21,13
2,8,6
6,16,11
7,18,10
30,49,16
0,4,4
8,13,5
3,9,7
8,20,8
4,16,8
4,13,7
3,10,7
8,21,14
5,17,13
1,6,5
12,29,12
11,32,14
8,15,9
2,6,4
0,6,6
6,20,13
14,44,13
6,21,12
7,17,12
0,4,4
4,12,8
4,9,6
1,7,6
7,12,8
1,11,11
8,16,6
3,7,4
9,16,8
5,13,7
8,22,11
7,16,6
11,28,15
8,21,10
5,9,6
13,24,9
11,18,8
6,16,11
2,6,4
1,4,4
8,16,7
9,17,8
13,25,11
22,45,16
5,11,7
0,5,5
25,41,16
5,18,8
17,40,16
12,19,8
3,17,12
3,10,8
6,14,7
3,10,6
7,14,4
4,8,4
10,25,10
8,17,7
13,27,11
3,9,8
6,15,5
7,18,12
14,33,14
0,4,4
6,11,5
4,10,7
5,12,7
4,14,8
4,8,6
9,23,7
5,14,6
3,9,7
18,33,12
5,9,5
4,8,4
2,14,8
0,6,6
1,6,6
5,13,9
6,11,7
12,25,10
16,34,13
7,17,6
4,15,10
7,20,9
14,25,7
4,14,11
3,6,4
0,4,4
1,10,6
5,25,15
4,10,7
4,15,7
3,8,6
9,26,12
17,38,7
1,6,6
6,23,12
6,11,6
2,5,4
4,8,4
2,8,5
2,8,6
10,25,16
2,6,4
29,69,12
5,12,8
7,20,10
7,22,9
1,6,6
7,19,12
6,19,9
6,18,7
11,35,15
7,15,6
8,21,12
6,15,10
6,13,7
3,7,5
2,8,5
8,17,6
2,10,9
2,7,5
1,7,6
1,6,5
19,39,15
7,12,8
13,32,13
15,42,16
5,10,6
2,4,4
3,13,11
6,9,4
6,25,15
16,30,10
4,13,10
6,15,8
3,7,5
4,9,5
10,30,14
17,29,11
2,7,4
4,11,8
2,7,5
5,13,7
7,21,10
1,4,4
2,7,5
5,20,15
9,17,9
8,19,10
8,16,6
10,20,11
8,13,5
13,33,14
4,13,11
10,24,15
5,15,6
1,6,6
4,7,4
7,15,7
3,11,7
4,8,7
3,12,9
0,4,4
13,20,6
2,9,8
6,15,6
4,8,6
1,6,4
1,7,6
4,17,12
3,10,7
8,20,7
4,9,4
3,7,4
7,16,10
2,8,7
9,14,6
2,10,6
3,13,9
0,5,5
10,27,9
4,12,9
7,16,7
13,29,13
7,19,6
5,12,9
1,8,6
4,11,8
6,11,5
0,6,6
12,26,15
9,20,6
3,10,7
0,4,4
8,12,4
12,24,14
3,10,8
10,24,14
3,9,8
3,11,8
3,13,11
0,6,6
8,17,6
25,55,13
14,26,10
1,7,7
2,9,7
2,9,7
12,29,10
2,7,5
6,12,5
3,7,5
12,19,7
3,16,7
0,8,8
18,48,11
14,33,14
7,19,6
6,22,10
6,10,4
6,22,10
3,13,12
2,6,5
15,38,15
9,21,8
4,10,7
15,50,16
5,16,7
6,15,7
11,21,7
18,40,15
2,7,6
12,29,13
11,30,14
4,9,7
10,35,9
16,41,9
9,17,11
9,19,9
6,10,4
16,37,16
1,10,10
16,36,13
2,15,14
7,17,9
2,5,4
2,9,7
4,11,6
3,8,6
3,10,7
3,15,14
0,6,6
2,8,6
2,10,5
14,31,13
5,15,9
2,11,9
10,27,8
16,36,14
5,8,5
3,9,8
0,7,7
4,16,11
5,13,7
2,6,5
16,38,15
4,14,11
6,15,9
0,5,5
21,60,9
8,21,14
9,18,12
7,17,11
8,26,12
7,20,13
8,15,6
2,8,7
7,14,8
6,12,6
1,6,5
7,16,7
5,16,11
12,21,7
9,16,7
9,21,8
4,10,7
6,16,7
24,58,9
12,30,13
11,20,7
19,34,11
13,27,10
4,8,6
1,8,8
8,19,10
19,23,8
5,12,7
5,19,12
7,14,8
1,6,6
3,5,4
7,21,14
4,12,8
3,8,6
3,15,11
7,13,7
6,18,12
0,5,5
5,15,11
0,7,7
9,19,11
1,7,4
10,20,10
2,6,5
4,11,5
4,9,5
3,7,5
3,7,4
2,8,6
4,9,6
12,31,13
8,21,10
4,14,10
7,13,7
1,6,5
3,6,5
2,12,8
9,18,7
10,22,11
9,25,11
3,10,4
2,6,4
15,29,13
4,15,7
5,14,9
2,7,6
2,7,6
8,20,10
8,13,5
6,13,7
7,21,11
19,28,7
7,16,9
9,17,8
5,12,5
9,21,10
0,7,7
7,10,4
1,6,5
5,16,12
9,26,12
3,12,11
15,27,13
2,8,6
0,4,4
1,5,4
3,8,5
6,12,6
7,23,15
11,17,10
3,7,5
5,14,8
2,7,6
5,14,7
7,19,11
7,18,8
3,7,4
3,17,6
5,15,10
7,21,10
14,28,8
6,21,11
3,13,11
9,20,13
5,11,6
10,28,14
5,13,6
2,6,4
12,26,14
6,16,10
5,16,12
4,12,9
3,11,8
3,16,9
5,12,7
11,21,9
4,12,8
9,23,9
6,13,6
3,8,7
7,16,7
6,13,7
2,15,13
3,11,9
6,11,5
7,14,8
16,32,11
6,10,4
5,12,5
7,16,10
12,35,9
9,23,14
15,26,7
4,9,6
2,6,4
1,10,10
4,9,6
5,16,11
2,6,4
10,30,16
6,15,6
5,13,10
4,10,7
5,15,8
6,13,6
10,17,7
6,13,7
0,4,4
1,7,6
7,8,4
6,19,11
26,59,14
15,33,16
1,5,4
12,42,11
14,37,9
8,16,7
2,6,4
4,9,6
5,15,12
5,11,9
3,10,6
4,17,12
9,28,11
6,12,6
9,17,8
2,14,6
4,12,10
5,8,6
7,12,5
1,6,5
2,9,8
20,33,7
5,17,7
2,9,7
6,12,6
0,4,4
5,10,5
2,5,4
3,9,5
5,17,4
8,17,9
10,23,8
4,12,7
4,6,4
2,12,7
1,8,7
4,17,12
6,18,10
28,60,15
2,6,4
5,16,9
5,14,8
4,15,8
0,5,5
7,18,11
5,16,11
1,7,6
13,28,13
12,37,9
3,9,6
9,27,14
1,7,7
13,28,15
11,27,13
0,5,5
3,16,12
6,11,6
16,25,6
4,12,5
6,10,5
4,18,12
1,5,4
2,5,4
7,20,13
2,7,4
8,12,5
6,18,12
4,12,9
3,10,7
10,25,13
6,18,10
14,35,9
3,7,6
4,26,8
4,13,7
6,9,5
5,17,8
3,7,5
11,18,6
5,7,4
0,6,6
9,21,10
2,13,13
4,12,6
6,12,8
8,24,11
14,30,13
16,38,16
16,49,12
9,17,7
8,17,6
2,8,6
0,5,5
3,8,6
7,15,9
16,48,15
15,29,11
2,15,14
12,25,10
2,11,9
16,27,13
6,20,10
4,9,5
4,9,7
5,13,9
3,8,5
1,6,6
4,7,4
2,9,7
6,19,11
6,14,9
0,7,7
6,16,9
5,16,13
4,17,10
12,31,7
3,9,6
1,7,6
1,8,7
3,6,4
7,12,5
6,16,11
9,16,7
2,11,9
6,15,10
13,39,16
29,62,14
8,11,4
5,13,9
8,14,7
12,24,12
6,16,7
3,9,6
17,32,11
8,23,14
16,28,7
1,5,4
2,11,6
4,9,6
12,21,11
1,11,9
14,23,9
16,30,12
12,21,6
4,18,13
2,7,6
1,4,4
9,22,10
10,24,14
5,15,9
3,16,13
6,12,7
12,33,12
3,12,6
5,12,6
12,38,14
1,8,7
5,19,12
11,32,10
1,4,4
1,6,5
4,6,4
17,34,16
3,12,7
6,16,8
6,10,6
2,9,6
4,8,7
21,48,12
22,42,16
4,8,5
6,8,5
8,23,8
7,19,11
6,12,4
18,27,10
3,7,5
7,14,6
2,14,13
6,14,7
2,10,8
9,25,10
4,13,11
2,7,4
4,9,6
8,19,9
6,10,5
0,7,7
3,11,9
6,17,13
2,8,7
9,20,11
5,12,8
4,7,5
2,11,10
8,15,5
3,6,5
4,13,8
0,4,4
3,7,5
8,29,14
8,15,8
6,17,11
4,11,5
12,32,14
15,27,11
11,25,12
6,11,5
1,4,4
6,13,8
1,8,7
13,32,14
14,35,16
5,10,6
5,19,7
6,11,6
7,19,9
11,15,4
11,18,7
2,9,7
15,28,7
8,18,7
6,18,13
12,26,13
11,21,9
1,4,4
3,8,5
2,5,4
5,13,9
2,8,6
4,7,5
4,17,12
10,20,12
17,32,14
4,8,5
7,19,9
3,8,5
3,8,6
4,13,7
1,9,8
8,11,6
2,9,8
9,17,6
1,6,5
21,41,7
5,12,7
5,15,8
4,12,7
6,19,8
0,6,6
5,9,5
2,8,8
3,11,8
7,26,14
7,18,13
6,14,6
2,11,9
6,15,9
8,14,5
1,6,5
1,7,6
2,7,5
5,11,7
1,8,6
4,8,6
5,12,7
3,13,6
4,11,7
3,7,5
6,19,12
4,8,5
4,9,5
8,22,13
5,11,9
9,17,7
5,16,12
12,33,15
3,10,7
5,20,9
13,26,10
12,43,16
3,14,10
9,18,10
27,51,16
4,7,4
21,45,13
3,9,6
1,5,5
9,24,12
3,12,10
3,7,4
3,8,4
9,18,7
9,37,14
7,16,14
5,11,7
2,10,6
12,24,12
8,14,7
6,13,7
5,15,12
5,14,10
7,19,10
2,11,9
9,18,9
24,52,8
3,10,7
6,10,4
4,11,7
6,13,10
6,15,6
2,8,6
6,15,12
8,22,14
3,5,4
9,15,7
3,7,4
8,20,12
2,6,5
1,8,7
8,20,9
7,20,11
9,20,10
4,9,6
11,24,12
4,11,6
3,8,5
3,13,9
3,8,6
0,5,5
5,9,6
4,12,7
6,17,13
17,44,9
1,5,5
3,15,10
14,25,8
5,14,9
1,6,5
27,48,15
9,30,12
4,6,4
8,15,5
1,5,4
4,8,6
7,13,6
9,28,9
6,15,11
6,10,4
6,22,15
0,6,6
1,8,7
2,7,5
2,11,7
12,32,11
9,17,7
8,19,9
8,23,9
6,16,9
0,7,7
9,25,12
5,15,10
4,7,4
14,34,14
3,11,7
12,24,14
8,20,13
2,10,8
1,9,6
7,18,7
5,11,6
14,38,16
6,14,8
2,14,11
2,8,7
11,32,11
2,5,5
3,9,5
8,15,9
5,13,6
18,41,15
7,13,5
11,19,10
2,6,4
1,12,8
4,10,7
2,9,7
4,10,6
5,12,8
5,14,10
1,7,7
7,20,7
2,8,6
3,10,8
1,6,6
9,13,4
9,27,9
6,12,8
4,9,7
16,40,10
6,13,8
6,12,6
6,16,12
2,9,8
6,10,4
4,11,6
3,8,4
7,20,7
1,8,6
5,8,4
11,32,15
8,15,9
7,18,9
0,4,4
2,9,9
10,16,9
7,15,6
10,25,12
6,12,6
0,6,6
9,13,5
2,7,5
10,21,7
6,16,9
4,13,9
8,13,5
4,8,6
4,11,7
5,11,7
6,17,10
9,25,13
2,7,6
6,18,13
5,14,11
