n_d,n_genes,n_species
11,28,15
7,22,10
6,10,5
7,25,14
1,6,5
3,12,9
7,19,13
3,13,7
26,61,16
1,11,7
4,25,14
3,10,7
25,68,16
13,33,15
7,30,14
15,25,10
2,16,14
4,18,14
5,17,13
7,15,5
19,39,11
1,8,7
5,12,7
19,61,15
6,17,14
23,53,15
10,27,14
11,22,7
15,34,16
12,33,16
1,7,6
24,58,16
5,22,13
4,8,4
8,20,14
12,30,9
1,10,9
8,24,14
3,16,10
3,11,6
9,22,14
19,50,16
10,28,15
11,33,15
3,14,12
15,32,15
21,48,15
15,44,15
2,16,12
7,23,16
0,4,4
8,27,15
5,24,13
11,32,14
8,23,14
20,41,16
9,15,7
9,20,10
2,9,7
11,25,15
3,9,6
5,13,6
11,40,16
32,74,16
9,21,13
0,12,12
11,40,16
18,53,16
13,32,14
3,12,9
0,8,8
12,33,15
10,23,11
27,63,15
3,18,14
9,32,14
12,28,9
4,13,7
14,41,15
8,22,13
12,27,15
17,46,15
14,39,15
27,69,15
22,54,16
7,18,11
13,29,11
9,22,13
15,43,9
12,31,14
15,34,15
27,65,16
14,35,9
23,69,12
12,28,15
9,19,9
10,27,11
14,37,16
6,21,15
11,35,14
5,20,14
21,48,16
23,51,13
1,7,6
11,45,14
14,38,15
3,15,13
15,49,16
14,31,14
20,53,9
8,26,14
10,16,7
14,31,16
12,29,14
7,15,8
19,57,16
15,29,12
2,8,6
5,12,7
14,22,8
18,37,13
4,21,12
30,79,16
1,8,8
4,9,6
5,11,6
4,16,13
14,38,16
8,32,15
17,41,9
3,11,9
15,36,15
3,21,16
14,32,14
4,12,6
1,8,5
1,8,7
3,14,11
23,51,15
12,29,16
7,16,7
20,42,14
38,69,16
8,22,13
2,10,8
10,26,15
8,32,9
20,49,15
1,7,6
26,64,15
29,69,16
3,19,16
11,34,15
12,34,15
6,19,11
15,30,13
8,29,16
3,8,5
7,17,7
16,38,16
11,28,15
9,21,9
20,43,13
12,32,10
0,6,6
20,49,14
5,23,16
5,16,10
6,16,8
6,22,15
6,14,8
9,28,15
7,28,13
19,53,15
24,57,15
5,19,14
23,48,15
4,13,9
9,31,16
11,26,15
21,47,15
17,43,15
1,6,5
11,29,15
6,17,8
7,14,7
5,19,15
10,31,16
16,38,13
3,8,5
9,19,6
13,40,11
32,94,14
8,28,14
4,14,10
8,20,11
2,11,9
2,8,7
9,27,15
16,43,15
3,11,8
8,24,16
12,39,15
11,30,14
8,19,13
24,50,13
14,30,10
9,40,15
12,30,14
8,17,10
2,8,6
35,88,15
4,19,13
2,8,6
38,77,14
6,19,8
9,28,7
7,20,14
6,22,14
26,63,14
25,80,16
1,12,11
15,32,16
3,15,8
40,124,16
2,15,13
6,10,4
8,29,14
7,19,11
12,32,16
24,66,15
5,22,9
3,9,6
12,26,15
4,16,6
12,35,14
3,7,5
24,69,16
3,9,6
21,42,13
23,65,16
4,12,6
0,4,4
3,18,14
2,18,9
9,22,14
8,22,11
10,23,13
22,54,16
21,51,15
8,25,14
7,22,12
14,39,12
3,15,12
5,25,16
4,17,14
12,24,7
4,13,9
11,28,14
5,18,13
3,10,7
6,22,13
7,17,6
5,14,9
6,18,13
4,16,12
13,31,15
13,34,15
10,26,12
8,18,7
6,14,7
3,20,14
34,72,16
20,50,16
10,19,6
10,18,7
5,23,12
22,56,16
5,12,8
10,31,16
6,21,16
8,19,10
7,16,9
12,23,11
11,24,7
10,28,14
5,21,12
28,61,16
9,22,9
8,19,10
11,24,8
5,23,16
4,11,6
8,22,16
10,20,9
11,40,9
1,11,10
14,37,12
34,71,16
6,15,10
6,19,13
9,30,16
2,10,8
11,38,9
1,10,9
12,31,8
19,45,14
22,55,15
13,35,10
23,62,16
15,26,7
8,27,14
9,32,15
11,32,15
4,20,10
1,11,11
9,31,15
15,48,16
23,59,14
12,26,13
20,41,15
14,36,15
2,8,6
12,36,9
11,25,15
5,19,13
7,20,7
29,68,16
23,53,16
23,46,15
9,26,15
15,31,14
1,6,6
3,7,5
21,40,16
13,27,14
9,25,16
21,38,12
12,28,14
9,23,9
7,14,6
16,32,16
26,53,16
13,37,15
10,24,14
4,10,6
18,44,16
11,38,16
5,16,9
5,21,16
14,29,12
9,21,7
9,23,14
24,45,10
6,15,10
6,19,10
5,19,9
4,13,9
8,25,14
14,41,15
5,17,12
13,32,9
0,9,9
4,18,14
6,15,8
18,37,16
9,33,12
20,62,15
5,19,9
13,34,14
7,26,14
22,65,16
5,12,7
14,30,16
9,22,13
33,77,15
4,18,11
15,38,15
16,35,16
10,20,12
12,34,14
5,11,5
5,24,12
20,50,15
17,38,15
27,64,16
21,46,14
7,27,9
4,17,13
11,25,10
21,63,16
2,14,9
4,15,12
7,24,14
17,42,14
2,7,5
5,19,15
17,38,15
3,9,7
1,5,4
6,20,9
9,25,8
6,23,12
6,27,15
9,25,14
10,38,12
8,41,15
26,61,16
7,15,9
14,45,16
5,13,6
23,72,15
33,56,15
13,33,15
9,35,13
14,28,7
2,16,14
5,19,14
10,32,15
14,35,16
25,59,16
10,32,14
2,9,7
1,15,13
8,22,16
2,27,15
7,21,15
14,36,15
10,28,15
11,40,15
18,53,9
14,25,11
16,46,16
12,47,9
3,7,4
6,15,8
5,17,13
5,22,15
41,103,16
4,12,7
5,20,14
5,21,9
3,17,15
6,12,6
2,8,6
2,6,4
12,28,14
7,21,9
20,60,16
11,30,9
4,11,6
9,27,15
12,37,16
6,19,15
4,10,6
7,24,13
4,10,6
7,27,9
10,26,12
1,10,9
4,14,9
5,19,16
4,11,7
11,28,14
5,18,12
7,22,14
1,7,6
8,18,7
14,42,15
10,30,15
14,35,16
4,11,8
3,16,8
13,37,15
8,26,15
0,7,7
25,59,16
4,9,4
5,18,11
4,11,7
13,27,9
21,55,15
15,35,16
9,19,11
12,35,14
19,53,15
27,64,15
2,7,5
15,38,14
6,21,9
23,44,7
6,21,13
11,31,15
17,36,14
32,63,10
14,36,15
11,27,15
17,37,14
5,24,15
3,9,5
19,64,9
19,47,15
22,67,15
6,15,9
12,34,15
2,6,4
34,88,12
13,30,15
8,27,13
6,17,8
2,13,11
11,30,14
6,20,10
18,44,15
15,42,16
11,40,15
13,29,15
11,24,6
12,34,11
11,32,16
6,19,14
9,29,14
21,43,16
4,11,6
12,35,15
6,11,4
7,14,7
10,32,15
10,23,7
23,68,10
17,41,14
6,18,10
7,23,12
5,12,6
9,23,14
5,20,15
4,17,8
6,21,13
13,26,7
7,22,15
6,22,15
5,16,12
3,10,7
4,14,6
9,28,15
24,46,12
9,26,16
5,22,14
3,12,9
8,18,6
1,8,7
1,9,8
13,35,16
1,12,11
8,27,12
6,20,14
10,29,16
5,10,6
1,8,6
2,13,12
6,21,16
7,25,14
3,9,7
7,27,9
12,41,9
20,45,16
19,43,15
3,8,6
16,38,16
8,28,13
2,17,13
8,16,7
8,23,15
8,22,8
2,6,4
4,11,5
4,10,7
6,22,8
8,29,16
14,30,15
21,55,15
9,25,9
24,57,16
10,20,7
4,19,11
6,24,14
10,24,11
8,24,15
2,10,8
2,19,12
9,13,4
5,19,15
8,25,8
8,23,15
17,47,16
10,36,12
7,23,16
7,18,14
4,20,16
24,51,16
14,31,15
3,9,6
22,58,16
0,6,6
14,40,13
0,7,7
6,23,15
25,58,16
7,25,12
11,24,11
4,8,4
13,40,16
6,18,7
14,42,15
12,25,15
8,19,12
2,8,6
6,31,14
5,23,9
9,28,15
40,68,16
24,61,15
5,15,9
22,54,14
8,25,15
15,33,15
5,13,7
11,23,12
24,52,15
4,24,16
24,55,15
5,10,5
7,16,7
9,29,15
5,17,10
15,41,15
6,21,14
9,23,14
8,18,11
7,28,15
12,38,15
20,45,13
3,14,12
8,27,9
17,34,11
11,25,14
15,38,11
23,48,14
10,34,14
5,16,10
5,21,15
7,19,11
9,31,11
9,32,16
2,13,11
2,9,7
5,10,5
4,12,7
1,7,6
8,20,13
5,24,16
15,35,13
6,25,14
4,12,8
15,32,14
15,35,15
22,48,15
13,24,13
1,6,6
4,14,7
10,27,13
11,30,16
7,18,7
17,42,14
21,55,16
16,54,16
16,38,16
9,24,9
12,39,15
21,49,16
6,16,7
13,31,15
5,23,13
5,21,15
23,52,16
6,15,7
28,60,16
9,21,12
4,14,6
11,22,9
8,24,15
7,24,15
15,49,9
18,34,16
3,9,6
8,22,14
6,19,14
13,38,15
3,11,7
9,35,15
5,12,7
4,17,10
5,20,10
20,45,16
35,77,16
3,16,13
9,23,15
2,15,13
3,14,12
10,31,14
8,24,12
2,11,9
16,43,12
10,22,10
13,40,14
28,60,15
17,36,15
16,49,16
6,21,13
2,11,9
9,27,15
10,24,9
5,17,12
11,28,14
4,13,9
8,29,12
26,57,16
4,15,9
11,29,16
7,18,7
15,26,12
5,9,6
18,47,15
5,21,14
11,19,7
44,116,16
7,23,15
7,14,9
6,29,16
11,32,12
10,20,11
30,72,16
5,22,11
29,90,16
0,7,7
12,36,15
5,22,14
56,127,14
7,11,5
19,41,7
13,27,7
17,47,15
5,19,14
5,15,10
21,45,14
21,56,15
12,29,14
12,31,13
15,36,7
5,13,8
12,28,14
3,15,9
4,12,9
4,14,10
6,18,13
2,15,13
2,15,13
9,34,16
6,24,15
7,16,10
14,32,16
2,11,9
13,28,10
8,34,15
6,13,8
9,25,12
2,7,5
6,10,5
7,14,8
12,27,14
2,11,7
4,10,5
12,42,9
17,47,16
12,32,15
8,19,9
9,33,16
8,26,16
3,10,6
5,21,14
17,44,16
11,28,11
15,37,15
6,17,9
17,35,11
19,48,16
13,36,16
11,33,15
34,70,16
6,22,16
6,21,15
13,28,9
5,23,14
2,10,8
2,16,14
21,50,16
7,22,8
15,42,14
3,8,5
10,18,6
16,49,16
8,28,16
12,42,14
13,29,12
6,24,14
43,119,14
16,38,16
21,64,16
1,9,7
9,19,8
23,45,16
11,31,7
7,24,12
19,49,16
16,36,16
11,24,13
11,30,14
2,10,8
38,77,12
6,21,14
6,22,15
16,45,15
7,25,15
12,27,15
6,22,13
3,11,9
3,17,9
17,45,16
5,10,6
26,54,15
10,23,12
10,22,7
0,4,4
17,30,12
13,44,16
11,27,13
11,30,11
18,26,6
20,50,16
7,22,11
0,7,7
4,12,8
2,8,6
14,36,16
14,35,7
5,15,10
30,75,16
17,34,7
2,9,7
9,23,11
18,47,15
9,24,15
15,46,16
9,23,10
10,27,11
9,26,16
11,27,14
5,26,15
11,34,15
3,10,7
3,8,5
5,14,8
16,43,16
14,33,14
26,60,14
4,14,7
6,13,8
11,31,16
12,35,14
7,19,11
3,12,10
16,40,16
12,33,14
18,37,7
11,35,15
4,15,10
15,35,9
7,32,16
9,31,16
13,37,16
43,100,15
15,36,16
5,13,6
4,18,14
6,26,14
5,18,14
13,30,11
7,31,16
14,35,16
10,39,12
3,9,6
8,20,9
5,27,13
22,51,14
30,63,16
31,69,16
3,23,16
8,20,12
21,52,14
6,15,9
20,54,9
28,64,15
3,13,9
8,26,15
3,10,8
5,11,5
15,38,16
12,31,15
12,33,15
3,18,14
4,13,9
2,9,7
6,21,14
17,38,15
8,20,13
5,12,6
16,36,16
3,18,8
2,7,5
10,34,13
6,21,15
28,76,16
3,12,9
13,38,9
6,16,11
16,33,14
19,40,16
6,17,11
12,25,14
11,25,14
1,9,8
2,8,6
7,18,7
20,52,16
4,9,5
5,17,6
14,28,12
17,51,16
4,10,6
21,57,16
5,16,11
18,39,15
3,8,5
4,11,6
20,54,15
4,19,15
7,20,12
22,56,15
21,55,16
22,61,16
6,10,6
8,22,9
7,21,14
7,19,8
6,21,13
17,49,16
6,15,6
14,39,16
2,10,9
6,20,13
5,13,7
9,24,14
6,25,14
2,19,7
5,17,8
8,19,9
16,43,15
13,43,16
0,6,6
17,33,16
4,9,5
13,21,4
1,7,6
10,18,6
10,31,15
9,29,15
6,20,10
13,43,16
5,14,8
7,27,9
6,12,6
8,28,14
0,7,7
9,29,14
8,26,15
11,31,16
1,6,5
7,28,9
12,28,16
7,34,15
10,26,13
5,28,15
16,46,9
22,45,11
10,29,13
1,10,10
1,12,11
11,30,15
1,10,9
9,24,12
15,35,11
4,10,6
4,13,9
2,12,12
5,15,10
2,11,9
30,75,16
10,26,15
15,47,15
23,59,9
8,22,8
9,30,9
23,50,14
4,13,9
16,45,15
7,31,13
7,21,14
9,34,11
18,48,16
4,19,8
8,26,14
8,17,6
4,13,10
19,43,14
14,37,16
8,26,11
23,45,15
13,45,16
7,23,9
10,24,11
14,31,14
4,21,14
2,10,8
4,19,16
10,26,9
4,21,16
3,16,13
6,23,14
5,18,12
12,41,16
5,20,16
5,13,8
1,5,4
16,35,15
13,42,16
5,25,14
17,46,16
8,30,16
8,22,7
10,33,15
2,8,6
4,20,11
7,25,14
1,6,5
20,43,15
16,41,16
3,17,15
6,16,7
8,23,13
7,25,15
0,5,5
8,17,11
5,21,15
7,17,11
5,17,12
31,69,16
18,56,14
6,20,9
4,17,13
5,18,9
6,15,9
4,16,11
10,25,15
1,9,7
22,51,16
10,25,16
7,21,14
6,12,7
20,30,7
5,28,15
6,27,12
4,26,15
17,51,16
2,9,8
5,17,9
16,31,9
5,23,14
16,41,15
2,8,6
6,20,14
11,30,9
9,25,10
23,60,11
7,18,11
14,36,15
3,14,11
14,35,14
8,23,13
8,25,15
13,37,15
8,26,8
17,39,14
10,42,13
11,19,7
28,62,16
19,53,14
3,12,9
5,14,9
4,18,9
4,12,9
17,43,13
4,11,5
16,42,16
7,26,15
24,43,7
17,41,14
19,50,15
13,43,16
1,9,8
14,41,15
22,55,15
9,19,9
8,17,12
6,20,14
2,15,13
1,9,8
16,51,15
9,27,16
10,38,16
13,31,16
16,35,15
5,13,5
35,107,16
26,82,16
10,21,8
14,44,16
1,7,6
10,30,14
12,35,15
16,34,15
5,21,14
10,21,11
7,21,13
9,15,5
2,8,6
9,20,11
3,11,6
16,40,16
13,41,9
13,39,15
8,22,9
16,43,11
9,28,16
4,15,11
12,33,16
18,58,14
6,18,11
12,37,14
14,33,11
9,19,5
25,67,16
3,14,11
3,15,12
3,15,12
3,14,11
4,10,5
5,13,7
6,21,9
3,17,14
5,14,7
7,16,6
22,59,16
15,31,15
5,13,7
13,42,15
32,60,16
29,62,15
20,47,15
11,40,15
21,68,16
9,23,14
25,62,15
15,39,9
10,31,12
4,21,14
2,8,6
20,56,15
17,32,15
23,49,14
12,25,7
18,33,13
6,22,14
1,5,4
7,18,11
10,30,14
13,55,9
3,13,6
8,33,16
18,39,16
9,26,14
3,14,9
10,30,14
3,7,5
22,53,16
7,26,16
7,21,13
7,20,7
3,11,6
45,94,16
7,35,16
6,23,15
13,36,15
21,60,16
4,14,8
14,36,7
7,23,14
9,25,12
33,88,16
16,35,15
5,13,9
15,38,15
1,7,6
3,12,9
3,9,5
7,27,14
44,101,16
7,20,13
1,19,16
16,44,16
0,7,7
5,18,14
8,16,8
2,14,9
12,34,15
4,14,8
2,17,15
16,45,16
24,71,16
7,16,8
4,14,10
4,15,9
7,25,11
12,45,15
9,29,15
2,11,10
32,74,15
2,11,9
18,51,15
21,42,9
11,31,8
12,27,9
26,61,16
1,5,4
7,23,15
8,21,13
5,18,11
4,15,11
12,32,15
32,88,16
1,9,8
16,39,12
12,38,15
29,59,16
14,31,10
10,21,6
10,22,12
15,30,11
7,18,9
25,54,15
1,9,8
7,15,11
6,23,9
5,15,7
3,18,14
6,23,15
6,19,13
21,54,15
3,14,11
31,74,16
14,42,16
6,22,7
2,6,4
9,20,12
30,76,16
3,13,10
11,35,14
5,19,13
4,17,13
4,9,5
18,47,15
7,25,14
16,52,15
5,12,7
4,13,8
7,25,14
5,19,11
7,15,8
16,31,14
36,80,16
15,34,16
1,8,7
20,50,15
30,80,16
15,38,9
12,37,16
8,25,15
5,19,15
2,12,10
24,61,15
3,16,12
16,45,15
28,71,15
8,20,11
10,19,7
9,24,12
9,32,16
11,27,14
6,15,9
14,39,16
22,43,9
0,4,4
1,5,4
12,27,11
8,24,12
7,20,7
9,22,15
16,38,16
12,39,15
0,5,5
2,10,9
8,27,12
17,48,16
7,26,12
7,18,9
5,12,7
18,43,15
4,15,12
7,22,14
2,10,8
11,31,13
3,12,9
5,22,15
4,15,13
3,11,8
8,26,14
14,30,14
26,59,16
26,59,16
7,27,15
3,15,12
5,15,13
9,29,15
16,35,7
7,17,7
10,24,13
4,14,7
25,67,16
15,48,16
4,15,9
14,33,7
7,16,12
3,18,16
12,38,15
19,32,11
3,10,7
10,26,15
17,48,15
9,28,15
14,31,12
5,21,15
1,8,7
7,17,8
10,25,12
0,7,7
10,19,9
16,39,15
4,20,16
4,17,12
15,32,9
1,8,8
0,9,9
28,68,16
26,59,16
18,54,16
9,26,15
23,58,16
12,36,16
4,18,15
4,14,9
10,40,15
3,24,15
0,4,4
12,36,16
9,19,10
13,38,16
10,27,14
17,50,16
27,66,15
3,13,9
13,32,15
12,32,16
7,18,11
1,9,8
2,11,10
9,18,7
39,79,16
8,17,6
14,24,11
11,33,16
14,39,16
14,35,13
5,17,12
7,17,8
12,35,14
4,12,8
7,21,8
8,25,16
6,21,15
7,21,13
6,18,13
4,20,15
26,75,13
6,28,13
18,47,9
30,55,16
2,10,8
1,8,7
11,30,9
10,28,13
1,8,7
2,6,4
12,31,16
5,13,9
11,36,15
11,24,11
9,35,15
18,51,15
7,26,14
10,26,15
5,19,12
20,42,16
16,58,16
5,19,15
8,24,7
6,28,16
17,45,16
15,46,16
3,10,5
14,33,9
11,35,15
11,19,6
7,16,11
19,43,11
12,34,14
8,18,10
1,6,5
13,30,15
2,14,8
8,21,14
25,66,10
2,13,11
21,47,15
4,14,7
20,38,12
5,12,7
7,16,8
2,9,7
11,30,11
4,19,9
8,17,9
11,22,11
8,19,7
15,42,15
20,39,13
0,9,9
6,19,15
8,24,13
19,49,16
16,32,11
