n_d,n_genes,n_species
1,12,11
7,27,15
14,39,15
12,34,14
5,21,13
11,31,16
9,33,14
6,28,16
7,22,9
7,21,11
3,13,10
6,21,14
7,24,12
16,41,16
5,9,5
11,25,16
5,23,15
12,44,15
19,46,16
6,16,9
9,28,12
14,45,15
16,49,14
8,23,15
4,17,13
6,26,14
13,35,14
5,18,12
4,13,7
14,33,14
0,5,5
9,33,14
2,14,11
13,28,14
2,10,8
18,46,16
8,26,15
8,30,15
6,22,16
16,50,15
7,28,15
17,48,16
5,23,12
0,5,5
6,23,13
7,25,14
14,38,16
5,24,14
7,29,15
10,22,15
1,17,16
17,59,16
2,8,6
2,17,15
6,19,7
15,33,14
0,7,7
16,52,16
14,38,15
1,12,11
4,17,13
10,29,16
12,37,16
6,15,9
8,20,7
20,65,16
11,28,15
26,60,16
9,25,15
15,39,16
8,32,16
10,29,16
8,36,16
16,38,15
8,40,16
8,30,16
7,22,12
8,25,16
12,30,15
8,29,14
9,30,16
8,23,7
6,32,15
8,32,13
10,46,15
2,9,7
7,16,9
8,21,9
11,31,16
1,16,15
13,34,12
9,22,10
2,10,9
15,30,16
2,18,13
4,17,12
8,20,10
5,26,14
17,55,16
10,26,16
5,19,8
14,36,10
12,37,16
5,17,11
3,9,6
12,39,16
7,23,16
5,17,12
3,10,7
7,20,13
6,27,15
16,47,15
13,30,7
3,10,7
2,6,5
5,22,12
5,11,6
5,24,15
3,12,9
3,13,10
1,14,13
6,19,14
1,12,9
17,43,16
5,12,7
18,62,15
7,22,14
6,25,14
9,30,16
5,20,9
6,21,16
4,23,15
9,31,15
6,22,15
1,6,6
13,44,16
6,13,6
19,51,16
0,6,6
10,33,14
12,34,15
6,24,14
21,48,16
4,19,14
3,18,12
19,51,15
4,19,13
12,27,15
5,19,14
11,24,14
5,28,15
5,18,11
13,45,15
12,34,15
11,37,15
20,56,16
23,64,16
3,15,12
1,7,6
7,23,16
3,15,11
5,20,15
4,20,13
14,42,16
7,16,9
6,27,16
0,14,14
1,15,14
5,24,13
3,10,8
4,16,9
15,44,16
13,31,15
9,27,16
0,5,5
5,19,15
14,41,16
1,6,5
10,30,15
10,30,16
18,51,16
4,20,14
4,10,6
3,18,14
11,29,13
14,31,16
9,24,12
13,37,16
10,28,16
9,31,9
12,33,14
3,18,15
7,22,15
9,29,14
13,29,12
2,9,7
8,29,15
3,11,9
20,55,15
11,39,15
9,29,16
5,15,7
1,11,10
6,24,16
9,34,15
3,18,13
10,35,14
39,97,16
10,33,15
7,20,13
8,25,16
10,37,16
4,20,7
9,39,15
8,23,16
22,54,16
11,30,15
9,32,16
10,32,13
2,12,12
13,39,16
14,41,9
18,45,16
9,32,16
4,20,16
8,24,14
19,47,16
2,18,16
2,12,10
4,22,14
5,25,15
16,45,14
14,33,14
12,40,9
3,18,14
9,35,15
4,14,8
2,9,7
11,38,15
12,29,14
7,19,12
7,30,15
21,43,15
21,54,15
5,14,8
15,40,15
12,44,16
12,29,14
9,24,16
11,34,9
7,24,14
3,16,13
9,34,16
9,35,16
5,16,7
14,42,15
5,11,6
2,9,7
6,23,14
11,34,16
3,13,8
16,43,16
11,41,16
18,58,16
5,19,9
26,67,16
13,31,15
0,5,5
7,31,15
25,77,16
29,65,14
28,76,16
4,18,14
6,21,11
6,14,7
13,33,10
4,17,13
12,36,16
11,35,7
2,11,9
13,30,15
2,11,7
6,23,15
13,44,16
13,37,16
10,35,15
4,14,11
11,28,10
1,5,5
10,34,16
28,65,16
26,58,16
12,36,14
22,59,16
6,19,12
21,43,14
20,78,15
4,20,16
7,24,16
0,6,6
2,9,6
5,14,8
18,45,16
11,30,15
13,43,14
2,6,4
6,27,12
3,16,13
10,25,16
11,41,16
8,28,15
29,69,16
3,20,15
11,29,16
12,34,16
8,24,15
6,20,14
10,20,8
5,24,15
10,29,15
12,32,12
4,18,14
6,28,16
8,36,16
8,28,15
19,45,15
10,21,10
18,52,15
6,25,15
15,45,16
15,42,16
16,44,16
1,16,13
18,42,16
4,13,9
8,24,15
3,15,9
17,56,16
25,73,16
10,23,14
7,23,16
28,84,16
10,26,9
17,38,14
8,27,16
13,38,15
13,43,16
26,62,15
14,43,16
16,61,16
3,18,14
8,16,6
13,39,16
9,30,16
5,17,7
7,15,7
5,14,9
1,11,10
12,30,16
9,46,16
11,26,15
5,19,14
4,15,12
3,20,15
16,46,16
11,27,11
10,40,16
16,41,16
6,27,15
8,42,15
13,25,9
24,62,16
3,8,6
10,35,16
2,6,4
6,22,16
4,13,9
9,32,15
4,20,15
8,23,15
15,44,15
3,14,10
1,6,5
13,43,15
10,36,16
4,19,15
17,50,16
0,9,9
7,21,7
7,21,15
18,62,16
10,24,11
1,13,9
6,17,9
12,30,15
16,46,16
10,34,16
6,23,16
10,40,16
13,62,16
18,53,16
3,20,16
8,27,16
7,18,12
10,26,15
3,12,9
13,38,16
20,44,14
10,27,9
12,35,15
1,16,14
11,42,14
16,41,11
7,18,9
5,22,15
9,27,9
14,43,15
14,28,12
9,24,16
25,62,13
1,10,9
8,15,5
12,42,16
6,21,15
11,44,14
2,12,10
7,17,7
10,38,15
8,23,11
3,18,9
21,55,15
3,18,14
4,14,9
8,21,9
11,26,15
1,9,8
12,45,16
24,66,15
17,44,16
5,22,13
11,25,14
9,26,11
4,8,5
4,8,4
13,35,16
11,46,9
13,31,14
12,28,16
6,14,8
0,6,6
7,24,9
8,30,9
5,25,15
8,23,14
21,59,14
13,36,15
9,34,13
7,21,14
4,18,14
10,36,15
8,27,14
6,22,11
18,55,14
0,9,9
5,23,9
1,7,7
2,12,10
4,22,15
7,26,13
10,22,8
4,9,5
6,17,12
4,14,10
2,9,7
21,59,15
2,7,5
3,17,14
14,34,14
20,50,16
0,5,5
20,58,16
4,26,14
20,69,16
4,20,13
7,23,11
3,18,14
21,61,15
5,18,12
5,17,11
5,15,9
6,23,9
11,30,15
17,39,16
3,19,9
5,12,7
9,25,7
7,31,16
8,35,14
8,13,4
8,18,11
13,40,15
11,34,15
21,46,14
18,45,15
7,23,16
5,24,16
2,13,7
8,34,15
5,20,12
4,16,12
5,19,15
2,15,13
5,18,13
13,39,15
18,50,15
4,17,11
7,22,14
6,15,9
9,28,16
3,21,15
17,53,16
2,14,12
11,37,15
7,21,13
6,22,16
7,33,14
11,30,16
14,38,13
7,20,11
10,20,9
8,31,13
8,28,14
14,35,16
14,34,14
10,38,11
6,23,9
11,34,15
5,16,10
6,22,14
7,26,15
12,36,15
5,11,5
2,19,9
4,19,13
18,46,15
4,17,12
5,20,7
12,32,16
15,43,9
6,19,12
21,49,11
7,17,10
6,18,14
6,27,14
2,10,8
9,30,13
2,16,14
20,50,15
24,75,16
9,29,16
14,42,16
11,34,14
11,29,9
5,20,9
5,21,14
7,27,16
3,17,13
13,30,8
9,24,12
4,14,7
5,15,7
2,19,14
10,18,10
9,29,16
9,24,16
8,31,15
5,18,13
6,21,15
6,25,16
15,43,16
7,31,15
2,10,7
16,53,9
9,27,12
13,34,16
27,60,9
6,24,14
8,31,12
3,16,13
8,36,16
24,65,16
3,21,16
20,43,7
6,24,16
9,43,15
6,18,12
15,37,14
9,33,16
14,43,14
19,53,16
6,26,16
3,16,8
4,12,8
5,20,14
8,24,7
3,20,14
5,18,13
5,24,16
4,24,14
14,37,16
2,11,9
7,25,11
5,23,15
7,21,15
3,14,11
16,43,13
6,20,15
10,44,16
24,65,16
4,18,14
4,22,13
13,45,16
3,13,9
8,33,15
2,8,7
8,32,14
8,26,12
3,13,9
3,14,11
13,34,12
10,31,16
11,34,16
7,23,12
11,31,15
7,33,15
12,45,16
3,17,13
5,16,7
6,18,7
10,33,14
19,51,15
2,13,9
5,20,16
9,24,14
6,18,12
6,24,16
16,49,12
17,32,7
4,19,15
5,10,5
6,16,9
14,40,16
4,22,12
6,17,9
8,25,10
1,9,8
35,74,15
8,22,13
3,9,6
13,36,16
23,64,16
1,11,9
2,16,14
9,39,16
3,7,4
14,32,13
4,14,6
7,24,15
16,33,12
2,10,8
1,10,9
6,16,11
1,11,10
5,25,14
9,27,15
11,41,16
8,15,7
12,31,7
19,53,16
7,23,16
13,41,15
3,20,14
20,51,16
11,39,16
7,25,11
6,23,16
4,28,16
5,15,11
10,27,15
3,10,7
12,27,13
12,29,15
15,42,14
23,60,16
4,24,15
11,40,15
3,20,14
24,59,16
6,17,7
4,15,11
13,38,9
7,18,11
4,20,16
4,14,7
11,29,16
10,31,14
5,30,14
4,19,16
17,47,16
12,29,9
14,42,14
11,35,16
13,50,12
9,25,16
9,28,15
4,21,14
11,27,9
3,10,7
6,17,13
6,28,14
4,8,5
5,14,7
7,18,7
13,36,15
9,28,16
10,31,14
12,30,15
23,54,16
5,20,15
9,34,16
24,68,16
2,8,7
2,7,5
5,18,13
12,42,16
5,19,7
15,35,16
8,22,14
2,17,15
7,23,14
12,34,15
8,23,8
6,19,7
6,19,12
17,39,15
7,28,15
4,18,11
16,39,13
21,55,16
20,44,15
11,29,9
12,30,10
6,26,16
9,33,12
11,34,15
6,25,14
16,41,15
4,20,13
5,27,9
12,30,8
14,32,12
20,39,7
10,32,13
5,18,13
16,54,16
2,9,8
13,44,16
13,36,16
3,23,14
14,34,16
13,37,16
2,16,14
6,24,9
3,14,11
9,31,13
2,12,10
5,14,9
2,10,8
11,24,14
19,45,16
1,11,10
10,36,12
4,18,15
12,50,16
5,23,15
8,17,8
1,9,8
2,19,15
6,28,15
2,9,8
8,34,16
13,39,15
10,28,16
5,21,16
7,20,13
5,20,9
11,30,14
5,22,15
6,19,14
4,18,14
5,18,13
9,34,16
4,24,16
12,34,15
3,10,7
7,35,16
4,15,9
2,19,9
4,26,15
8,16,6
15,49,16
17,55,16
3,16,10
3,13,10
9,25,9
4,20,16
5,14,9
10,35,16
1,9,8
18,48,15
7,23,15
16,50,12
10,27,16
10,22,11
28,75,16
8,21,12
11,40,9
6,22,12
7,25,15
17,42,13
5,19,13
11,30,7
25,54,15
2,16,15
3,20,15
13,46,14
2,9,7
2,14,13
4,20,16
19,55,15
6,23,9
10,29,16
8,26,15
5,33,16
17,51,15
8,24,16
6,25,15
18,48,16
5,23,16
5,25,16
26,64,15
11,41,16
11,32,15
4,12,8
4,24,15
3,25,15
11,41,16
3,17,10
8,25,11
3,20,16
7,26,15
13,39,14
8,21,7
4,24,13
1,6,5
3,13,10
