n_d,n_genes,n_species
0,5,5
7,25,14
7,14,7
9,26,12
4,18,15
2,16,14
3,12,9
4,17,12
2,16,15
3,9,6
4,12,6
6,16,6
1,12,8
4,20,14
1,7,6
0,5,5
1,6,5
4,15,12
9,26,7
4,15,11
5,20,12
19,50,16
9,25,13
3,11,8
4,15,10
4,17,11
8,29,15
0,8,8
2,10,9
5,14,9
2,16,12
3,16,14
7,20,13
7,26,11
0,6,6
5,20,14
4,8,4
7,24,16
8,22,12
0,7,7
7,20,12
0,13,13
1,9,8
2,7,5
2,16,11
6,29,13
5,12,8
5,22,15
5,19,15
14,47,15
2,6,4
4,16,10
8,33,16
23,53,15
2,5,4
1,10,9
14,34,15
6,33,16
4,17,13
5,14,7
2,6,4
3,19,14
4,11,7
3,21,14
8,30,9
3,10,9
2,15,13
3,7,6
1,14,13
3,10,8
5,19,12
4,20,15
4,20,14
3,15,11
2,10,8
1,8,8
8,25,13
3,9,7
2,6,4
4,22,13
8,17,7
2,7,5
2,13,11
4,16,13
0,4,4
7,19,8
1,10,9
4,15,12
17,56,14
0,5,5
6,19,16
4,13,5
3,12,9
1,10,10
1,12,9
3,10,7
11,25,7
5,11,6
4,14,9
3,11,9
10,35,14
7,30,9
9,25,13
3,13,10
9,13,6
6,18,11
4,21,8
4,20,15
3,16,9
7,12,5
22,56,16
4,11,8
4,18,14
1,13,12
4,16,13
1,8,7
14,46,9
4,18,11
4,18,15
3,8,5
5,14,9
5,15,12
8,26,16
8,27,9
3,13,7
8,23,12
8,21,12
11,30,15
4,15,7
5,10,5
2,8,6
4,17,8
4,16,12
3,13,9
1,10,6
6,29,15
2,11,9
8,23,12
2,17,9
0,4,4
8,32,16
0,4,4
15,45,15
2,9,7
2,10,8
9,35,15
2,15,13
7,20,11
11,23,9
6,19,13
1,8,7
18,56,9
0,7,7
2,14,10
4,16,11
0,4,4
7,27,13
5,14,7
10,35,8
10,32,14
10,25,7
5,19,13
4,8,4
13,40,15
2,8,7
3,11,7
3,9,6
11,35,11
0,9,9
11,31,12
7,29,14
0,7,7
3,15,12
12,27,14
0,4,4
5,19,12
7,18,9
1,10,9
6,16,10
4,14,10
9,24,13
8,18,6
2,15,13
0,4,4
3,9,7
5,18,12
4,18,9
7,28,15
10,22,12
3,12,8
1,7,6
1,11,7
0,4,4
6,26,15
2,14,10
13,45,15
1,5,5
4,8,4
6,19,14
8,19,7
0,7,7
5,14,9
4,17,9
3,16,12
2,13,10
0,7,7
4,17,12
3,15,10
6,18,10
1,5,4
1,5,4
9,23,13
8,31,12
4,14,11
5,15,10
2,14,13
14,39,16
3,11,7
2,13,12
2,8,6
10,42,13
2,9,7
1,12,11
5,13,7
8,20,8
3,15,7
3,17,14
1,5,4
4,18,9
7,24,14
2,13,11
3,14,11
5,15,11
3,15,11
5,19,14
10,31,13
2,9,7
0,8,8
2,11,6
1,10,9
10,27,14
0,4,4
4,11,5
4,16,13
4,15,9
0,9,9
5,10,6
14,31,13
1,14,13
4,14,11
3,17,14
0,4,4
0,7,7
1,9,8
0,7,7
6,19,10
2,9,5
8,35,9
13,31,15
4,15,9
7,16,8
3,10,7
2,8,7
5,16,8
2,10,9
7,27,15
0,6,6
8,16,9
2,12,7
4,16,14
4,11,6
4,14,7
11,27,14
5,13,11
2,14,12
11,47,14
3,12,9
5,25,13
2,10,8
8,24,13
8,25,14
2,10,9
4,13,7
0,4,4
12,38,15
11,27,7
0,9,9
3,7,4
0,4,4
2,11,9
1,7,7
10,27,13
2,15,9
3,9,7
2,10,8
8,26,11
5,23,14
2,7,5
8,23,15
7,24,12
1,6,6
8,21,9
2,4,4
2,14,14
1,9,8
2,10,8
2,8,6
8,18,8
0,5,5
9,29,13
3,8,5
5,15,10
1,10,10
6,14,7
2,13,7
3,7,4
14,43,15
7,21,14
9,26,15
3,12,9
4,21,12
4,14,9
2,14,12
0,6,6
6,18,11
7,26,15
2,8,6
1,6,5
3,13,11
5,14,10
3,12,10
3,16,13
4,20,15
2,7,5
4,14,12
4,16,12
5,19,8
6,16,10
5,25,12
0,7,7
1,4,4
3,11,7
0,4,4
8,19,7
3,13,12
2,15,13
10,31,7
7,19,9
5,8,4
3,9,7
4,12,7
4,17,13
4,13,7
4,17,11
5,13,9
2,8,6
6,21,15
6,12,6
15,39,11
2,17,15
2,18,9
1,9,8
8,32,13
15,31,15
4,18,14
10,27,15
1,6,5
1,6,5
4,11,7
6,18,9
9,18,7
1,11,10
10,33,14
6,16,6
2,13,9
7,31,15
3,13,10
4,12,7
2,6,5
7,24,16
11,29,14
1,17,16
6,18,10
2,7,4
6,26,16
6,24,12
8,32,15
3,12,10
13,37,9
1,11,10
6,13,7
2,11,9
5,10,6
8,21,11
8,22,7
10,30,12
1,8,7
5,16,7
3,8,6
3,17,11
0,5,5
1,6,5
13,49,15
4,25,14
2,9,7
1,5,4
17,35,8
7,23,10
9,24,8
5,14,6
5,16,12
10,26,10
7,19,12
4,12,7
9,22,10
4,20,12
5,23,14
0,11,11
3,12,10
4,13,9
0,11,11
1,15,14
1,7,7
4,11,7
5,19,15
3,19,14
4,20,12
5,14,9
4,18,14
10,24,10
0,9,9
7,20,12
4,16,7
15,40,16
1,8,7
3,17,9
4,16,12
10,22,7
3,18,14
1,8,6
2,6,4
4,15,12
16,37,14
4,11,7
5,14,7
5,14,11
1,7,6
7,15,7
8,17,10
4,20,16
1,6,5
7,25,7
4,14,10
2,5,5
5,19,11
3,11,9
6,22,16
12,35,13
10,22,7
4,14,8
1,11,10
2,14,12
11,31,13
3,16,14
9,20,7
