n_d,n_genes,n_species
5,16,8
9,17,12
14,22,6
20,37,7
6,16,9
9,16,7
5,14,7
11,34,13
15,30,13
5,14,9
9,22,13
3,13,7
3,14,10
2,11,9
19,35,8
19,34,9
7,15,8
15,32,11
11,36,14
16,32,13
16,39,13
9,20,12
13,46,15
8,24,13
11,28,9
9,34,15
13,21,6
7,19,11
3,17,10
10,28,15
5,23,11
6,21,14
6,24,15
14,36,16
3,9,6
0,4,4
2,6,4
10,18,9
2,6,4
8,26,9
8,24,15
2,13,12
4,18,14
10,26,13
12,28,15
5,20,15
5,16,7
7,19,13
11,30,14
5,15,8
2,17,15
5,22,13
11,19,7
8,24,13
6,20,12
2,13,10
7,19,11
11,24,11
17,56,16
11,20,9
13,28,14
6,14,8
11,25,12
12,34,16
1,10,9
5,16,6
9,26,14
10,24,10
3,12,9
12,37,14
6,18,13
4,11,8
1,5,4
6,23,13
17,32,16
8,17,8
11,26,10
7,22,13
10,35,13
1,10,9
13,35,15
10,23,13
13,32,16
1,5,5
22,42,15
15,27,9
12,23,6
9,17,9
11,39,15
11,35,14
26,66,9
7,21,12
13,23,9
1,7,7
3,13,11
5,8,4
20,48,14
24,41,11
10,21,9
3,17,15
10,25,14
15,39,16
4,10,5
12,26,9
23,49,15
3,9,6
19,37,15
15,28,12
25,66,16
5,10,5
2,11,5
9,27,9
7,17,10
21,41,14
2,10,8
13,36,13
1,11,7
4,12,8
12,22,9
0,9,9
11,28,9
4,16,11
17,37,9
15,27,12
8,18,7
18,49,11
3,19,11
5,16,8
4,21,9
21,49,16
5,15,7
42,92,13
21,39,9
26,60,16
3,11,8
26,66,16
6,27,15
5,10,6
1,9,8
34,81,16
18,54,16
6,13,7
11,25,10
7,20,12
7,25,15
1,7,6
6,16,10
5,17,12
10,30,16
0,8,8
18,47,15
30,51,15
8,22,14
7,19,7
6,12,7
9,24,14
10,33,15
3,17,13
13,34,15
8,19,9
24,54,15
10,33,14
13,26,7
4,11,8
13,44,15
3,11,9
9,23,13
10,32,14
14,40,15
7,23,7
21,38,7
7,15,6
4,11,7
2,14,12
9,24,12
9,25,10
39,97,16
3,11,9
3,19,13
3,16,13
17,56,11
40,79,16
2,15,13
17,44,15
11,27,15
8,13,5
7,18,12
3,10,6
10,18,9
12,25,15
3,9,6
5,13,8
10,36,14
26,80,14
15,37,14
5,14,7
4,13,10
3,16,9
4,11,7
2,10,6
2,12,7
8,19,7
4,12,9
11,24,11
16,32,7
11,26,14
23,63,16
3,13,10
15,35,14
5,9,4
4,11,8
13,32,14
3,12,9
1,14,14
10,20,7
16,47,13
5,15,8
3,14,9
4,12,10
2,11,9
19,48,15
5,17,11
11,31,15
5,12,6
9,25,16
6,21,13
5,16,9
2,8,6
17,53,12
6,14,8
9,29,15
11,27,15
3,11,8
3,13,10
6,22,14
7,24,7
3,11,8
22,66,9
13,31,12
4,10,6
6,17,12
6,15,9
2,10,7
10,34,15
12,28,14
1,7,5
5,12,6
0,4,4
5,13,8
16,36,14
29,88,16
9,19,10
2,15,7
16,29,8
3,11,8
13,38,8
8,27,13
5,15,8
3,8,5
7,14,7
0,6,6
11,27,14
2,11,9
6,21,16
12,29,14
9,16,9
19,40,14
1,4,4
24,57,16
9,26,12
4,9,6
20,47,15
3,17,12
10,22,12
7,21,7
15,38,14
7,10,4
4,14,10
9,21,6
17,37,15
27,83,15
15,43,16
1,5,4
9,22,13
9,27,14
9,31,14
1,11,11
4,17,11
3,7,4
13,35,14
10,22,7
6,17,7
28,50,15
4,21,15
0,4,4
5,16,9
11,37,14
8,19,7
12,38,14
21,60,16
15,22,5
1,8,7
14,36,16
10,22,9
2,15,13
6,14,8
5,11,6
9,24,15
9,29,16
28,54,16
25,44,15
21,50,16
0,4,4
7,20,13
6,14,6
9,31,9
1,5,4
9,23,12
4,27,11
22,51,16
2,10,9
29,74,12
21,60,15
0,10,10
10,36,9
4,9,6
4,16,11
9,30,9
17,42,14
2,8,6
5,13,8
19,42,7
10,24,13
5,17,10
7,23,9
1,7,6
8,21,11
16,45,16
20,50,15
10,25,14
4,15,13
16,49,16
12,29,16
6,17,7
21,78,15
8,20,12
12,33,9
6,23,8
14,31,7
8,24,14
7,17,6
14,29,13
2,7,5
6,29,12
2,9,8
10,28,15
5,17,7
19,51,9
21,57,13
12,26,14
19,49,9
16,44,16
21,47,16
8,32,14
19,58,13
5,22,15
10,24,15
16,31,9
7,16,11
15,42,13
3,9,6
18,48,9
11,26,14
11,20,6
12,23,7
8,18,13
24,64,16
11,22,10
19,40,16
17,36,14
10,35,16
14,25,7
10,34,15
7,12,7
14,25,9
16,40,9
5,12,7
4,13,7
11,35,16
2,5,4
15,51,16
6,19,7
11,24,7
6,21,14
2,7,5
7,14,6
8,16,7
24,57,16
9,22,14
4,11,8
2,7,5
4,13,6
8,29,15
9,21,14
11,31,15
6,14,7
11,19,8
17,28,9
3,8,5
12,29,14
9,18,7
1,12,11
4,13,9
10,23,14
10,19,7
0,7,7
1,6,5
3,12,6
4,18,14
15,30,13
4,12,7
5,18,8
8,13,5
4,7,4
2,8,7
10,22,9
12,39,13
3,16,13
6,15,9
0,7,7
8,25,14
8,16,6
13,26,12
9,23,9
4,20,7
4,16,13
7,25,14
4,16,12
4,11,6
8,26,15
6,25,15
3,8,4
3,10,7
3,11,8
11,19,6
13,38,16
1,13,12
7,14,7
6,17,14
19,47,15
17,48,14
12,27,15
16,61,12
5,18,10
20,38,11
15,32,10
4,13,9
2,7,5
8,26,15
10,18,8
5,23,15
15,37,16
1,11,7
17,34,14
6,20,8
6,13,5
5,12,8
9,21,10
11,29,15
6,20,14
8,22,7
5,18,10
14,46,16
7,27,8
2,9,7
11,35,16
23,48,16
3,10,7
0,4,4
3,10,7
10,29,16
4,10,4
13,37,16
9,18,10
7,23,15
5,15,7
14,39,13
10,31,16
3,9,6
7,22,13
3,10,4
20,49,16
10,21,6
10,28,13
3,14,6
3,12,8
17,33,15
8,21,11
19,47,16
13,32,14
19,48,9
3,14,11
2,10,7
3,15,13
2,8,6
22,63,16
11,37,15
18,52,9
15,32,14
7,21,9
7,21,11
0,4,4
11,27,15
6,21,15
6,14,11
3,13,10
2,9,7
2,14,11
16,34,16
19,51,16
8,19,7
7,17,10
3,12,8
10,31,15
3,9,6
6,11,6
18,38,10
6,15,10
10,21,7
3,7,4
8,21,14
17,43,9
12,37,16
6,16,9
12,29,14
12,26,9
11,26,9
3,15,12
16,41,14
2,7,4
5,18,12
5,13,7
6,12,7
4,16,13
10,23,10
7,24,16
10,27,15
10,25,14
11,24,13
13,36,13
7,15,7
10,28,15
2,5,4
3,15,9
4,19,12
1,7,5
11,25,12
3,14,13
12,29,15
6,14,7
15,35,16
3,12,10
1,10,9
14,38,15
3,12,9
7,19,10
6,20,15
8,32,16
15,31,15
1,7,6
3,12,8
3,14,9
14,36,16
18,33,11
3,8,6
10,33,14
11,20,9
4,10,6
2,7,5
3,18,14
6,19,10
10,23,14
22,58,9
11,24,9
3,13,10
7,21,8
5,14,10
6,26,13
10,20,12
3,13,8
6,17,8
6,19,12
17,53,15
21,40,7
6,13,5
5,17,9
8,24,14
6,13,7
4,12,7
9,22,14
29,81,16
8,22,7
11,29,13
22,47,16
6,12,6
1,6,5
4,11,7
15,32,11
4,12,8
2,6,5
5,13,8
10,34,8
10,24,15
12,34,9
3,15,12
6,16,7
1,8,7
4,15,11
12,37,16
7,19,6
2,16,14
20,48,15
18,34,9
4,14,12
16,32,13
13,28,11
6,11,5
6,19,10
3,9,6
6,14,7
16,35,13
12,31,16
6,18,13
21,60,16
6,21,13
2,10,8
12,34,13
6,20,8
8,16,9
11,25,14
5,14,11
17,40,16
15,33,12
8,13,7
7,18,11
2,7,6
21,58,14
1,9,8
10,23,15
9,14,5
6,18,13
2,24,15
8,18,8
17,35,15
3,10,8
5,15,6
2,10,8
9,30,14
9,20,11
19,42,7
16,51,9
9,15,6
8,32,13
3,9,5
9,21,10
10,36,14
23,51,16
3,11,8
10,23,12
27,70,16
5,17,12
3,7,4
13,28,7
5,11,7
0,6,6
6,13,8
4,17,14
17,37,12
27,68,15
13,30,14
6,15,7
15,44,15
7,26,14
0,6,6
5,9,6
12,26,7
9,25,9
13,28,9
3,14,12
12,35,14
6,18,14
7,21,7
7,20,13
26,63,14
46,71,7
2,6,4
1,6,5
3,10,5
5,19,14
18,39,15
11,21,7
1,7,7
4,8,5
8,23,7
19,49,12
7,20,13
17,32,7
22,54,16
12,35,9
20,51,7
4,16,13
6,14,6
20,46,9
3,9,5
12,21,7
0,5,5
4,15,9
5,15,11
17,40,13
3,10,6
6,15,7
7,19,11
4,8,5
12,33,15
5,21,14
7,18,12
2,10,8
8,25,13
9,15,6
9,25,14
8,11,4
6,17,12
3,7,5
11,26,12
4,9,5
10,26,12
5,14,6
10,32,14
11,26,7
6,12,6
18,49,9
3,8,6
5,13,8
10,28,14
7,23,12
6,11,6
4,18,14
9,28,9
8,16,7
18,51,14
10,24,12
11,24,10
5,17,13
1,9,8
12,36,16
29,67,16
5,18,8
1,6,5
17,46,9
7,13,6
5,17,9
9,39,16
16,36,16
3,17,14
8,22,14
5,8,4
15,41,15
13,28,10
6,17,12
10,27,15
1,6,5
26,59,13
7,25,9
11,30,9
3,10,7
3,12,6
5,18,14
13,37,15
13,38,9
15,26,13
8,14,7
24,55,16
5,17,8
2,7,5
2,14,12
8,22,15
11,37,16
5,19,14
5,20,16
11,26,14
16,34,13
17,50,9
27,68,15
7,20,15
3,8,4
1,5,4
6,16,7
9,29,11
6,13,7
9,23,12
21,50,15
16,39,14
8,24,7
13,37,14
9,24,13
19,46,16
13,27,7
26,60,16
3,15,9
13,45,14
5,13,8
8,23,14
7,21,10
14,37,16
16,29,7
7,17,13
34,65,15
11,37,15
13,42,14
2,10,7
6,15,6
12,39,9
15,42,16
3,8,5
12,31,15
5,24,15
5,19,10
9,27,9
3,19,15
4,17,13
2,7,5
15,43,15
21,40,15
15,34,13
3,10,6
3,13,11
6,19,10
4,16,9
8,20,11
7,21,14
11,25,10
8,16,8
13,28,16
7,20,14
7,14,9
12,33,9
12,33,15
3,13,11
1,8,7
9,28,13
2,7,5
6,19,13
1,8,7
2,10,7
11,29,14
16,41,16
15,34,10
2,17,15
11,24,12
20,36,15
9,21,12
3,11,8
14,38,14
17,40,15
14,26,14
19,49,16
15,46,13
4,11,6
5,24,14
5,12,9
22,64,15
1,9,8
4,16,13
5,19,8
20,43,15
3,9,5
13,21,6
7,14,8
9,29,13
7,19,13
40,88,15
36,69,16
4,10,7
8,16,9
0,4,4
9,18,10
4,12,9
7,14,8
14,35,16
7,24,15
4,13,9
10,24,11
8,26,9
2,9,7
22,46,16
16,44,11
13,41,15
9,19,12
14,38,15
19,45,15
7,21,15
5,14,9
8,26,14
2,11,9
9,27,9
19,47,14
8,23,12
7,28,11
3,12,7
1,5,5
0,6,6
6,20,7
8,14,7
3,10,7
10,30,14
13,36,11
6,22,14
11,20,7
8,25,13
28,65,16
10,31,12
16,35,15
7,14,7
9,22,7
14,33,12
10,25,13
0,9,9
7,19,12
8,24,13
14,31,9
11,32,16
19,38,16
5,17,10
4,25,14
8,28,14
1,11,7
5,10,5
9,30,15
9,22,12
16,39,11
4,12,7
6,12,7
10,38,11
8,14,7
15,45,15
12,27,14
7,17,7
13,28,15
9,22,11
6,17,12
11,32,14
13,40,15
6,17,11
6,15,10
1,8,7
32,67,16
2,9,6
11,22,10
1,10,9
11,21,6
12,30,13
26,64,16
5,11,6
15,33,12
11,35,14
11,28,12
14,40,15
6,23,15
11,29,14
11,22,5
0,6,6
10,19,9
14,31,11
5,16,10
13,37,14
12,28,15
33,67,16
12,25,14
4,18,15
7,17,10
24,55,16
9,29,16
3,10,7
2,13,9
11,23,7
16,33,14
9,29,15
4,13,9
5,13,6
13,32,9
3,13,10
3,9,6
11,27,15
11,28,9
16,31,15
15,32,12
1,7,7
6,13,8
7,15,8
6,20,11
7,15,7
0,4,4
18,53,9
7,25,15
7,28,7
7,14,4
0,13,13
15,35,14
8,20,12
5,16,7
2,8,8
7,15,9
13,41,16
3,12,9
13,35,14
6,17,7
1,11,10
9,28,15
4,15,10
4,24,15
3,14,6
4,12,9
8,18,9
4,10,5
6,20,15
9,33,15
17,46,15
12,33,13
5,15,9
14,30,15
1,13,12
4,10,6
2,10,7
21,57,14
10,16,7
6,19,6
13,33,16
15,39,14
3,9,6
4,13,11
8,21,7
3,10,10
4,15,9
3,14,7
4,16,9
0,8,8
10,26,8
6,19,12
4,11,7
4,17,13
7,14,7
11,32,16
16,35,16
17,48,13
13,29,15
12,38,14
3,20,11
2,9,7
7,19,7
8,18,8
6,21,13
8,21,10
10,30,15
7,21,15
17,34,12
5,11,6
7,25,13
0,5,5
15,40,9
9,19,11
2,9,7
7,15,7
14,37,14
2,6,4
9,23,15
9,33,13
13,41,14
15,27,9
2,10,8
4,15,7
11,41,15
1,7,6
13,38,16
24,49,16
11,27,14
2,9,6
11,29,14
8,20,7
2,8,7
6,22,15
7,22,15
4,13,9
3,9,7
4,17,14
19,55,13
14,41,16
13,35,14
2,13,8
8,18,11
9,16,9
9,21,13
1,5,4
9,35,16
25,60,9
10,25,14
5,18,12
13,39,16
20,53,14
8,17,10
20,46,15
7,29,14
10,26,7
10,26,12
16,42,14
6,18,13
6,25,14
24,44,15
8,20,13
9,22,15
9,23,15
8,31,14
10,44,16
1,9,8
7,24,9
8,19,8
9,31,15
10,37,15
8,28,13
5,16,7
1,5,4
11,43,16
4,16,12
11,21,6
6,19,10
7,19,13
18,34,7
3,9,6
31,64,16
4,12,8
11,28,14
15,37,15
14,36,16
3,13,8
5,10,5
18,31,14
16,37,16
11,25,7
9,27,15
6,14,8
19,42,14
13,31,14
11,28,13
5,15,7
6,21,13
11,28,9
4,18,14
9,24,14
7,14,9
2,9,6
15,38,13
3,17,13
15,32,10
8,15,8
4,12,9
9,24,11
4,12,5
8,23,9
6,18,10
19,44,15
9,29,14
18,42,15
18,47,16
10,32,13
0,4,4
1,9,9
11,27,15
2,6,4
6,14,10
10,23,13
10,30,13
6,12,7
7,17,10
14,32,16
13,34,15
6,25,14
0,7,7
14,41,16
20,54,15
5,20,14
6,17,9
5,12,4
10,23,14
27,70,9
20,53,16
2,9,7
1,7,6
6,16,10
4,10,6
2,6,5
1,10,10
3,14,11
3,10,6
13,41,15
4,13,9
1,7,6
2,9,7
4,9,5
10,23,10
6,22,10
14,30,14
4,11,7
2,10,7
6,17,10
4,10,5
13,28,10
18,23,9
7,20,9
3,17,14
7,19,11
7,16,7
2,14,7
32,72,15
3,6,4
14,43,16
2,8,6
4,13,9
7,28,16
15,40,13
2,8,6
7,20,13
1,4,4
28,64,16
21,46,16
2,6,5
0,7,7
12,30,13
10,29,14
5,22,14
23,52,15
6,19,14
20,50,15
1,11,7
10,22,10
1,12,12
19,53,14
11,22,10
7,21,14
7,24,11
10,42,16
7,31,15
5,21,11
14,43,12
6,13,8
1,6,5
8,30,14
14,33,12
15,38,14
11,37,11
13,36,16
17,41,15
17,59,16
7,19,8
10,32,16
11,25,14
18,47,15
8,25,9
15,35,13
14,24,7
3,10,8
20,46,14
5,15,8
11,27,7
4,8,4
6,21,14
4,11,8
9,26,10
5,10,5
2,11,9
1,12,11
12,27,12
10,31,15
4,12,7
1,5,4
12,30,15
9,23,12
13,37,16
9,20,12
3,19,16
6,21,12
1,11,10
10,33,14
4,11,7
12,34,15
16,37,16
4,12,9
24,59,15
10,27,14
6,20,14
9,23,14
5,10,5
11,28,14
4,12,9
1,5,4
28,56,15
5,19,15
6,11,7
8,24,14
4,10,6
6,12,6
8,18,9
14,40,16
4,13,10
11,30,14
11,26,14
9,26,15
7,21,14
5,20,14
13,28,7
17,42,11
10,24,14
6,29,16
4,16,9
2,8,6
5,13,8
7,24,15
8,14,9
11,29,7
1,9,8
7,19,15
26,54,13
4,19,14
11,34,16
6,12,6
5,16,10
14,36,15
8,14,5
4,13,8
5,15,12
10,27,15
25,63,16
2,6,4
6,22,8
11,27,13
9,23,13
0,4,4
7,14,7
4,13,9
11,32,13
8,20,12
6,13,6
2,14,12
13,51,9
14,39,16
9,18,8
1,5,4
9,24,15
8,28,14
1,9,8
3,16,7
13,30,12
8,18,8
7,18,7
9,20,7
15,35,15
7,16,8
14,36,9
10,36,16
9,29,8
5,20,15
4,9,5
3,11,8
16,29,10
6,12,5
16,38,15
3,8,5
11,37,14
22,45,15
1,7,6
1,5,4
10,21,7
2,14,12
6,16,10
9,21,12
15,28,11
7,17,7
10,29,13
4,9,7
1,10,9
6,15,8
22,41,15
8,23,14
6,25,12
1,6,5
7,21,8
6,16,8
2,10,8
7,17,11
31,75,16
6,17,8
4,9,5
9,21,7
2,11,9
7,18,12
10,27,12
10,22,13
13,28,7
17,32,7
2,7,5
9,27,9
3,13,10
4,11,8
5,20,12
1,6,5
5,16,7
4,11,7
13,45,14
5,26,12
21,43,15
14,37,16
2,11,9
2,12,11
15,34,7
12,27,13
10,27,14
8,21,7
4,19,9
6,20,14
3,9,7
7,23,11
17,41,14
15,42,9
5,14,10
7,17,6
7,17,10
17,30,10
28,87,16
11,23,15
14,28,13
10,30,16
12,39,9
2,16,14
9,30,13
28,56,7
9,26,16
12,24,7
23,56,16
7,23,13
9,26,9
7,19,9
10,26,9
15,28,7
9,24,7
13,30,15
0,5,5
11,35,11
20,31,7
4,10,6
0,5,5
8,20,8
8,20,9
5,13,9
10,25,14
3,8,4
4,16,13
14,43,12
13,41,16
9,27,15
17,27,7
3,22,15
13,28,12
7,20,13
3,12,8
11,25,10
4,12,5
7,14,7
2,10,8
7,21,7
2,9,8
2,6,4
5,17,9
11,27,16
3,11,9
13,31,15
5,11,7
5,12,8
16,30,12
19,32,13
18,43,16
19,48,16
15,43,15
5,15,7
14,40,9
1,8,7
14,44,15
6,19,15
9,21,12
10,40,15
2,11,9
9,34,14
4,19,14
1,13,8
11,22,11
14,32,11
8,28,14
4,16,14
3,13,8
0,9,9
8,27,14
10,22,9
18,38,10
6,19,15
4,9,6
0,4,4
15,32,15
4,11,7
4,10,6
21,52,9
27,69,16
8,24,9
14,40,14
3,18,9
12,24,8
7,21,14
13,28,12
3,12,10
13,31,7
15,38,15
11,32,14
4,11,8
5,9,5
7,15,10
1,8,7
1,8,7
2,7,5
8,21,14
8,21,13
23,43,7
3,13,11
11,33,15
23,40,15
3,13,10
4,16,9
15,40,15
1,12,8
19,44,14
7,21,13
4,20,13
15,33,16
3,10,7
16,36,15
28,74,16
10,25,9
6,13,7
3,10,8
1,7,7
18,47,14
7,25,14
9,28,12
7,22,11
9,22,9
1,5,4
5,14,9
6,14,8
4,11,7
15,38,15
27,56,14
9,21,14
2,9,7
5,15,10
0,5,5
0,6,6
3,8,5
16,34,15
10,17,11
29,50,15
15,33,7
21,56,16
6,19,13
17,48,15
13,20,6
25,61,16
9,30,16
8,19,11
23,60,16
12,28,12
8,25,14
11,28,7
2,14,12
19,41,14
13,33,13
3,18,9
4,11,7
7,18,14
18,35,10
17,52,15
12,32,15
7,29,14
0,7,7
0,6,6
1,13,12
4,8,5
6,18,9
10,27,9
12,28,13
8,23,11
1,7,6
6,17,12
9,14,6
25,62,15
19,54,16
7,18,9
5,13,6
3,7,5
10,34,8
1,7,6
48,115,15
2,7,5
5,17,12
25,58,12
9,25,14
16,27,13
9,24,13
9,30,14
4,14,11
8,17,10
1,5,4
27,45,14
8,23,15
13,46,13
9,21,13
9,24,7
8,22,13
7,15,8
15,38,15
8,19,10
11,28,12
4,19,11
6,28,9
20,48,16
11,22,13
9,24,14
8,21,9
23,49,14
16,31,15
20,50,14
1,8,7
1,11,10
12,30,9
4,14,10
13,27,9
2,10,8
16,33,15
16,40,9
5,22,16
3,12,6
2,6,4
17,42,16
2,7,5
9,30,15
19,44,12
19,39,16
14,35,14
12,25,8
13,42,14
2,7,5
9,28,15
5,20,12
15,37,16
5,17,12
7,12,7
6,17,8
22,56,15
10,26,15
10,28,11
13,34,14
6,21,15
8,20,13
3,8,6
30,62,16
6,15,7
23,52,16
13,39,14
9,28,14
9,34,16
23,47,14
6,17,13
14,28,8
7,18,8
11,23,11
12,40,16
8,23,14
7,20,13
21,55,16
3,9,6
1,6,5
20,43,15
6,18,10
19,48,15
5,20,9
5,22,12
3,9,5
2,14,13
29,70,16
17,33,16
1,9,8
8,25,15
12,27,12
6,19,12
9,26,15
35,63,7
7,15,7
9,33,15
10,30,12
12,41,15
13,37,16
6,15,9
54,113,16
8,21,11
5,13,7
25,51,16
11,32,12
9,26,15
9,19,7
5,12,6
18,38,11
13,31,9
7,18,7
17,41,13
5,11,6
2,11,10
8,23,11
8,20,12
6,14,7
23,45,15
1,9,5
5,14,9
5,14,10
12,39,15
17,45,12
4,10,6
2,18,13
9,22,14
3,14,8
6,21,15
13,34,13
16,41,16
8,23,15
22,46,15
6,17,12
9,25,15
9,32,16
8,18,11
2,9,7
7,17,7
2,6,4
17,35,15
8,14,6
16,43,9
14,31,11
6,17,9
1,14,14
4,10,6
4,11,7
2,7,5
5,14,9
22,40,10
2,8,7
7,24,12
3,11,8
6,15,6
12,29,14
22,43,16
15,32,15
5,17,9
12,29,15
1,7,6
9,18,5
11,24,10
6,16,9
10,28,14
12,33,14
10,33,13
1,5,4
5,14,10
39,94,15
12,28,8
5,21,9
8,21,9
6,13,6
16,37,9
17,27,9
3,8,5
13,44,15
14,38,15
15,35,15
30,70,16
27,73,16
12,34,14
2,9,7
2,10,8
11,27,15
4,10,7
3,10,7
8,21,13
7,22,13
11,27,14
8,17,11
8,23,13
1,11,9
10,27,13
16,45,15
3,11,8
7,19,13
14,32,15
13,31,16
1,8,5
13,30,7
10,29,16
7,27,16
11,25,14
30,76,14
5,19,9
5,13,8
4,17,13
9,19,10
6,19,13
14,38,9
3,17,14
10,24,9
23,57,16
7,15,9
18,31,7
7,25,8
16,40,16
4,10,6
11,27,13
9,25,16
1,6,6
11,25,14
3,14,8
6,12,7
2,9,7
4,15,11
3,8,6
12,27,7
10,28,9
8,19,7
11,29,11
29,77,14
19,40,16
18,46,14
6,21,14
9,31,9
9,22,14
9,22,7
3,12,10
4,15,12
10,27,15
16,27,8
5,10,6
5,17,9
4,19,8
5,12,7
12,23,13
10,29,15
9,30,14
13,43,9
7,24,11
2,15,13
6,25,9
18,39,7
13,28,13
3,7,5
13,42,15
10,18,11
5,16,13
16,40,15
15,33,16
11,28,14
6,18,10
1,8,8
12,32,14
13,26,11
6,14,9
1,14,13
8,22,13
10,36,16
7,21,7
12,36,9
57,115,16
4,13,7
24,59,9
13,26,9
8,15,6
3,18,13
9,27,15
17,43,16
6,21,11
4,17,10
6,22,12
13,40,16
13,24,11
2,8,6
21,41,16
22,48,16
0,4,4
8,19,7
13,37,13
10,27,14
15,47,16
6,22,14
1,9,7
6,19,10
6,15,7
23,64,16
3,9,5
1,6,5
8,17,9
9,18,9
11,24,9
4,7,5
12,29,15
4,12,8
23,56,15
8,29,15
6,19,13
3,20,14
12,21,8
4,17,13
15,42,15
5,13,7
8,26,16
0,4,4
13,38,15
25,60,16
28,69,16
2,7,5
8,25,14
15,26,7
5,21,15
13,26,10
6,13,8
12,26,13
13,27,15
12,24,8
5,12,7
4,16,13
12,27,7
5,14,10
17,45,15
8,26,12
1,8,7
2,16,13
9,24,14
10,31,14
3,10,5
9,17,10
16,41,16
13,24,7
1,7,6
30,67,14
10,34,15
20,52,15
5,15,11
4,12,9
1,6,5
1,7,6
5,12,7
15,35,15
10,22,14
5,20,15
9,24,13
18,39,12
6,18,14
24,64,16
5,15,10
14,32,16
9,23,15
9,19,11
