n_d,n_genes,n_species
4,7,6
4,18,14
10,22,9
16,35,16
12,37,15
11,29,11
8,20,7
26,62,16
16,44,16
12,31,15
29,65,15
9,33,15
22,51,15
15,43,15
6,31,16
5,20,14
19,48,15
20,52,16
1,8,7
14,33,14
1,7,6
21,54,16
7,22,16
13,29,15
17,47,16
3,15,9
5,8,4
16,47,16
13,40,14
15,50,15
10,33,15
11,27,16
2,12,10
28,61,9
14,45,16
29,60,9
21,51,16
15,37,15
30,62,16
16,47,13
13,36,14
0,6,6
24,49,16
32,92,16
8,25,16
23,61,15
21,37,7
18,42,16
7,26,16
16,45,16
13,34,16
5,32,9
25,77,16
10,28,13
10,28,14
22,58,16
29,62,16
3,19,16
9,26,15
4,10,5
9,29,15
2,11,9
5,15,9
6,21,15
26,47,16
4,19,15
5,16,8
1,14,8
3,8,5
5,19,14
13,34,14
7,26,14
16,46,15
5,23,14
8,29,9
2,9,7
8,23,14
16,36,12
8,25,16
15,35,16
6,26,15
12,30,15
5,22,13
2,9,8
13,27,11
5,21,16
12,42,16
5,18,13
12,34,15
19,46,15
4,21,9
4,23,14
13,38,16
10,30,13
4,17,15
8,18,9
2,9,7
21,45,15
13,38,16
9,20,12
14,39,16
15,41,15
16,44,15
4,9,5
9,21,9
7,15,7
3,18,15
9,27,15
7,22,13
3,22,15
18,57,9
2,8,7
19,42,16
13,27,12
8,25,16
9,25,14
4,13,6
39,76,16
7,24,15
24,45,12
1,9,8
8,14,7
11,27,10
12,37,9
10,23,13
13,29,15
5,20,16
4,10,6
11,33,16
3,10,7
6,22,16
5,18,7
2,9,8
10,24,7
3,17,14
7,24,14
4,20,9
17,40,15
15,35,9
11,31,12
22,46,13
7,21,9
6,18,13
2,17,13
13,42,16
9,26,15
4,15,11
17,39,15
11,37,15
2,10,8
10,26,16
40,91,16
15,45,16
8,17,9
9,25,14
7,22,16
10,37,15
16,42,16
6,15,7
5,13,9
2,7,5
1,6,5
1,8,7
4,18,11
25,59,14
2,15,10
14,42,15
6,22,16
9,26,15
8,22,9
0,7,7
10,20,7
10,29,16
19,56,15
2,14,12
4,15,7
11,23,6
10,28,9
13,37,16
17,40,9
9,27,16
5,16,9
18,52,16
14,35,15
7,27,15
6,22,16
13,36,9
10,27,9
21,52,15
11,28,15
8,22,14
3,10,5
18,47,16
28,67,16
6,13,7
5,20,12
8,23,14
11,34,15
19,38,11
15,34,15
12,28,7
15,34,16
4,20,16
21,50,15
8,26,15
13,27,14
20,45,11
4,19,12
16,32,16
26,65,14
