n_d,n_genes,n_species
4,14,8
4,21,11
5,13,7
6,22,12
13,23,11
8,23,15
10,26,14
6,18,13
5,16,12
5,12,6
4,12,8
13,29,12
17,26,14
3,12,8
3,11,8
1,8,7
3,10,8
10,27,11
4,9,5
3,8,5
2,12,9
2,13,8
13,25,11
7,14,7
7,29,14
4,10,6
9,24,13
10,30,14
9,25,13
8,26,11
6,17,7
16,31,14
7,18,9
2,7,6
16,39,11
16,43,13
3,14,11
4,9,7
18,51,15
4,17,9
21,54,15
28,68,15
13,26,7
6,9,5
2,10,5
7,22,8
1,12,11
4,14,9
12,21,7
29,64,14
8,12,5
4,18,10
8,20,12
3,9,6
15,25,11
8,20,11
4,15,9
8,27,9
17,43,13
3,10,7
7,16,8
5,20,12
16,35,12
3,11,7
6,18,12
26,57,14
3,14,10
13,47,9
8,20,10
13,39,15
7,17,9
14,31,11
12,38,14
5,17,9
21,44,12
4,13,9
24,48,7
2,11,7
13,41,9
7,20,9
24,51,16
10,26,16
4,12,8
4,7,5
6,14,10
13,24,11
5,15,8
9,16,6
4,7,4
18,42,16
9,18,7
7,11,6
8,21,12
11,29,9
0,4,4
19,49,9
5,12,9
2,9,7
8,21,13
9,24,9
1,5,4
7,18,11
4,12,8
5,11,6
4,14,11
1,7,6
12,34,13
5,15,6
12,25,7
16,23,8
14,43,15
3,7,4
11,28,13
4,10,6
15,41,16
0,4,4
2,8,6
0,4,4
7,17,10
5,12,8
5,14,11
9,19,11
7,12,7
7,19,13
10,18,11
2,8,7
14,22,6
9,21,13
10,24,7
5,17,13
18,32,15
1,9,8
8,19,12
0,5,5
1,5,4
9,16,9
10,20,8
9,15,8
6,21,14
9,21,7
6,19,11
31,72,14
7,28,10
1,5,4
18,46,15
9,17,10
9,22,15
1,6,5
2,6,4
1,11,9
6,13,6
14,27,12
25,63,15
1,5,4
7,22,14
5,16,8
3,12,5
5,10,6
5,12,7
8,16,10
17,31,7
2,8,6
4,14,11
8,21,13
6,11,6
10,24,15
0,4,4
5,13,9
11,18,6
10,26,11
3,7,4
0,4,4
24,74,12
2,12,11
5,13,8
2,17,13
5,8,4
3,11,8
18,49,13
6,12,9
17,52,15
5,9,5
25,45,9
9,32,13
1,6,5
4,11,5
2,7,5
4,14,8
4,12,9
9,17,8
3,14,12
2,6,4
12,29,9
19,40,9
3,11,4
2,8,6
2,15,9
12,30,14
3,11,8
13,32,8
3,6,4
6,20,12
5,12,5
5,18,9
16,30,10
1,7,6
3,12,8
13,40,15
1,4,4
10,28,9
2,9,7
9,20,6
5,12,6
16,35,16
7,13,6
3,12,8
16,37,13
15,37,14
10,30,15
8,20,9
14,36,14
13,27,14
3,10,7
5,24,12
17,50,14
4,17,10
1,5,4
2,10,8
7,20,12
9,20,12
4,14,10
16,41,16
5,16,8
1,8,8
17,32,9
0,6,6
6,14,8
12,26,12
19,42,15
13,31,10
6,9,6
1,5,4
24,50,7
1,7,6
14,33,14
3,14,12
2,10,8
5,11,8
8,25,8
10,24,13
7,20,14
6,16,9
0,5,5
1,8,5
3,8,8
4,11,6
11,21,7
3,13,8
10,19,6
4,11,8
9,16,7
10,18,7
10,23,13
2,10,9
10,20,6
5,18,12
7,16,6
15,38,16
12,24,7
9,21,13
4,9,5
2,14,9
7,19,7
1,5,4
2,9,7
11,24,12
4,15,10
6,12,6
4,18,10
2,10,9
6,23,14
2,7,6
11,26,7
12,22,10
22,53,13
13,26,15
9,15,6
5,8,4
11,20,9
18,33,13
0,7,7
7,18,13
2,7,5
3,12,10
18,54,14
7,22,13
9,28,14
3,8,5
12,17,4
1,5,5
11,29,15
20,58,15
5,20,8
2,8,7
6,21,12
4,14,9
11,22,6
6,12,6
9,31,15
5,15,9
11,23,6
3,8,5
11,32,14
0,8,8
11,29,8
10,24,8
19,47,16
6,16,12
8,26,12
4,15,12
6,20,14
11,28,11
12,34,16
5,18,10
16,38,14
19,36,13
11,15,6
8,24,13
7,13,7
4,8,4
15,38,9
6,22,8
2,7,5
9,17,11
12,30,13
9,26,12
12,22,10
4,18,13
16,33,12
2,10,8
4,13,11
0,4,4
4,14,10
22,39,14
2,13,8
9,21,10
11,20,7
4,16,10
7,10,5
3,6,4
6,18,11
4,14,11
5,12,7
16,42,12
2,5,5
3,9,5
3,7,5
4,16,13
1,5,4
12,39,14
2,7,5
9,21,12
1,4,4
4,14,10
5,12,6
8,19,10
12,29,13
2,9,7
6,19,6
2,8,8
12,20,9
6,17,11
10,19,13
2,9,7
4,9,6
9,29,8
9,26,13
10,22,7
4,16,8
4,12,9
2,5,4
12,21,7
6,19,12
6,15,9
5,12,8
3,13,11
14,30,10
6,15,9
4,11,7
30,56,7
7,17,10
7,15,7
4,10,7
5,7,4
1,6,5
3,6,4
3,9,6
6,18,12
8,22,12
11,25,7
9,26,13
12,21,11
12,31,14
15,44,9
21,39,15
8,25,13
29,54,16
7,11,7
4,11,8
4,12,10
5,17,11
3,10,7
2,14,8
1,8,7
6,16,8
6,13,7
4,15,9
5,13,9
7,28,14
7,20,9
35,69,15
5,14,9
9,24,6
9,19,6
24,58,16
12,22,7
4,15,12
9,22,6
11,34,13
2,7,6
16,38,16
20,52,15
4,16,11
10,23,13
2,5,4
1,9,8
15,30,13
10,25,14
5,11,6
15,41,12
12,32,14
2,8,6
2,10,9
3,7,4
11,28,9
7,15,8
4,12,9
13,23,9
5,18,8
15,42,12
2,8,7
8,31,14
12,27,14
4,11,7
5,11,5
5,9,5
6,22,9
6,11,6
12,35,13
12,25,12
15,28,12
5,16,13
7,25,13
2,5,4
2,13,8
19,39,15
3,8,5
6,21,12
9,23,9
6,13,6
5,19,9
10,20,11
21,43,7
3,10,7
11,23,12
11,20,8
1,10,6
5,9,4
29,64,9
7,20,11
10,30,8
1,6,5
22,58,13
9,31,15
11,18,10
0,7,7
5,10,6
10,28,12
7,24,8
14,39,14
2,7,6
10,27,13
0,5,5
12,34,9
3,8,5
17,46,15
4,8,4
7,19,11
3,8,5
5,11,5
11,24,11
14,28,7
8,14,9
5,10,5
8,16,8
4,10,6
3,9,6
7,29,11
11,28,13
15,33,16
3,7,4
12,28,10
7,20,11
6,24,13
14,30,15
8,17,9
6,18,8
8,20,11
1,8,7
8,22,7
4,14,9
9,20,12
10,27,14
5,10,7
4,15,9
12,34,8
4,11,7
11,29,11
5,19,12
4,11,5
1,5,5
5,10,4
9,23,11
1,6,4
1,6,5
12,31,13
4,15,11
7,15,9
3,8,6
4,18,10
15,41,13
12,32,12
5,12,5
7,14,5
1,5,4
4,12,7
8,21,9
0,7,7
10,22,6
6,13,7
2,6,5
6,15,10
11,26,13
5,14,7
2,10,8
8,16,12
5,9,5
10,23,12
7,19,12
6,15,6
8,26,11
3,9,7
6,14,6
6,18,10
7,13,8
12,29,16
6,11,5
5,18,8
1,6,6
9,23,14
2,6,5
4,10,7
11,31,13
10,24,10
7,21,11
13,24,10
3,13,7
2,8,6
10,16,6
5,12,5
9,14,4
13,31,7
7,13,6
10,26,15
17,38,13
2,6,4
9,23,8
4,11,7
10,28,12
21,33,12
5,13,9
7,26,13
5,14,6
11,25,14
1,5,4
2,8,6
5,17,13
4,23,14
5,10,6
1,4,4
12,30,16
10,22,9
8,19,13
9,19,12
6,19,11
10,21,9
2,6,5
9,21,12
3,16,10
3,9,7
2,7,5
10,26,13
17,33,8
9,17,8
4,7,4
9,22,14
12,26,10
2,12,7
8,23,15
6,16,9
4,11,6
24,38,11
27,48,15
0,6,6
1,6,4
8,31,15
13,28,12
2,9,7
8,19,13
9,23,8
12,35,13
5,12,8
13,30,13
3,15,11
14,31,13
13,30,10
3,12,9
16,45,15
10,20,7
5,14,10
13,23,9
1,4,4
8,20,11
11,22,13
7,14,8
1,5,4
21,35,7
13,31,12
8,22,14
10,24,14
6,18,8
8,17,13
8,14,6
2,10,8
9,18,8
12,27,8
6,9,5
2,9,7
13,21,7
12,32,15
11,37,12
6,18,12
2,7,5
5,10,6
7,21,14
0,6,6
1,8,6
4,18,8
10,16,8
1,10,9
14,23,7
2,7,5
32,70,16
7,19,10
2,8,7
8,31,12
3,6,4
12,28,15
1,5,4
2,9,7
4,11,7
11,18,9
7,22,13
0,6,6
1,6,5
18,37,14
8,26,12
17,27,12
1,7,6
4,10,5
0,4,4
10,23,12
12,33,12
7,22,9
8,19,12
13,29,14
4,8,4
2,10,9
12,22,10
4,8,4
10,23,9
2,10,9
1,5,4
15,35,9
9,19,8
2,7,6
2,7,5
4,10,6
9,14,8
0,4,4
7,22,12
6,17,12
3,13,8
15,32,13
6,15,7
8,23,13
5,16,13
10,17,6
8,25,14
0,7,7
5,12,8
2,8,7
1,6,5
11,29,8
16,56,11
16,36,9
7,25,11
8,22,14
24,38,10
1,5,4
4,16,6
2,9,7
9,19,10
6,14,6
5,11,6
5,11,7
0,4,4
16,27,9
7,13,7
18,32,9
11,30,9
8,13,6
11,23,7
5,10,5
14,23,10
4,17,8
9,21,9
6,11,5
2,8,6
2,10,8
5,10,6
5,10,6
11,23,10
1,8,7
8,21,10
5,10,6
2,7,5
0,4,4
9,20,7
6,16,8
19,36,7
5,15,10
12,23,10
3,12,10
8,18,7
