rf,total_quartet,correct_quartet,correct_prop
0,157.35,137.4,0.8732125834127741
0,194.85,181.9,0.9335386194508596
2,257.7,245.0,0.9507178890182383
0,179.25,170.6,0.9517433751743375
0,166.35,153.7,0.9239555154794109
0,128.55,118.95,0.9253208868144691
0,371.05,318.9,0.8594529039213044
0,312.4,295.0,0.9443021766965429
0,380.8,353.9,0.929359243697479
0,264.85,252.45,0.9531810458750236
2,115.75,100.75,0.8704103671706264
0,412.65,395.85,0.9592875318066157
0,224.65,204.2,0.9089695081237481
0,250.95,237.1,0.9448097230524009
0,190.9,177.15,0.927972760607648
2,172.5,162.9,0.9443478260869566
8,198.95,162.9,0.8187986931389797
0,269.55,246.65,0.9150435911704693
0,219.0,199.85,0.9125570776255708
0,368.4,353.35,0.9591476655808904
4,236.95,219.2,0.9250896813673771
0,322.3,294.0,0.9121936084393423
6,194.35,171.4,0.881914072549524
2,274.85,256.3,0.9325086410769511
0,244.4,218.8,0.8952536824877251
0,357.9,305.4,0.8533109807208717
0,173.35,159.6,0.9206807037784829
0,239.65,224.7,0.9376173586480284
2,191.2,171.6,0.897489539748954
0,435.7,385.0,0.8836355290337388
2,274.6,237.5,0.8648943918426802
0,352.2,329.65,0.9359738784781374
4,171.8,159.9,0.9307334109429569
0,219.95,197.2,0.8965674016822005
0,230.25,208.4,0.9051031487513572
0,151.4,141.15,0.9322985468956407
4,189.7,181.5,0.9567738534528203
0,370.25,348.7,0.9417960837272114
2,297.3,275.8,0.9276824756138581
2,242.9,231.05,0.9512144915603129
0,94.6,93.55,0.9889006342494715
0,213.15,199.0,0.933614825240441
2,147.2,135.1,0.9177989130434783
2,155.3,132.2,0.8512556342562781
0,282.25,268.55,0.9514614703277237
0,217.6,190.35,0.8747702205882353
2,241.9,217.3,0.8983050847457628
0,245.3,234.05,0.9541377904606604
0,121.2,108.65,0.8964521452145214
0,257.95,229.3,0.8889319635588292
0,229.2,218.65,0.9539703315881326
0,263.7,251.05,0.9520288206295032
2,131.1,117.85,0.898932112890923
0,400.25,384.55,0.9607745159275453
0,172.7,157.55,0.9122756224667052
6,216.15,206.25,0.9541984732824428
0,181.35,164.95,0.909567135373587
4,276.15,248.5,0.899873257287706
0,244.15,234.1,0.9588367806676223
0,284.5,274.6,0.9652021089630931
0,244.85,209.85,0.8570553400040841
0,242.75,223.45,0.9204943357363543
