rf,total_quartet,correct_quartet,correct_prop
0,233.1,222.45,0.9543114543114544
0,395.7,377.1,0.9529946929492039
2,361.15,338.35,0.9368683372559878
2,492.95,446.65,0.9060756669033371
4,271.9,252.2,0.927546892239794
0,326.7,305.4,0.9348025711662076
6,291.8,271.85,0.931631254283756
0,393.05,371.5,0.9451723699274901
4,219.55,196.65,0.8956957412890002
0,182.05,173.45,0.95276023070585
2,390.4,363.9,0.9321209016393442
2,180.15,163.45,0.9072994726616709
0,296.45,277.45,0.9359082475965593
0,315.4,293.0,0.9289790741915028
0,269.55,257.85,0.9565943238731218
0,339.05,317.15,0.9354077569679988
0,326.4,305.65,0.9364276960784313
0,285.45,263.95,0.9246803293046068
0,183.0,173.7,0.9491803278688524
0,209.45,203.75,0.9727858677488661
0,304.6,281.65,0.9246552856204859
2,333.4,311.5,0.9343131373725255
0,413.95,383.25,0.9258364536779804
2,341.7,320.8,0.9388352355867721
2,220.25,207.8,0.9434733257661748
0,248.05,232.35,0.9367063092118525
0,194.35,183.55,0.9444301517880114
0,317.0,300.0,0.9463722397476341
0,280.6,266.4,0.9493941553813258
0,348.95,319.0,0.9141710846826193
0,313.35,293.45,0.9364927397478857
0,368.0,349.95,0.9509510869565218
2,230.55,210.1,0.9112990674474084
2,272.1,252.7,0.9287026828371923
0,382.05,362.1,0.9477817039654496
0,295.65,282.45,0.9553526128868595
0,434.65,404.65,0.9309789485793167
4,346.95,313.1,0.9024355094394005
8,219.1,197.1,0.8995892286627111
0,213.85,193.95,0.9069441197100772
0,327.25,310.8,0.9497326203208556
2,235.0,216.2,0.92
0,328.25,319.55,0.9734958111195735
4,194.75,177.05,0.9091142490372273
0,254.4,236.8,0.9308176100628931
0,250.1,227.45,0.9094362255097961
2,407.55,381.45,0.9359587780640413
0,400.35,371.2,0.927188709878856
0,238.85,228.25,0.9556206824366758
0,539.1,515.2,0.9556668521610091
0,277.7,259.05,0.9328411955347498
2,151.35,135.35,0.8942847703997358
0,187.2,181.0,0.9668803418803419
2,363.4,338.45,0.9313428728673638
0,386.95,366.0,0.9458586380669337
0,209.45,196.65,0.9388875626641203
0,346.4,329.55,0.9513568129330254
2,219.45,203.2,0.9259512417407154
4,210.65,194.2,0.9219083788274389
0,515.25,489.95,0.9508976225133431
2,163.55,149.6,0.9147049831855701
0,443.1,425.85,0.9610697359512526
0,209.7,193.05,0.9206008583690987
0,430.45,408.9,0.9499361133697294
2,267.9,248.5,0.927584919746174
0,317.35,305.0,0.9610839766818969
0,351.85,336.8,0.9572260906636351
0,199.4,192.2,0.9638916750250752
0,255.3,236.15,0.9249902075989033
2,266.25,253.4,0.9517370892018779
0,361.95,333.8,0.9222268269097942
10,77.9,64.75,0.831193838254172
2,219.7,200.85,0.9142011834319527
2,446.3,405.9,0.9094779296437374
0,268.55,246.5,0.9178923850307206
0,206.15,189.85,0.9209313606597138
0,354.5,330.9,0.9334273624823696
4,205.45,192.4,0.9364808955950353
6,344.35,314.65,0.9137505445041383
2,183.8,162.35,0.8832970620239391
0,372.1,349.15,0.9383230314431604
0,244.85,227.45,0.9289360833163162
0,216.85,203.4,0.9379755591422643
2,152.95,138.9,0.9081399150049035
2,281.75,258.05,0.915882874889086
0,299.5,272.55,0.910016694490818
2,192.25,179.35,0.9328998699609883
0,212.95,200.1,0.9396571965250059
0,443.25,422.7,0.9536379018612521
0,283.75,271.05,0.9552422907488987
0,291.25,275.6,0.9462660944206008
0,210.9,196.25,0.9305357989568516
0,327.3,317.65,0.9705163458600672
2,298.35,266.55,0.893413775766717
0,452.75,436.9,0.9649917172832689
0,183.8,175.9,0.9570184983677911
0,340.05,328.85,0.9670636671077782
0,323.0,305.2,0.944891640866873
0,406.75,376.9,0.9266133988936693
0,421.75,390.1,0.9249555423829283
2,372.15,335.0,0.9001746607550719
0,333.9,311.9,0.9341120095837077
0,535.0,504.55,0.9430841121495327
0,283.5,265.15,0.935273368606702
0,377.9,362.7,0.9597777189732734
4,136.85,128.95,0.9422725611983924
0,330.55,315.9,0.9556799273937377
4,265.9,249.75,0.939262880782249
0,318.35,302.05,0.9487984922255379
0,193.9,185.75,0.9579680247550284
